((((3*7)+8)+(2+(3*1)))/(4*(4*4)))	37*8+231*++444**/
((((2-8)/(2/5))+(4*4))-(0/(3-7)))	28-25//44*+037-/-
(((5*(5*(9-1)))+(0*7))/(0+(2/4)))	5591-**07*+024/+/
(((((4*5)+8)+(1*9))*(4/2))/(6*4))	45*8+19*+42/*64*/
(((9/(0-6))-(2-(6/(0+5))))*(8/2))	906-/2605+/--82/*
(9/(((1+1)*(5/0))*(7-(8+(8+2)))))	911+50/*7882++-*/
(((7+8)/(8*((1*(3/0))/2)))+(4-9))	78+8130/*2/*/49-+
(((4-(8/3))/(3+(3/6)))+(7/(6*3)))	483/-336/+/763*/+
((((3+(8-3))*3)*(8*7))/(8-(5+7)))	383-+3*87**857+-/
((2-(5-5))/(4-(1/(0*(7/(3*7))))))	255--410737*/*/-/
(7/(5-(2/(((9+7)-0)+(0-(7+7))))))	75297+0-077+-+/-/
((((4+(1-3))+(5/6))*(1-(6*0)))*0)	413-+56/+160*-*0*
(((6*(9*(7+6)))-(4/(7-(4-0))))+3)	6976+**4740--/-3+
(((7/5)*(2-(2/3)))*(8/(7*(5+2))))	75/223/-*8752+*/*
(((3*(3+1))-(6*((3-6)*8)))+(5*0))	331+*636-8**-50*+
((((9+8)/0)*(4+2))/(1-(8+(9*8))))	98+0/42+*1898*+-/
(((3/6)*(2-(5*6)))/(5*(9/(3/1))))	36/256*-*5931//*/
((9-1)+((1/4)/(3+((7*0)+(7/3)))))	91-14/370*73/++/+
(((0*(6*(9+(7/(3+4)))))/(9*9))+0)	069734+/+**99*/0+
(4/(((6-(7*0))*(4+(0/0)))/(6/4)))	4670*-400/+*64///
((((7-(0/8))*5)+((8/9)+(7*1)))+0)	708/-5*89/71*++0+
((4-(1+((9/5)*9)))+(4-(9-(7+9))))	4195/9*+-4979+--+
(((8*(8+4))-(3+(4+(0*2))))-(2*2))	884+*3402*++-22*-
(((2/1)-(0+(3/(0-1))))+(6*(8*9)))	21/0301-/+-689**+
((4+(1-(((3*6)+3)*(8-2))))/(3*4))	4136*3+82-*-+34*/
(((2*(4*7))+(5*(5*7)))-(3/(8*6)))	247**557**+386*/-
(((8*(6-8))-9)/(6-(1/(8+(9-4)))))	868-*9-61894-+/-/
((4+((6+7)/3))-((1*6)*(1+(9*0))))	467+3/+16*190*+*-
((7+(5+1))*((7+2)*(8/(8+(7*1)))))	751++72+8871*+/**
(((0/9)*5)-(3+(3*((1*1)/(0+9)))))	09/5*3311*09+/*+-
(((3-(8-(0+5)))*(8+(1+(8-3))))+0)	3805+--8183-++*0+
((0+(1-(6/(6-(0-0)))))+(3+(1/7)))	016600--/-+317/++
((((9-8)-8)+(6*8))*(5+(5*(7*6))))	98-8-68*+5576**+*
((4+(6/(5-(0/(1-7)))))+(0*(7+1)))	465017-/-/+071+*+
((0-1)*((7/(8/(8/1)))-(5*(7-2))))	01-7881///572-*-*
(8*((0-(9+(9*(3/(9/6)))))-(4/5)))	8099396//*+-45/-*
(((6+6)/(7+(8+1)))+(9+(6*(4-9))))	66+781++/9649-*++
(((((7*0)*6)/(8*5))+(3*5))*(0/9))	70*6*85*/35*+09/*
(((9-(1*6))+(4+(6-6)))+(1+(4+9)))	916*-466-++149+++
(((4*(5*(6+1)))/(6-7))*(3*(7-2)))	4561+**67-/372-**
((8/(6-(7-(9-2))))-(9*(6-(8+9))))	86792---/9689+-*-
((2/(1/2))+(4*(5+(0/(1-(4+7))))))	212//450147+-/+*+
(((9/(4*(0+7)))+((8/(4-6))/5))+7)	9407+*/846-/5/+7+
(6/((2-1)+(0-(4/(8-(5+(2-5)))))))	621-048525-+-/-+/
(((1/2)-(0*(0/2)))*(8+(0-(0/8))))	12/002/*-8008/-+*
((8-(6/7))+((6+(9+(8*7)))*(9-4)))	867/-6987*++94-*+
((((2+5)*(1-7))-(7/(8-9)))+(6-4))	25+17-*789-/-64-+
((((4+(4+5))+6)-(9*(7*0)))-(3+3))	445++6+970**-33+-
((((4*(9+4))+(2*5))+(0/2))+(7*1))	494+*25*+02/+71*+
((8*(8+9))+(0-((8/0)+(8/(8*9)))))	889+*080/889*/+-+
((((2/7)*7)*(7*7))+(4/(0-(3-1))))	27/7*77**4031--/+
((8/(0/(0-(1-1))))/(5*(2/(4/8))))	80011--//5248//*/
((4+(1+((2*5)/(8-4))))/(4*(3*4)))	4125*84-/++434**/
(((7+6)+(7+(2-9)))*(3/(0+(9*2))))	76+729-++3092*+/*
((((2-9)-3)*(9+(0+(0+9))))+(9*0))	29-3-9009+++*90*+
((5/((5/(7*2))+0))/(5*(1/(6+5))))	5572*/0+/5165+/*/
(8/((6*(9/1))/(2*(0*(1*(3*7))))))	8691/*20137****//
((((4-6)-(4+6))/(1+5))*(5*(8*2)))	46-46+-15+/582***
(((8*0)*(0*(4/(5*3))))*(1*(8/6)))	80*0453*/**186/**
((7*(8-((0-5)+(5-(1*(4-4))))))*5)	7805-5144-*-+-*5*
((4-5)+((5*(3+(1*(9*(2+2)))))*7))	45-531922+**+*7*+
(((2-3)-(3+(3+(8-3))))*(4+(4/6)))	23-3383-++-446/+*
((5/(6*(8+6)))+(4/((4/6)*(7-1))))	5686+*/446/71-*/+
(((3*(0*(7+5)))*(5-(6+8)))/(9/0))	3075+**568+-*90//
(((0-6)+(7*(4+(0-1))))-(4*(1+3)))	06-7401-+*+413+*-
(((0*1)*(5+(8+6)))/(9+(1*(3*4))))	01*586++*9134**+/
((4*((3-(2-(0+3)))-(4*8)))*(3*9))	43203+--48*-*39**
((((2+1)*2)*(7*(2*6)))+(7*(6/9)))	21+2*726***769/*+
(((6/((5-3)/6))*(7*1))/(2/(6*9)))	653-6//71**269*//
(((5-(6*(1+9)))+7)/(4/(2-(8-2))))	5619+*-7+4282--//
((6-((9-(0+(1*(4*1))))-9))-(5+6))	690141**+-9--56+-
(((5+(0*7))*(7/(5/2)))/(8-(2+8)))	507*+752//*828+-/
(3-((6*(9+(5*7)))*(8-(0*(1*9)))))	36957*+*8019**-*-
((1*(4*2))/((6*(1+3))*(0/(2/2))))	142**613+*022//*/
((((6+6)/7)+(5*(2*(8/9))))*(7*5))	66+7/5289/**+75**
(((6/(0+5))-(2+(3*(1*(4-2)))))-5)	605+/23142-**+-5-
((8+(1+6))*(9+((4*6)-(3*(2-9)))))	816++946*329-*-+*
((((4-7)*6)-(3/0))-(9+(5*(7+6))))	47-6*30/-9576+*+-
((1*(6-((9-(1*5))*(5+(2+7)))))+4)	16915*-527++*-*4+
((((1/9)/3)-8)+(3/(7*(3/(1+9)))))	19/3/8-37319+/*/+
((7*(2/(5*(7-7))))-(6+(9+(0-1))))	72577-*/*6901-++-
((1+((9*2)-(8*0)))/(2/(5/(8+9))))	192*80*-+2589+///
((7+(1+(3-6)))*(7/(5/(0*(2*3)))))	7136-++75023**//*
(((7-1)+((7+0)-9))*(7/(2*(7/5))))	71-70+9-+7275/*/*
(((8+(5/6))+(2-7))/(6-(7/(8-4))))	856/+27-+6784-/-/
((((2/4)+(1/8))/(9-(6*(7/9))))/6)	24/18/+9679/*-/6/
((8-((1/(2*3))*(9-(0/9))))/(8/2))	8123*/909/-*-82//
(((8/((7-0)+(4+3)))+(0-(2-6)))-5)	870-43++/026--+5-
(((5*(5/9))/3)/(3+(6-(7+(6/5)))))	559/*3/36765/+-+/
(((7*(4+3))+6)*(6+((8+6)+(1/7))))	743+*6+686+17/++*
((2*(0*(1/5)))-(4*(1/(6+(3/7)))))	2015/**41637/+/*-
(((2+8)-((2*2)-(3*3)))-(3-(8*9)))	28+22*33*--389*--
(((2-8)/(9/1))*(5-(6/(6*(6-0)))))	28-91//56660-*/-*
((6+1)-((9*(3+(1+0)))-(0-(1*2))))	61+9310++*012*---
(((1*(4*2))*(3-1))/(6+(6*(3+3))))	142**31-*6633+*+/
(((3-(0+0))-(8/4))*(2-(3*(7*2))))	300+-84/-2372**-*
((7-0)+(((0-6)/(1-8))*(3+(7*6))))	70-06-18-/376*+*+
(((3/(2+4))/1)+(7*((5-5)+(1-1))))	324+/1/755-11-+*+
(((5+((9/0)+9))/(4*2))+(5-(9+2)))	590/9++42*/592+-+
(((0-(7+9))*(9-5))-(9*(3*(1/3))))	079+-95-*9313/**-
((8-(6*(8-(6*7))))-(1-(4*(6-5))))	86867*-*-1465-*--
((3-(6/(9*2)))/(5*(9*(5*(4+6)))))	3692*/-59546+***/
(((8/3)*1)*(7/(4-((4*3)+(5/8)))))	83/1*7443*58/+-/*
((3+(0/3))*(3*(9*((1*1)/(8+8)))))	303/+3911*88+/***
((((8*9)-(6-0))+(2+6))*(9+(9*1)))	89*60--26++991*+*
(0-((5-(5-(8*1)))/(9/(7*(8/5)))))	05581*--9785/*//-
((((5+(6/8))+3)-(5*(6-5)))/(2-9))	568/+3+565-*-29-/
(((2-(5/(2-1)))+(9/3))*(2+(3/6)))	2521-/-93/+236/+*
(((((7+9)-5)/1)*(7/(8+1)))-(9+9))	79+5-1/781+/*99+-
(7+((8+0)/(2/((1/2)*(3*(6-2))))))	780+212/362-**//+
((9-(0-(0-4)))+(3*(4/(6+(1/5)))))	9004---34615/+/*+
((4+(((8-3)/2)/(5+(4+1))))+(7-0))	483-2/541++/+70-+
((5/2)/(0*(0-(4*(5*(1*(9/2)))))))	52/0045192/***-*/
((9*(3-(2*(((5-7)+(0/1))*1))))*2)	93257-01/+1**-*2*
(((9*9)/(5-1))-(2*(0+(0+(9*1)))))	99*51-/20091*++*-
(((8*1)-(7+((4*2)-8)))/(9*(6-8)))	81*742*8-+-968-*/
((0/(8-8))-((5*(3/(5-(1/6))))/7))	088-/53516/-/*7/-
(((7/(4/(9/1)))-(8*(7/1)))+(8/1))	7491///871/*-81/+
(((6/(9+2))*((4/5)+(5/(5*4))))+8)	692+/45/554*/+*8+
((8/9)-(0*((1+(2+(1-9)))-(0*5))))	89/01219-++05*-*-
((((1+7)/(1*(6/6)))+(1*(6*1)))-0)	17+166/*/161**+0-
(((6+((8*4)+(2/7)))-(2*2))/(0-6))	684*27/++22*-06-/
((2/((1/(3+(0/7)))*3))/(1/(3+8)))	21307/+/3*/138+//
((5/((0-(7+3))*(8*8)))*(6/(6*2)))	5073+-88**/662*/*
((((6*(9*(7/2)))/(6+8))-(1/9))/6)	6972/**68+/19/-6/
((0+((0/(8/0))-9))-(9/(3+(6*0))))	0080//9-+9360*+/-
((((6/9)-((3-7)+5))+(0-(7-7)))/4)	69/37-5+-077--+4/
((2/2)+((3-1)/(5-(8+((8/8)-1)))))	22/31-5888/1-+-/+
(((6-6)+(5*(7/4)))/(2+(7+(6-9))))	66-574/*+2769-++/
(((((0+6)*0)-3)-(6-(0+(8+4))))-8)	06+0*3-6084++--8-
((3+((2+0)+(0+(7/(2*5)))))*(7/3))	320+0725*/+++73/*
((2+(2-8))-((0*(5*5))/(7-(6*8))))	228-+055**768*-/-
(((6*0)-(0+4))-((7-(1*(4+0)))*7))	60*04+-7140+*-7*-
((2-5)*(5+(7/(2+(2/(3+(7/7)))))))	25-5722377/+/+/+*
(((2+(4+7))-(3-6))+(7+(9/(1+2))))	247++36--7912+/++
((1*(6-(8+(4*2))))-(8/(5-(1/2))))	16842*+-*8512/-/-
(((1+(0*(7*6)))-7)/(4+(2/(4/8))))	1076**+7-4248//+/
((6+(1/1))/((2-(4+9))*(2/(3+3))))	611/+249+-233+/*/
((9*((6+4)-(6+1)))*(3+(0-(7*5))))	964+61+-*3075*-+*
((8/(6+3))+((2*9)*(6+(1+(7/1)))))	863+/29*6171/++*+
((4/(8-(4+(2+(9*1)))))/(7-(3-9)))	484291*++-/739--/
(((3/0)/(5/(2*8)))+(3+(3+(9*3))))	30/528*//3393*+++
(((6/5)-(9*(9-(0*1))))+(4-(2+3)))	65/9901*-*-423+-+
(((2+(5+2))+(5/3))-(4-(4/(1-8))))	252++53/+4418-/--
(((9/(8*0))/(0+(7+(9-5))))-(7/2))	980*/0795-++/72/-
((3*(((0+9)/(9/3))*(8-(2/6))))+4)	309+93//826/-**4+
((9*4)*((5-((8-9)-(7+5)))+(8-4)))	94*589-75+--84-+*
(7*((2/(2*(9*(2-(9*(7*5))))))*1))	72292975**-**/1**
(((3*(0*(7*8)))/(0/3))+(9/(2*2)))	3078***03//922*/+
((1-6)+((1*(3/2))/(1*(5+(8-2)))))	16-132/*1582-+*/+
((1*(8*(4-1)))-(0-(7-(1-(2/0)))))	1841-**07120/----
((9*((2+3)-(6-2)))+(0-(7*(1*5))))	923+62--*0715**-+
(5+(5/((7-((5+(9-6))+8))/(9-7))))	557596-+8+-97-//+
(3-((7-5)-(8*((9/7)+(0*(8+1))))))	375-897/081+*+*--
((((1/(7*1))-5)+(2-(4+9)))/(5/0))	171*/5-249+-+50//
(((3/0)/((9/4)-(7/7)))*(1*(2+3)))	30/94/77/-/123+**
((3+(9/9))/((1-(9-1))+(3*(4+6))))	399/+191--346+*+/
((2*(8-(2+(9+(8-2)))))/(5*(8+9)))	282982-++-*589+*/
((5+(0*(8+(6+(9*4)))))*(7/(6-4)))	508694*++*+764-/*
(((2+(4+(7-8)))-(4/(3*8)))/(5/9))	2478-++438*/-59//
((1+((7/9)+(7/(7*3))))/(0-(6-3)))	179/773*/++063--/
((8-(9*0))-((4+9)+(5+((6*0)/6))))	890*-49+560*6/++-
((6*1)+(8-(6-(7+(7/(7*(5*0)))))))	61*8677750**/+--+
(((3/(2*7))*(9-(6*5)))*(5-(8+1)))	327*/965*-*581+-*
(((9-(6-8))-(3*(7+4)))/(3/(7/4)))	968--374+*-374///
((((4*6)+4)*(9*(5/(7+0))))+(1+6))	46*4+9570+/**16++
(((0+((2-4)+6))-(9/(6-(2+1))))/2)	024-6++9621+-/-2/
((7/(2*1))*(4-(6*(2+(1/(5/4))))))	721*/462154//+*-*
(((2-(7*(5/(0-7))))-0)/(7/(1*8)))	27507-/*-0-718*//
((((8-5)*(9+3))+(2/(4-6)))/(4+2))	85-93+*246-/+42+/
(((6/(4+7))/(9/(9*(3*1))))*(1-2))	647+/9931**//12-*
((((3+(5-8))-((6/(4/2))*0))*7)/4)	358-+642//0*-7*4/
((1/((2+0)/(8-(5*8))))/(9*(1-3)))	120+858*-//913-*/
(4/((8*(0*(9-7)))-(4+(4+(7-8)))))	48097-**4478-++-/
((3/(7*(4*8)))-(1-((9+(6*1))*8)))	3748**/1961*+8*--
((2-(0+(0+(6/7))))/(6*(5*(5+7))))	20067/++-6557+**/
(((9-1)*(3*(4+(6-(4*6)))))/(5/9))	91-34646*-+**59//
(((4-(0+(6+6)))/(0*(0*3)))+(5/0))	4066++-003**/50/+
((6*(6/(8-(3+0))))+(3/(6*(3/2))))	66830+-/*3632/*/+
(4+(((7+(8-7))+(8/1))/(1-(7/1))))	4787-+81/+171/-/+
((1-(6/5))*((6+(6/(7-0)))+(5+2)))	165/-6670-/+52++*
(((4+(6*(7-9)))-(9+2))-(5-(2-9)))	4679-*+92+-529---
((0-6)-(5+((9/(8*9))*(0+(9*9)))))	06-5989*/099*+*+-
(((4/3)*0)+(8*((9*(8/1))+(2/8))))	43/0*8981/*28/+*+
((((9+4)/(1-(4-1)))-(8/1))+(5-5))	94+141--/81/-55-+
(0-(((1/1)+(1-(9+(7-3))))*(2+9)))	011/1973-+-+29+*-
(((2*0)+(5+3))/((1-(8-0))/(8+1)))	20*53++180--81+//
(((5+8)+(7*((6+(2/8))+1)))*(4-6))	58+7628/+1+*+46-*
(((0/(7/1))/(2*1))+(7+(2/(5-9))))	071//21*/7259-/++
((((0+5)-(3+9))*(7*5))-(9+(5/9)))	05+39+-75**959/+-
((3-(((9*(4*4))/3)+(5/6)))/(3+2))	3944**3/56/+-32+/
((0-2)/((7+(8*(1*9)))*(5+(5-7))))	02-7819**+557-+*/
(((4*(0/(1*2)))/(7+(3-9)))*(6-1))	4012*/*739-+/61-*
((1/(5/(8-2)))/(0/(1-(0+(1-8)))))	1582-//01018-+-//
(((5-0)*(0-(8/3)))+(7*(3-(6-9))))	50-083/-*7369--*+
((1+(7+(3-6)))/(1/(8*(2+(0+7)))))	1736-++18207++*//
((5*(0-(5/8)))/(4*(7-(6+(9*1)))))	5058/-*47691*+-*/
((2/((7-1)-((7-(6*1))*4)))+(7*7))	271-761*-4*-/77*+
(((1/3)-(6/(4-4)))-(3/(5*(2*4))))	13/644-/-3524**/-
((9/(5*4))*(5/(1*(6-((8*7)+4)))))	954*/51687*4+-*/*
((0+(4/8))/(3/(8+(4*(6+(7+0))))))	048/+384670++*+//
(((7*1)*((6-(8*(6-4)))-8))/(0-2))	71*6864-*-8-*02-/
((((3*1)-(1+6))*(5+(7-4)))*(2/9))	31*16+-574-+*29/*
(((3+(5/7))+(2-(7*9)))/(0*(2/6)))	357/+279*-+026/*/
(((((3-3)+(6-3))+5)-(1*5))/(6*9))	33-63-+5+15*-69*/
(0+(((8-2)*(0/(4+4)))+(1*(7/3))))	082-044+/*173/*++
(((4+((1/2)+5))*(2/(1/(9*5))))/1)	412/5++2195*//*1/
(((7-5)+((7/5)*(4+2)))-(6*(9-2)))	75-75/42+*+692-*-
(5/((0/(9-9))/(4-((4*1)+(0*1)))))	5099-/441*01*+-//
(2/(((6/(6/5))*(5-3))/(4/(2*1))))	2665//53-*421*///
(((1+(2+((6*3)-(6-5))))-(4+9))-6)	1263*65--++49+-6-
(((3+(0*(3+3)))-(7/4))/(9-(0+4)))	3033+*+74/-904+-/
((5*7)/((3/4)/(4*(9-(9/(8/6))))))	57*34/49986//-*//
((9*(9*6))+((1*(8-5))+(7*(5*1))))	996**185-*751**++
((6-(((8-2)/(4-8))-(4*(3-5))))/3)	682-48-/435-*--3/
((1+(0+(5/(1*3))))+((8*7)*(1-4)))	10513*/++87*14-*+
((2/3)+(6+(((6-1)-2)+(4*(2*1)))))	23/661-2-421**+++
(((8-1)-(6*(1*(7-0))))+(2-(3*4)))	81-6170-**-234*-+
((0-2)+(9+(4*((9-(4/6))/(4/6)))))	02-94946/-46//*++
(((((8-(5/(3-(6/1))))+9)/6)-6)/3)	85361/-/-9+6/6-3/
((((4/8)*(5*(3+0)))-6)+(4/(4*8)))	48/530+**6-448*/+
((0+(7/(9-3)))+(1/(4*(9+(4-3)))))	0793-/+14943-+*/+
(((7+(7*(7-(1*(2/6)))))-3)*(0*4))	777126/*-*+3-04**
(4-((4*(8/(0+0)))+(5*(1-(4*1)))))	44800+/*5141*-*+-
(((2/(2+(3*8)))*(6-6))-(3*(0-6)))	2238*+/66-*306-*-
(((1+(6/(5*2)))*(6*(5/1)))/(1/4))	1652*/+651/**14//
(((4*4)/(9-(6/(8+4))))/(1/(4*7)))	44*9684+/-/147*//
(((9*9)*(8*(7*2)))-(1/(2/(4*7))))	99*872***1247*//-
((((9*1)-0)/(5-(0/0)))+(2-(9-9)))	91*0-500/-/299--+
((9*(4+2))*((5/(8+(9/8)))/(9*9)))	942+*5898/+/99*/*
(((1-2)/((5-(5-8))*8))-(2-(3+7)))	12-558--8*/237+--
((6+(3*3))+(6-(6/(9+(2/(1+8))))))	633*+669218+/+/-+
((1+9)/((7/3)/(1+(2*(0+(2+9))))))	19+73/12029++*+//
((2-(5+(0+(4+6))))-(2-(5/(0*3))))	25046+++-2503*/--
(((8*4)+((0+5)*(7/(3/(5/2)))))*7)	84*05+7352///*+7*
((4-(4/8))+((5/(6-(8-8)))/(0*8)))	448/-5688--/08*/+
((((9/1)+(7*8))/(6+(5/4)))/(5+0))	91/78*+654/+/50+/
(((1+6)/(7+(7/(6-(4-9)))))+(9-2))	16+77649--/+/92-+
((((5+7)+6)*8)*(2/(5*(4/(0*9)))))	57+6+8*25409*/*/*
(((7*(3/(0/9)))+(0/(8-4)))+(3+8))	7309//*084-/+38++
(((3/(0+4))/(8*2))*(3+(9+(9*7))))	304+/82*/3997*++*
(((3*(8-5))/7)*(9+((8/(0+8))*4)))	385-*7/9808+/4*+*
((9/(4*6))-(2-((7*0)/(6*(7-4)))))	946*/270*674-*/--
(((4+8)*(4-8))*(0/((7+(6+0))*2)))	48+48-*0760++2*/*
(((2/((9+(8/5))*(2+9)))*5)+(8+1))	2985/+29+*/5*81++
(3-((9+(6*((2+6)-1)))/(5/(1*0))))	39626+1-*+510*//-
(((3/(1+(9*0)))/(4*(9*8)))/(7-8))	3190*+/498**/78-/
(3/(5-(8+((6-6)+(0/(8/(4/6)))))))	35866-0846///++-/
(((8+((4*0)+0))-((2/5)+(9-2)))-5)	840*0++25/92-+-5-
(0-(((1/(3+0))*(8-7))*(1*(7*9))))	0130+/87-*179***-
(((7-8)+(8+(8+(7*9))))*(8/(6-7)))	78-8879*+++867-/*
((9*((3*0)/9))*(8-(8-(7/(3/6)))))	930*9/*88736//--*
((((4+3)*1)-(3*(2+6)))*(1*(6/5)))	43+1*326+*-165/**
(((3-0)*(2*(3/8)))/(2+(0+(7*7))))	30-238/**2077*++/
((8-9)/((1*1)+(6-(5-(2*(0/3))))))	89-11*65203/*--+/
((2+(2*6))-(3/(2+(9+(3+(7/6))))))	226*+329376/+++/-
(1*(((9*7)*(4*((5/8)*0)))-(9-1)))	197*458/0***91--*
(6*(0/(((9/(6/0))-0)-(4*(5+0)))))	60960//0-450+*-/*
(((4*9)/(4*0))+(3*(7*((0*9)+4))))	49*40*/3709*4+**+
((4*((8/(5/(0-7)))/6))+(5*(8*9)))	48507-//6/*589**+
(((1+2)-(0*5))+(7-(0+(1*(1-0)))))	12+05*-70110-*+-+
(((5-(9/1))+6)*(5-((6+3)+(3*1))))	591/-6+563+31*+-*
((5+((6/(9+9))/4))+(0+(9*(6*0))))	5699+/4/+0960**++
(((3-(7*4))-(4/3))+((0/7)/(6+3)))	374*-43/-07/63+/+
((((4*6)-7)*(0*(1/(6/(1/2)))))*8)	46*7-01612///**8*
((3+(8*((2/(6*4))-(5-2))))+(1-8))	38264*/52--*+18-+
((9+((8+7)/(1+9)))+(0*(1-(2+1))))	987+19+/+0121+-*+
(4*(((7/(0*7))+(3/9))+(7*(5-1))))	4707*/39/+751-*+*
((((0-2)*1)+(0*2))/(2-(1*(7-7))))	02-1*02*+2177-*-/
(((8/(3/7))+(2-(3*9)))-(5+(7+7)))	837//239*-+577++-
((4-((5/0)*(5/(2+5))))+(3*(7-8)))	450/525+/*-378-*+
((((((2+9)+9)+1)-(1*8))*(2*3))-5)	29+9+1+18*-23**5-
((8/2)+(4*(7-(5/(2+(1-(7-3)))))))	82/4752173--+/-*+
((((5-((1-5)/3))*4)-(6-0))*(3-4))	515-3/-4*60--34-*
(((0/(3/(9/2)))/(8+(9+7)))*(3/8))	0392///897++/38/*
((7/((3+(1+4))+(3*1)))*(3+(1-2)))	7314++31*+/312-+*
(((5-4)*(0/7))-(5/(9*(0*(5-5)))))	54-07/*59055-**/-
((8+(9*(2/(6*(9-7)))))*(9-(3+1)))	892697-*/*+931+-*
(1+(((6/(3/(1/(8-2))))+4)-(2*5)))	163182-///4+25*-+
(((2-7)+(7/(5/(6*0))))*(3-(7-0)))	27-7560*//+370--*
(((8/5)+(3/(4/(3*(2*1)))))+(5+8))	85/34321**//+58++
(((5/(4+6))+3)-(1*(0/(5+(6*1)))))	546+/3+10561*+/*-
((2-(8+(0+(8/8))))*(6*(9-(4-0))))	28088/++-6940--**
(((2-(8*8))-(3*(6/7)))*(2*(0-3)))	288*-367/*-203-**
(((4/((8+(6/3))+7))*9)/(0/(0-0)))	4863/+7+/9*000-//
(((0/6)/(5*5))*((5/(0/0))+(5*8)))	06/55*/500//58*+*
((1+((6-(5*9))-0))*(6/(9/(3*9))))	1659*-0-+6939*//*
(((0*2)+(7-5))+(6*(4+((3*3)/0))))	02*75-+6433*0/+*+
(5/(9-((4-((0/4)-1))/(8+(6-0)))))	59404/1--860-+/-/
((3-(4+(5/9)))-(7*((4-(1/2))/5)))	3459/+-7412/-5/*-
(((7-(7*6))-9)+((1-(0-3))+(0/2)))	776*-9-103--02/++
(((4+1)/(7+(2/(6/1))))+(0+(4+6)))	41+7261//+/046+++
(9/(5/(7*((7+8)*(5/(4+(5-7)))))))	95778+5457-+/**//
((5+(0/((5+(6/(0/4)))+9)))/(6*5))	505604//+9+/+65*/
((((8+3)*0)-(7*(3-(9/2))))/(6+5))	83+0*7392/-*-65+/
((6-(8-1))-((7/5)/(0-(7*(5-1)))))	681--75/0751-*-/-
((9*(4/1))-((9-(9/1))*(7/(5+2))))	941/*991/-752+/*-
((8/2)/(0-((7+0)*(2*(2*(7+3))))))	82/070+2273+***-/
((3+2)+(9-(6/(1*((9-(0*9))+0)))))	32+961909*-0+*/-+
(((1/7)-((8/7)*(2*(9-(1/1)))))-5)	17/87/2911/-**-5-
(((2*3)+((4+(0/5))-3))/(2+(2/3)))	23*405/+3-+223/+/
((6+((1*1)+(8*7)))/(3/((6+1)*5)))	611*87*++361+5*//
((6+((2+9)-3))*(2+(8*(9*(5-9)))))	629+3-+28959-**+*
((((0*6)-3)/(8*(4*3)))/(2/(0*5)))	06*3-843**/205*//
(0*(((7*(0/2))-(3*(7/5)))-(1*1)))	0702/*375/*-11*-*
(((8-(6/(2/5)))+(6-6))/(4/(9*5)))	8625//-66-+495*//
(((((9-7)-4)/8)*(9/7))*(3+(2-5)))	97-4-8/97/*325-+*
((((4*1)-(9-1))-(0*(6/1)))/(6+1))	41*91--061/*-61+/
((5+(9-(2-(5/(0/(2*1))))))/(6+0))	5925021*//--+60+/
(5-((2+(1*(2+6)))-(7-(7-(5+5)))))	52126+*+7755+----
((7/((8+5)/3))-(1-(5*(8/(4*4)))))	785+3//15844*/*--
(((5-4)+(8/6))+(8-(5/(2/(4/8)))))	54-86/+85248///-+
((9+(7*(9+8)))*((5*(5/8))+(3*4)))	9798+*+558/*34*+*
((5/(6+9))/((4+(5+(2*0)))-(2-5)))	569+/4520*++25--/
(((9+2)+0)*(3-(6*(7-(7/(9*3))))))	92+0+367793*/-*-*
((((5+1)-(8/8))*(1*2))/(3+(6-6)))	51+88/-12**366-+/
((((3*(6-(7+9)))*(4/6))+(7-9))-6)	3679+-*46/*79-+6-
((9+(8+(9*8)))-(8-(3-(1-(5+3)))))	9898*++83153+----
(((3*4)-(1-4))/(3/(9/(4/(2+8)))))	34*14--39428+////
(((7+(7/(3/7)))-(2+(9*(2-6))))*2)	7737//+2926-*+-2*
(((0+5)+(9/(5+(0*2))))-(0+(5*4)))	05+9502*+/+054*+-
(((9+9)*(6*(6+(0/5))))-(4+(7+6)))	99+6605/+**476++-
(((0+5)-(3+(9/(2+6))))/(6*(4*5)))	05+3926+/+-645**/
((((4-2)/2)/((9-(7-6))+(2/4)))*9)	42-2/976--24/+/9*
((5*(8/((0+(3*3))+6)))-(0/(1+4)))	58033*+6+/*014+/-
((((0+0)/9)+(9-7))*(9+(6+(6/2))))	00+9/97-+9662/++*
((2*((6+3)/4))-(0+(5*(7/(9+2)))))	263+4/*05792+/*+-
(2+((3-(9+(8+(6+(6-9)))))+(9*4)))	2398669-+++-94*++
((((1/(9/5))-(1+0))*(7+7))+(1*9))	195//10+-77+*19*+
((4*(9/(0+0)))*((7+(1/2))-(9+8)))	4900+/*712/+98+-*
(8/((2+(1*(9*0)))+(6*(3*(1+1)))))	82190**+6311+**+/
(((9-(3-(2*8)))+(9/0))*(9/(4+7)))	9328*--90/+947+/*
((4-((1-5)+(6-(4*3))))+(4/(6-7)))	415-643*-+-467-/+
((((8*(5+4))/(5-(2+(2-0))))/6)/1)	854+*5220-+-/6/1/
((3/4)-(3/((5-(3+(8/3)))/(2*4))))	34/35383/+-24*//-
(((3/2)/(6-(4-(4*2))))/(4-(0-1)))	32/6442*--/401--/
(5*(8-((0/((2+7)*(5/7)))*(8-9))))	58027+57/*/89-*-*
(((6*3)/(1+7))+(5/(8-(1+(2*7)))))	63*17+/58127*+-/+
