(((8+0)-(6-(5*(5+6))))+8)	80+6556+*--8+
((((9/2)*(2-4))+(4/7))-(5+2))	92/24-*47/+52+-
((((0/7)-(8-5))+7)-(0*2))	07/85--7+02*-
(((0*0)-(0-(6+(4+3))))/(5-0))	00*0643++--50-/
(((9*(8-0))/3)/(7/(5/(4-0))))	980-*3/7540-///
(9/((8/8)/(2/(2*(0-4)))))	988/2204-*///
(((3/1)*4)/(8/((0/3)*0)))	31/4*803/0*//
(4/(((2+4)*(4*5))/(9+(2+1))))	424+45**921++//
(((8-(0-(9/6)))*4)*(2-2))	8096/--4*22-*
(((7+4)+(5-2))*(1-(7+3)))	74+52-+173+-*
(((8+8)/(2*(6-8)))*(7-7))	88+268-*/77-*
(((9/7)/((6*1)/(8+(4+1))))-9)	97/61*841++//9-
((8+((8/(8+8))-(3*0)))-3)	8888+/30*-+3-
((9*(5-2))-(6/(6+(8+7))))	952-*6687++/-
(((7-(0*(6+0)))*(6-(0-6)))+6)	7060+*-606--*6+
(((7+8)-(7/(7*5)))+(0+1))	78+775*/-01++
(((2+(4/0))+(9+(7*1)))+(3+4))	240/+971*++34++
(7*((0+(4+7))-(6-(5-7))))	7047++657---*
((2*5)+(2-(0/(1-(4*0)))))	25*20140*-/-+
(((((2+4)/5)*6)+2)-(1*(6/7)))	24+5/6*2+167/*-
((0/(2+(7*(3+0))))*(4+(9-6)))	02730+*+/496-+*
((1+(7/(9/(7*(2-6)))))/(4*6))	179726-*//+46*/
(((7-(8-(4*(6-2))))-(8-9))-9)	78462-*--89--9-
(3*(5/(3-(4*(4/(5+5))))))	3534455+/*-/*
((8*(0-(3-9)))-(8/(1+8)))	8039--*818+/-
((((4-1)/(0-3))-9)+(3+(1*0)))	41-03-/9-310*++
((6-(8+(6*9)))/(1*((2/9)*2)))	6869*+-129/2**/
(9*((6/(3+(1/8)))-(7+0)))	96318/+/70+-*
((0+(3/(7+(6-(5+7)))))-(0*8))	037657+-+/+08*-
(0/(9/((3-5)/(9/(9+(3/3))))))	0935-9933/+////
(((9+0)*(9*(5+9)))*(7/(4/1)))	90+959+**741//*
((2/3)+(9+((2+7)/(6-5))))	23/927+65-/++
((2-0)-(1*(8/(0/(3-7)))))	20-18037-//*-
(((5+0)*(0-8))*(8/(0/(5/9))))	50+08-*8059///*
(5+(((7+0)-(6-(6*(8*4))))/5))	570+6684**--5/+
(((1/2)+(9-(0-(8/3))))/4)	12/9083/--+4/
(5-(9+(5/(9-(5/(7-5))))))	5959575-/-/+-
((6/(8/2))-((7-(3-4))/(8/7)))	682//734--87//-
(((7+9)-((8-(7*2))*5))+(4-9))	79+872*-5*-49-+
((((8*2)/(2*1))+2)+(8+(4+9)))	82*21*/2+849+++
(((1/((1-0)/5))*(5*6))*4)	110-5//56**4*
(3/((1/(4/2))*(0/(6*(3/3)))))	3142//0633/*/*/
((((7/2)+6)-(6/9))-(8+2))	72/6+69/-82+-
(((9+(8-(0-7)))-(2/2))*(3-9))	9807--+22/-39-*
(((7+3)*(9*3))/(6+(6+1)))	73+93**661++/
(((3+8)+(7/3))*(5/(8*9)))	38+73/+589*/*
((2*(((6/2)-(0-9))*(6/2)))*6)	262/09--62/**6*
((7+(2-(3-6)))-((8-2)+9))	7236--+82-9+-
(((9-5)/(0+9))*(8*((8+4)/1)))	95-09+/884+1/**
(6-(1/(2-(4*(7/(6/4))))))	6124764//*-/-
((2/(4+(4*(0/3))))-(5+7))	24403/*+/57+-
(1*(5-(4*(8/(6+(7/(6/3)))))))	15486763//+/*-*
((0/7)*((5*(3-1))/(7-6)))	07/531-*76-/*
(((1-4)-(4*0))-(0/(0-1)))	14-40*-001-/-
((1*4)+((4+7)-(6*(9-(4*3)))))	14*47+6943*-*-+
((7*8)-(5-(2+(7+(1/6)))))	78*52716/++--
((1/7)*(0-(1-((7/5)/5))))	17/0175/5/--*
(((7*7)/(0+8))*(4/(2-(7-6))))	77*08+/4276--/*
((6+(2*(6*(1/(1/9)))))-(2/1))	626119//**+21/-
((4/(1/8))-(0+(9-(7*7))))	418//0977*-+-
((((9+7)/(2+3))-3)*(0+(6/0)))	97+23+/3-060/+*
(((0/(8-4))/(5-0))-(8+0))	084-/50-/80+-
(7+((6-4)/(1/((3+(6*3))/9))))	764-1363*+9///+
((5*(4-5))/((7*4)/(7/3)))	545-*74*73///
((1+(7-(1*0)))*(8*(9+9)))	1710*-+899+**
((6*(1-6))-(1/(4*(4+3))))	616-*1443+*/-
((0+(0/1))-(6*(7/(5-(2-4)))))	001/+67524--/*-
((((4-8)/0)/(7*9))*(3+0))	48-0/79*/30+*
((3/6)+(0-(5*(8/((1*2)*8)))))	36/05812*8*/*-+
(6+((7*(6/9))/(0/(2+0))))	6769/*020+//+
(((6*3)*((0-4)+0))/(9/3))	63*04-0+*93//
(8*(2*(9/(6+(4-(9/4))))))	8296494/-+/**
((((1*1)/8)/0)-(0-(8+(6+4))))	11*8/0/0864++--
(7/(9/(((9/(1*1))/3)*(1+5))))	79911*/3/15+*//
((4*8)/(7/(6*((6+2)*4))))	48*7662+4**//
((((4/6)*0)/(8-1))-(9-(5*4)))	46/0*81-/954*--
((9*((3/1)*(8*7)))*(0/(5/1)))	931/87***051//*
((6*3)*(((5/5)/(4*(9-3)))*5))	63*55/493-*/5**
(((9+6)-(6*(6/9)))+(2*0))	96+669/*-20*+
(((2-(8*3))+(7+6))/(6/0))	283*-76++60//
(((2+8)/6)/(5/(1+(2/9))))	28+6/5129/+//
((((7*7)*5)-(5/3))/(2-0))	77*5*53/-20-/
((5+(0*0))/(4-(7+(8/(9/6)))))	500*+47896//+-/
((6/(4-0))*(1-(5+(6+(4/1)))))	640-/15641/++-*
((0*3)*(4*(4*(6*(0/7)))))	03*44607/****
(((3+1)-(1/(4-0)))+(3/4))	31+140-/-34/+
(((9*1)+(1/8))-(4+(0*3)))	91*18/+403*+-
((8+((7+(1*5))*7))-((3+6)*9))	8715*+7*+36+9*-
((1-(0*2))+((3*2)+(0/5)))	102*-32*05/++
((9/9)*((7+(8+7))+(3*2)))	99/787++32*+*
((3-(2/(6-(6*9))))/(1*8))	32669*-/-18*/
(((5*6)-3)/((0+0)/(0-5)))	56*3-00+05-//
((3+(8*(8-7)))+(7*(2*(4+5))))	3887-*+7245+**+
(((5+(4*8))/(8-(9/(5-6))))+2)	548*+8956-/-/2+
((2*((2-5)+(7+(2-0))))/(6/0))	225-720-++*60//
(((4*1)+(1/8))/((6*8)*(8/6)))	41*18/+68*86/*/
((3-(3*3))*(6/(8+(3/(5*3)))))	333*-68353*/+/*
((((5/9)*5)-(2-(2/6)))+(2*5))	59/5*226/--25*+
(3+(((2*(8+7))*1)-(6*(5/7))))	3287+*1*657/*-+
((7-(3-(0+4)))*(6*(1*(7-3))))	7304+--6173-***
((5-2)/((2+7)-(2*(8-4))))	52-27+284-*-/
((0*(9*9))/((0-(4/6))-2))	099**046/-2-/
((((9-0)*(9+0))-(3-5))*(9/5))	90-90+*35--95/*
(((5+(8*5))-1)*((1-3)-8))	585*+1-13-8-*
((7/(2/(0/4)))*(1/(4+9)))	7204///149+/*
(((4/4)-(1+(4-8)))*(1+(6*7)))	44/148-+-167*+*
(((8/2)*(1-(5+9)))/(5+(9/5)))	82/159+-*595/+/
(((5/2)/(5+(9/(9*3))))-(7/8))	52/5993*/+/78/-
((1+3)-((8-1)*(9+(7+(9*7)))))	13+81-9797*++*-
(3-((7/(4-9))-(4/(7*(2*9)))))	3749-/4729**/--
((2-(5/(3/1)))*(7-(7-4)))	2531//-774--*
((8*(0+5))*(1*(6+(4/(6*8)))))	805+*16468*/+**
((9+6)+((1/(2*3))/(8*5)))	96+123*/85*/+
(9*((9/1)-(8*(2/(4-4)))))	991/8244-/*-*
(((9-(0*7))-(9*0))/(7/4))	907*-90*-74//
((7+((0*(8-4))+(9+0)))*6)	7084-*90+++6*
((8-(8+(6/(3*8))))/(9-7))	88638*/+-97-/
((0+(9/1))+((5+7)*(6*7)))	091/+57+67**+
(((4*6)-(0+9))-(0-(3-6)))	46*09+-036---
((4*(3-(0/(2/8))))*(5*0))	43028//-*50**
((7/0)*((2+9)*(8*(3+(1-1)))))	70/29+8311-+***
((((0+6)/(0+2))+(7+6))-8)	06+02+/76++8-
((((6-2)-7)+(6+7))+(7+(5/0)))	62-7-67++750/++
((5+(0*9))*(4+(6+(9+(0+9)))))	509*+46909++++*
(((4+(0+(7+0)))/(1+6))*6)	4070+++16+/6*
(((0+2)*(4/(3-(3-7))))*5)	02+4337--/*5*
(((5+8)/(6*5))+(5*(1-(1*3))))	58+65*/5113*-*+
(((4/(9+6))/(3/(1+3)))*7)	496+/313+//7*
(7/((9/1)/(6-((5+(8+3))-3))))	791/6583++3--//
(6-(((8-(2/1))*(8/5))/(4-6)))	6821/-85/*46-/-
((1-(6+0))-(6/((7/6)/(2+1))))	160+-676/21+//-
((1*(4+(4-(5*6))))+(5/(4-7)))	14456*-+*547-/+
((8*5)+(((1/3)/(9-4))+(6+8)))	85*13/94-/68+++
(((2/2)/(1-6))*((4-7)+9))	22/16-/47-9+*
(((4+(2-9))*(7/(6*3)))/(5+5))	429-+763*/*55+/
((9+(8*5))/(5-(7*(6*3))))	985*+5763**-/
((8/8)+(1+(6*((9+2)+1))))	88/1692+1+*++
(((8/6)/9)-(4-(7/((3*4)/2))))	86/9/4734*2//--
(((2/(2/0))/6)+(2/(7*(4+2))))	220//6/2742+*/+
(((8-(3-8))/(4*4))-(4+9))	838--44*/49+-
(((7/(2-(7-7)))*(8/2))-(5*8))	7277--/82/*58*-
(2-((5*(6/2))+((7-7)*9)))	2562/*77-9*+-
((0/8)-((0/(8-(6/8)))-1))	08/0868/-/1--
(((3-3)+(((0*9)/1)+(5+1)))/6)	33-09*1/51+++6/
((5-((0*(4*(2+4)))/6))*1)	50424+**6/-1*
((2+(0-5))-((2-6)-(5/(1-9))))	205-+26-519-/--
(((2*6)+(3+5))-(7+(0-(0-5))))	26*35++7005--+-
((0*(2*(5*(2-5))))/(1+9))	02525-***19+/
((4-9)-(9*((3-5)/(6+(0+3)))))	49-935-603++/*-
((((8-4)-(1-8))/(9+6))+0)	84-18--96+/0+
(4/(7-(2-(((9+3)+4)-(9-6)))))	47293+4+96----/
((6/(1*7))-(0/(3*(9+0))))	617*/0390+*/-
((4/(4+2))/((2/(4+6))-(8*7)))	442+/246+/87*-/
((4-(6/3))-(4-(6+(3-8))))	463/-4638-+--
((3*((8-3)+(0+0)))*(7*(9-6)))	383-00++*796-**
((4/((5-2)/(5-5)))*(5-(5/9)))	452-55-//559/-*
((2+(6-3))+(9+(7-(7-5))))	263-+9775--++
(((3+3)*(4+1))-(4*(6+(2-5))))	33+41+*4625-+*-
(((2*(0-0))/(5+(4*6)))/(2/8))	200-*546*+/28//
((1+1)*(2/(2-(8+(3+4)))))	11+22834++-/*
((2*2)-(5*(5+((8+(3+8))+8))))	22*55838++8++*-
(3-((9+5)/(9*(3+(6-(4/3))))))	395+93643/-+*/-
(1-(7*(9*(9-(1/(4-(4*4)))))))	17991444*-/-**-
((((2/(9/5))-7)*(3+8))+(8/0))	295//7-38+*80/+
(6-(((9*(4/3))-7)+(5-6)))	6943/*7-56-+-
(((2+5)/(4-8))+(8/(8+7)))	25+48-/887+/+
(((0*9)-(5-(8*5)))*(3+(3-7)))	09*585*--337-+*
((5/(6/(3+0)))/(9+(5+1)))	5630+//951++/
((8/(0+(6+1)))-(3-(0*(5*1))))	8061++/3051**--
(((2-1)/7)*(8-((0*9)-(3*9))))	21-7/809*39*--*
(((7*4)*(1-8))/(7-(6+7)))	74*18-*767+-/
((4/(5*(2+(6+3))))/(0/2))	45263++*/02//
(8/((9/8)/((7+0)-(8+(1+6)))))	898/70+816++-//
(((8*3)-(9*(9+5)))+(3-(4*8)))	83*995+*-348*-+
(((3/(6+7))-(6-1))/(3/(0*1)))	367+/61--301*//
((8-5)+((4-0)*(8+(3*(6-8)))))	85-40-8368-*+*+
((1*(5*(5-(8-(4-7)))))+(1/0))	155847---**10/+
((((5+7)+2)*3)+(2-(2*0)))	57+2+3*220*-+
((3-1)*((7+2)+((6*4)-1)))	31-72+64*1-+*
((5/(7-3))*(1*(8*(8/(8*7)))))	573-/18887*/***
(7-((1+(7*9))/(0/(2+2))))	7179*+022+//-
(((1/(3/(5+3)))+(0-(9/3)))*8)	1353+//093/-+8*
(((7/6)+(7*9))+(1+(3*8)))	76/79*+138*++
(((3*0)*(4-(9+(3*5))))-(3+0))	30*4935*+-*30+-
((((1-(1-8))-(4/4))-8)-(5-8))	118--44/-8-58--
(((9+((3*(1*4))*4))*(4/9))*7)	9314**4*+49/*7*
(((2/8)/(0*5))-(3+(6/4)))	28/05*/364/+-
(((9*(5+(3/9)))-3)/(1+(2/8)))	9539/+*3-128/+/
((9*((1-(2-8))*(6/5)))*(7-6))	9128--65/**76-*
(((7+5)/(9-0))-(1*(9/(9-7))))	75+90-/1997-/*-
((7/((7*(1/4))-(3+3)))+(9+3))	7714/*33+-/93++
((0/(6-(1/3)))*(2+(5*3)))	0613/-/253*+*
((((5+(4*5))*(5/(1/8)))+9)-2)	545*+518//*9+2-
(((5/(3-5))-(4*(1+7)))*(1*8))	535-/417+*-18**
((1*(2+2))-(5+(4*(0*(7-6)))))	122+*54076-**+-
((6*8)*(8-((9+(0*(9*8)))/0)))	68*89098**+0/-*
(((9-(4/7))-(8/(3-9)))-(2*6))	947/-839-/-26*-
((2-(2+(7+(5+(1/9)))))-(9*1))	227519/+++-91*-
((6+((0/0)+5))/(8/(2+(2-7))))	600/5++8227-+//
((4*(3-3))/(5+(7/(5/1))))	433-*5751//+/
((3+(4*8))/(5-(3+(7*8))))	348*+5378*+-/
((((5*4)/(2-7))/(4-1))-(8-0))	54*27-/41-/80--
((1*(8-(1*6)))-(7+(1/2)))	1816*-*712/+-
((5-7)*((4-(8+8))-(3-7)))	57-488+-37--*
(((1/5)+(4*(7-(1+7))))*(2+1))	15/4717+-*+21+*
(((0*5)*(1/(5*2)))*(8*(2*1)))	05*152*/*821***
((3*(6/0))+(7+(4+(4+3))))	360/*7443++++
(((7+(7*9))+(3-(7-5)))/(6+1))	779*+375--+61+/
(((1+0)/(5/7))/(6+(3-(0-8))))	10+57//6308--+/
((6/(6*2))*(4+((0+(3-5))-8)))	662*/4035-+8-+*
(5-((5/9)/((9+(3+1))*(6/7))))	559/931++67/*/-
(((2+5)*2)*(6-(9/(0*(9/2)))))	25+2*69092/*/-*
((((1*1)*7)/(5/(7/4)))*(1/4))	11*7*574///14/*
((4/4)/((2+7)+(2/(1-(5/5)))))	44/27+2155/-/+/
(2-(((5-0)/(9-2))+(7/(9-8))))	250-92-/798-/+-
((((7*4)/7)+(7*5))*(1/(0/4)))	74*7/75*+104//*
(0+(1-(8+(9*(3*(1+8))))))	0189318+**+-+
(((6*2)+(2/(9/8)))*(3/(6-9)))	62*298//+369-/*
((6-((5*2)+(4-0)))*(7/7))	652*40-+-77/*
(((8-1)/(6-(6-9)))*(2*(0*3)))	81-669--/203***
((5/(2*(4+6)))/(8*(2-5)))	5246+*/825-*/
(((3/5)-(8+(3*5)))*(2/(6/3)))	35/835*+-263//*
(((8*8)*(6*(7/4)))/(6-(6*8)))	88*674/**668*-/
(3*(9*((0-(9*5))+(2+(4-8)))))	39095*-248-++**
((1/(5-7))+((1*(2+0))+(3+2)))	157-/120+*32+++
(((3/9)+6)-(8+((2+7)-(9+5))))	39/6+827+95+-+-
(5*((8+3)*((3+6)-(6*3))))	583+36+63*-**
(((7*(3+9))/((0*2)-(2/0)))/1)	739+*02*20/-/1/
((2+(4/1))+(0/(5/(2/(2/3)))))	241/+05223////+
(((7/5)/(1*(5/1)))+(4/9))	75/151/*/49/+
((((0-(4/7))+(1-9))*(7+3))*6)	047/-19-+73+*6*
(3-((8*8)-(8+(8+(1*9)))))	388*8819*++--
(((1/4)*(4-(5+(1-7))))*(6/6))	14/4517-+-*66/*
(((3-(9+1))*(6+(8/6)))*(0*5))	391+-686/+*05**
(((3/3)-(3/8))*(3+(1+(0*3))))	33/38/-3103*++*
(((0+8)/(8*(3-9)))/(1+5))	08+839-*/15+/
(((9-(0*(7/1)))*(9*4))*7)	9071/*-94**7*
(((2*(9-3))-5)+(3/(2*(9/5))))	293-*5-3295/*/+
(((0/6)/(1/(7+5)))+(4*(4+6)))	06/175+//446+*+
((((1-5)*(7-7))+(2+0))/(1-7))	15-77-*20++17-/
((9+(2/5))*(3+(5+(6+1))))	925/+3561+++*
((5+(2-7))/(4*(9/(9+(9/4)))))	527-+49994/+/*/
(((0+9)/(1-(2*6)))/(3/(2*4)))	09+126*-/324*//
((1*(3-((9/(5-4))-(7/8))))+1)	13954-/78/--*1+
((6*5)/((3/0)+(8+(5*3))))	65*30/853*++/
(9+((3-(6/(4-(6/7))))*(1+6)))	936467/-/-16+*+
(((5/4)*7)*((5*4)*(4/(4-5))))	54/7*54*445-/**
(((0+7)*(0+(9-(5+7))))*3)	07+0957+-+*3*
((9/(7+9))*(5-((0/(4+6))*5)))	979+/5046+/5*-*
((1/((4+3)+0))*(7*(7-(2*7))))	143+0+/7727*-**
(6-((2+(7/4))-(5*(0+(7*6)))))	6274/+5076*+*--
((7+(2+(1/4)))-(6/(4*5)))	7214/++645*/-
((3+(2/8))/((2+(9/5))*(2+6)))	328/+295/+26+*/
((6+(5*(8-0)))/(4+(2-1)))	6580-*+421-+/
((2/(5*(5/2)))+(9-(1-3)))	2552/*/913--+
(2+((4-(3+(3*1)))*(3/(3*7))))	24331*+-337*/*+
(2+(((8+4)/(3-2))*(8-1)))	284+32-/81-*+
((8+(2*6))+(3+((6/9)+4)))	826*+369/4+++
(((3+9)*8)+((3+9)/(8-(2-3))))	39+8*39+823--/+
((((9+7)/(3*1))*(3/1))+(0/0))	97+31*/31/*00/+
((9/(9*((1/2)+0)))-(6-6))	9912/0+*/66--
(((2*(7+0))*(8-8))/((1+8)+9))	270+*88-*18+9+/
((1/(9+4))+((3-7)-(0/(6-5))))	194+/37-065-/-+
((5+(7/(0+(4-(3*0)))))*(6+5))	570430*-+/+65+*
(((3+6)+5)+(6/((8/4)+(3/1))))	36+5+684/31/+/+
((9*1)+(4*(7*(2/(6+3)))))	91*47263+/**+
((8*(5/(9/5)))-(4-(6-(6+8))))	8595//*4668+---
(((3+(6+3))/(2/8))*(1+2))	363++28//12+*
(4*((7/(3+6))-(8-(9*5))))	4736+/895*--*
(((5/((2/2)*4))-(4-5))*(3+8))	522/4*/45--38+*
(((4*2)/1)*((7-3)+(2*(9/6))))	42*1/73-296/*+*
((5/(7*7))+(5/((6/1)+(0-3))))	577*/561/03-+/+
((0+(5-4))-(2-((9/0)/(0/0))))	054-+290/00//--
((7-3)/(5-(5-(8*(5*(3/3))))))	73-558533/**--/
((4-(8+2))-((8/4)/(2*3)))	482+-84/23*/-
((9+8)-((8-(0-2))-(0/(2*8))))	98+802--028*/--
((9+((5-(8+6))/(0/(2/9))))/0)	9586+-029///+0/
((6*((5-0)+4))+(7*(9+(9+0))))	650-4+*7990++*+
((2+(4+(2*(7*6))))/(5+4))	24276**++54+/
((((0+8)*(8*(9+8)))*4)+7)	08+898+**4*7+
((8+(0-(7/4)))-(2+(3+(1/0))))	8074/-+2310/++-
(((1*3)-3)-((8*6)+(1*(5-9))))	13*3-86*159-*+-
((((2+3)+7)-0)*(3+(0/4)))	23+7+0-304/+*
((6*(7/(9+(3-6))))/(2*(6-3)))	67936-+/*263-*/
((2*((7+4)+5))-(3*(7*9)))	274+5+*379**-
(8-((((1/9)/3)+(4+2))+(5/2)))	819/3/42++52/+-
((3/(5+6))-(0+(2-(6-3))))	356+/0263--+-
((9+4)/((8*(5+8))-(2-5)))	94+858+*25--/
((4+((3-7)*0))*(4/(0-(6-1))))	437-0*+4061--/*
((8-(1-(2*7)))/(7*(1+(3-4))))	8127*--7134-+*/
((1-(0/(8+4)))-(2/(5/4)))	1084+/-254//-
((8/1)/((4/7)*(5/(5-3))))	81/47/553-/*/
((6+1)-((5/1)-(3-(4+9))))	61+51/349+---
((6/(0+(6/9)))/(5-(9/0)))	6069/+/590/-/
((9+((4-(9*1))/9))+(0-1))	9491*-9/+01-+
(((3*(3-(1+6)))+(4*5))/(5-7))	3316+-*45*+57-/
((7*(5+(3+3)))/(3+(6*1)))	7533++*361*+/
((6-(9/(0*(5*6))))+(8-(4-4)))	69056**/-844--+
((1+(4-2))+((8/1)+(2-(1+5))))	142-+81/215+-++
((((4/2)/(0-4))+1)*(6/7))	42/04-/1+67/*
((7-(6+(1+1)))+(3+(3/(1-7))))	7611++-3317-/++
(8*(((0+8)+(3/2))*(4*2)))	808+32/+42***
(((5-9)/(7-4))-(1-(9*6)))	59-74-/196*--
((((7-7)*(4-5))+(3+9))-(5*9))	77-45-*39++59*-
(9*((0+(3*(8*6)))-(9*0)))	90386**+90*-*
((((((5/2)-9)/3)*8)+2)+3)	52/9-3/8*2+3+
((0-5)*(1-(7*((2*1)/(8*8)))))	05-1721*88*/*-*
(((8/(2/4))-(9+0))/(5-(5-3)))	824//90+-553--/
(((6-(8-9))*(6+0))-(0*(0/3)))	689--60+*003/*-
(9-((4-5)*(8+(5/(8*2)))))	945-8582*/+*-
((1-3)*(9-(3/(9-(5/(6/2))))))	13-939562//-/-*
((6-5)*((5+(6+8))*(1-1)))	65-568++11-**
((2-(4+6))/(6*(3/(8-(8*7)))))	246+-63887*-/*/
((3*3)/((0*4)*(5+(3-7))))	33*04*537-+*/
(((7/1)+(1-9))-(7+(0/(0*2))))	71/19-+7002*/+-
((5/(0/(6-0)))-(8*(5-3)))	5060-//853-*-
(6/((3*3)-(2-(3+(7*1)))))	633*2371*+--/
((3+(2/8))-(8+(2*(2+(4+5)))))	328/+82245++*+-
(((5/2)-(6+5))/(0*(5-(9*3))))	52/65+-0593*-*/
(((2-4)+((6/(5-0))/5))/(5+1))	24-650-/5/+51+/
((((1*3)-(5*(5-1)))-(7-5))-9)	13*551-*-75--9-
((5-(9+(6-(2+0))))+(6-6))	59620+-+-66-+
((((3+3)-(4-2))-3)*(4/0))	33+42--3-40/*
((2-((2-6)-(6*3)))+(9*(3-2)))	226-63*--932-*+
(((2/1)+(6-(5/(0*9))))/(3*2))	21/6509*/-+32*/
(((5/(3*1))/7)+(6+(6-5)))	531*/7/665-++
((9-2)/((8+9)-(8*(7+0))))	92-89+870+*-/
(0+(6+(5/(3+((7/1)*0)))))	065371/0*+/++
(6*(((0*3)-(1/4))/(8/0)))	603*14/-80//*
((1-2)*(7+(8+(6*(2+3)))))	12-78623+*++*
((7+(1-4))/((6/5)/(4/8)))	714-+65/48///
((2*(3*0))+((9+(5+5))+(0*5)))	230**955++05*++
(4*(((4/(2+5))/9)+(6-1)))	4425+/9/61-+*
(((7*1)-(8*5))+(6+(3/(1+0))))	71*85*-6310+/++
(((9*6)*(0/9))*(5/(5/2)))	96*09/*552//*
(((3*3)-9)+(2*(2+(0*(0/7)))))	33*9-22007/*+*+
(((5+2)/(0+(8*9)))+(6+(3/5)))	52+089*+/635/++
(((6*4)-7)+(3*(3-(9*9))))	64*7-3399*-*+
(((5-(3/9))/(3-1))*(9/(0*3)))	539/-31-/903*/*
((5+((7-5)+(5*1)))*(1-(9*8)))	575-51*++198*-*
(((7+3)-3)/(3+((1-7)+(7-3))))	73+3-317-73-++/
((7/(6*(4/0)))*(7/(3+1)))	7640/*/731+/*
(((2-(9-0))*(1+(4-5)))-(6+4))	290--145-+*64+-
((5-8)+((9*(5-(1/(4/7))))+0))	58-95147//-*0++
((2+1)+(2*(4/((4+4)/(9/4)))))	21+2444+94///*+
((9/(1+(4*6)))/(5*(9+3)))	9146*+/593+*/
((9-(7+(6*4)))*((3+(0/1))+7))	9764*+-301/+7+*
((8+5)/(6/((6/7)*(4+6))))	85+667/46+*//
((6+((7/(6+7))*(4*(1-2))))+4)	6767+/412-**+4+
(((1-6)/(9/3))-(5+(7*2)))	16-93//572*+-
(((2/4)*(6+(7-(9*4))))*(1/1))	24/6794*-+*11/*
((1*(2/3))+(4/(0/(4-(7/5)))))	123/*40475/-//+
((6/(4*(9*3)))+(9/(4*(7-2))))	6493**/9472-*/+
((6*(0*7))/(2+(4-(6*(1/7)))))	607**24617/*-+/
(((3/6)-(5*(7+(4*8))))+(9*6))	36/5748*+*-96*+
(((5+9)-1)-((7+(5/1))/(1+4)))	59+1-751/+14+/-
((0/(1+(8+6)))*((4+(7-7))+3))	0186++/477-+3+*
(((1/8)/(7-(9+9)))*(5*(1+1)))	18/799+-/511+**
(((4+1)*(0*1))-(9*(5*7)))	41+01**957**-
((8*(1-2))-(3/(4+(9-1))))	812-*3491-+/-
((2+(3-(5-(7+2))))+(5-8))	23572+--+58-+
(((7-5)/(5/(8*4)))+(1*3))	75-584*//13*+
((7*9)-((5*1)*(8+(7+(8+6)))))	79*51*8786+++*-
((1+(1+(3+9)))*(5-(3/(2/7))))	1139+++5327//-*
((6-(6-(9/7)))/(3*(2-0)))	6697/--320-*/
(((5*9)-(2+(4+4)))*(0-(6+5)))	59*244++-065+-*
((9*(6/0))+(6+(3+(3+9))))	960/*6339++++
((7-(4*8))+(5+(8-(8+1))))	748*-5881+-++
(((7*(3*(0-4)))/(6+2))+0)	7304-**62+/0+
((6/(2*4))*(2/(2*(8/6))))	624*/2286/*/*
((4-(1-5))/(0-(6+(4/(1*0)))))	415--06410*/+-/
((2/(6+((3*(6+2))*0)))+8)	26362+*0*+/8+
(((5*(1/8))*(5*(0+2)))+(8/9))	518/*502+**89/+
(((4+5)*(4/(7/(0+4))))*(8+2))	45+4704+//*82+*
(((6-7)/(7+6))+((8-0)+2))	67-76+/80-2++
((1+(8/0))/(6+(0-(1*(1*5)))))	180/+60115**-+/
((((8*(9/4))+0)/(1+2))*(4-2))	894/*0+12+/42-*
((3+3)*((5*9)*((7*2)+8)))	33+59*72*8+**
((5-1)/((1+1)/(5-(4-2))))	51-11+542--//
(7*((5-0)+(1/(8-(7/4)))))	750-1874/-/+*
(((7+7)+(6/3))*(2*(3+(7+6))))	77+63/+2376++**
(((7/(6/(6*6)))+(1+0))-9)	7666*//10++9-
(6-(((5+(1-7))-(1+1))+9))	6517-+11+-9+-
(((7-1)-8)*(9*((1+1)-0)))	71-8-911+0-**
(((7+(4+9))+7)-(6-(2/3)))	749++7+623/--
(((6*(5/5))-((7/5)*(3-8)))-4)	655/*75/38-*-4-
(((3*(4+(4/2)))*(2*(3*2)))*9)	3442/+*232***9*
((7+5)-((1/(6+2))+(1/1)))	75+162+/11/+-
((7-(0+4))*(5+(3+(6*(1+6)))))	704+-53616+*++*
(((6-7)-((4/7)*5))+(3-8))	67-47/5*-38-+
((5-0)/((3*1)-(0*(6-(0+6)))))	50-31*0606+-*-/
((8/(8+0))-(0*(4+(2-6))))	880+/0426-+*-
((6/(9+2))+(4-((6+2)+9)))	692+/462+9+-+
(3+((8+(8*4))/(1+(0*8))))	3884*+108*+/+
((4*(4+(5-(2/(0-6)))))/7)	445206-/-+*7/
(6/(((0*(9-9))-(4+7))/(9+2)))	6099-*47+-92+//
(((1-4)*(8*(3/3)))/(0+5))	14-833/**05+/
((8/((8/0)/(1-(1-(6+2)))))*0)	880/1162+--//0*
(((4+3)-((6*(6*7))+8))-1)	43+667**8+-1-
(((2/5)/9)+(9-(6-(1+3))))	25/9/9613+--+
(((6/7)*2)/(9-(1/(3/9))))	67/2*9139//-/
(((1*5)+((1*9)-(2+8)))-(5-1))	15*19*28+-+51--
(((7/5)*2)/(5-((6/4)-9)))	75/2*564/9--/
(5-((0*((8+2)*(2/4)))*(8+3)))	5082+24/**83+*-
((8-9)-((2/2)-(5*(8/5))))	89-22/585/*--
(((8-3)*(8/5))*(9/(0/4)))	83-85/*904//*
