(((6+4)+6)/(2*2))	64+6+22*/
((8-(1+(0/5)))-1)	8105/+-1-
((1/4)-(9-(0/7)))	14/907/--
(7+(5*(5*(1-7))))	75517-**+
((5+4)-(3-(3/7)))	54+337/--
(((2+0)*(0+1))*4)	20+01+*4*
((6/3)-((6/1)*0))	63/61/0*-
((2+(0*(1-9)))*0)	2019-*+0*
(5-((5+2)/(6*6)))	552+66*/-
((0*(9-(4-8)))*0)	0948--*0*
((2-(9-2))*(8*7))	292--87**
(5-(1*(8/(1+2))))	51812+/*-
(4/((2*4)+(3/3)))	424*33/+/
(((4+6)-(1-9))-2)	46+19--2-
(((6*(0*4))-6)/7)	604**6-7/
((2/(9/(8-4)))-0)	2984-//0-
(((0/5)-1)+(8+9))	05/1-89++
((3+6)-(9-(2/1)))	36+921/--
((6+3)*(9+(2-1)))	63+921-+*
(((4+4)*1)+(0+6))	44+1*06++
((1*(6+9))+(2-0))	169+*20-+
((8+(7-2))/(7/3))	872-+73//
(((4+7)+(8*3))+5)	47+83*+5+
(((4/9)/6)*(5+6))	49/6/56+*
((1/(7+2))+(8+7))	172+/87++
(8/((3-5)/(3-4)))	835-34-//
(5/(2-(6/(0-0))))	52600-/-/
((9-(9+7))-(8*4))	997+-84*-
((2-(1/0))-(7*5))	210/-75*-
(((9*9)*(1/2))/1)	99*12/*1/
((3-(0/5))-(4+5))	305/-45+-
((2*5)-(1-(2/2)))	25*122/--
((7/(6-5))/(1+8))	765-/18+/
((((3+3)/9)/0)*4)	33+9/0/4*
((1-8)+(2+(0*4)))	18-204*++
((0+8)+(2-(5+7)))	08+257+-+
((6+1)+(6/(9/3)))	61+693//+
(((8*2)+(2+9))-2)	82*29++2-
((2*1)*((5*8)/6))	21*58*6/*
(((9*9)+0)-(8-2))	99*0+82--
(((6*9)+7)/(0*1))	69*7+01*/
((6-(3+9))-(5*7))	639+-57*-
((3*(7+7))+(3-9))	377+*39-+
((6+0)/(5/(5/8)))	60+558///
((1/7)+(6-(2/8)))	17/628/-+
((1/9)+(7*(6*1)))	19/761**+
((0*(6*2))*(6/1))	062**61/*
(((5/8)/5)*(3-6))	58/5/36-*
((6+(4-4))+(3*9))	644-+39*+
((7+8)/(9/(5-8)))	78+958-//
((7+8)+((4+3)+1))	78+43+1++
(4*(2/(8+(5+8))))	42858++/*
((7-1)/(1/(4*0)))	71-140*//
((8-(0-(9-0)))/3)	8090---3/
(0/(5+(9*(8+4))))	05984+*+/
((7-(8*1))*(2+2))	781*-22+*
((9-(8/6))-(3/4))	986/-34/-
((8+(5-(2+2)))*1)	8522+-+1*
((5-(2-9))-(5/3))	529--53/-
(1/(1/((3-9)*8)))	1139-8*//
(3*((8*8)+(2+1)))	388*21++*
(0/((7+(7*3))+6))	0773*+6+/
(6*(8*(2/(3+7))))	68237+/**
(9/((9/4)-(7*1)))	994/71*-/
((9-7)+(5/(8/0)))	97-580//+
((5/(0*4))+(7+3))	504*/73++
((1/(6/(6*8)))*0)	1668*//0*
((7-7)*(8-(7/9)))	77-879/-*
(2-((5-(0/0))+7))	2500/-7+-
(0*((1*0)+(8+4)))	010*84++*
((5*(4+3))/(7-8))	543+*78-/
((6/(1/2))*(3/5))	612//35/*
((7+(2*4))+(7+6))	724*+76++
((1/0)+(0/(6*2)))	10/062*/+
(3*((4/4)/(9/8)))	344/98//*
((2-3)/(3+(3+6)))	23-336++/
((0/4)-(2/(9+3)))	04/293+/-
(((1*(8/4))+1)+9)	184/*1+9+
(3*((4-9)-(2/1)))	349-21/-*
(((0-1)-0)*(8/3))	01-0-83/*
(((8-(5+5))+4)*8)	855+-4+8*
((5*(2/9))*(1*3))	529/*13**
((5+(7*2))*(1+5))	572*+15+*
((7/5)/(8+(1-5)))	75/815-+/
((1-8)-(3+(7+6)))	18-376++-
((1+(2+5))-(1/4))	125++14/-
((3/(5+9))*(2*2))	359+/22**
(7*((1/8)*(1/8)))	718/18/**
((9-2)*(9/(9*2)))	92-992*/*
((2*(4*(4+2)))*3)	2442+**3*
(((5-7)+(5*5))-9)	57-55*+9-
((7/(9-(2*3)))*3)	7923*-/3*
(4/(1/(3+(3-0))))	41330-+//
((8+(2+6))-(3/6))	826++36/-
((4/2)*(6/(7-8)))	42/678-/*
((2-(1*5))-(5-3))	215*-53--
(0+((9/6)+(2-9)))	096/29-++
((1-(2/6))/(1-8))	126/-18-/
((0/7)-(3/(2/5)))	07/325//-
(((0/(6+5))*4)+6)	065+/4*6+
(4+(0-(7-(5*0))))	40750*--+
((7/4)*(4*(8/7)))	74/487/**
(4+(7/(9+(1-2))))	47912-+/+
((4/0)/(8/(9/2)))	40/892///
((3+(0-(7+2)))/1)	3072+-+1/
((4*2)/(9-(0/1)))	42*901/-/
(((5-3)/2)+(5+3))	53-2/53++
(5+((3/(9+1))*4))	5391+/4*+
((9/(1/(1*9)))+5)	9119*//5+
((1*(3/3))-(9-2))	133/*92--
((4/4)*(9-(5+7)))	44/957+-*
(((5-5)*(1+8))-3)	55-18+*3-
((6-6)-(3*(4+2)))	66-342+*-
((1-7)-(6*(9/8)))	17-698/*-
((4*(3*4))/(5-6))	434**56-/
(2/(2*(8-(6/9))))	22869/-*/
((8/3)+(7/(2/4)))	83/724//+
(8+(4+(7*(3-3))))	84733-*++
(0/(2+(1*(0-5))))	02105-*+/
((((7*9)-0)-5)-0)	79*0-5-0-
(1/((8*(8/3))+2))	1883/*2+/
((4-(6+1))*(7+0))	461+-70+*
((9-(5/2))+(4+5))	952/-45++
((2*(1/1))/(3+3))	211/*33+/
((4-(9/1))-(0*9))	491/-09*-
(((1*5)+(4+6))*0)	15*46++0*
((4*0)/(6-(8-2)))	40*682--/
((2*(9+(3-6)))/0)	2936-+*0/
((9+(7+3))+(0*7))	973++07*+
(4/(3/(1+(9+8))))	43198++//
(9/(1/(6+(0/0))))	91600/+//
((2*1)/(8+(5/3)))	21*853/+/
(((4/8)+6)+(3-7))	48/6+37-+
((8/4)-(5-(8-5)))	84/585---
((5-3)/(2/(5-2)))	53-252-//
(((8*1)-(7*6))*5)	81*76*-5*
(((9*7)+7)-(6/1))	97*7+61/-
(((7+9)*7)-(9-0))	79+7*90--
((9*8)*(3-(3*8)))	98*338*-*
(((5*9)-(9+3))+4)	59*93+-4+
((0*9)+(9+(6*7)))	09*967*++
(((4/(0/7))+0)-0)	407//0+0-
(1/(2-((1-6)-5)))	1216-5--/
(2-((8*(8/4))*1))	2884/*1*-
((9/9)*(1-(9/1)))	99/191/-*
((1-6)*(2*(8+6)))	16-286+**
(((5*5)+(6*4))/0)	55*64*+0/
((3-1)/(7/(3+0)))	31-730+//
((5*9)+(5/(1+3)))	59*513+/+
(((9*3)*3)-(3*7))	93*3*37*-
(1*(4/(5/(0-8))))	14508-//*
(5-(5/(7-(7+7))))	55777+-/-
((2*(5-(4+1)))/2)	2541+-*2/
(9+((4*(2*1))*3))	9421**3*+
((8-(5/6))/(9*9))	856/-99*/
((1-6)+((5*5)/9))	16-55*9/+
((7+(9-(6/3)))-2)	7963/-+2-
((7/(0*9))+(4-3))	709*/43-+
(0/((6*(4-1))-9))	0641-*9-/
((8+(9+7))*(8*8))	897++88**
((3-9)+(2*(7-8)))	39-278-*+
(6+((2/(4*4))-5))	6244*/5-+
(6/(3-(3+(6/0))))	63360/+-/
(5-(8*(9/(8+1))))	58981+/*-
(8+((3+(8-1))/6))	8381-+6/+
(6/((6/(2/3))/8))	6623//8//
((4/(1-4))*(0+7))	414-/07+*
(((0+(9/2))-2)+0)	092/+2-0+
((4*1)/(5/(1*6)))	41*516*//
(((6-3)-(2-9))-2)	63-29--2-
(4/((6-(3/8))*5))	4638/-5*/
(((5+6)*7)-(0+1))	56+7*01+-
(4+(7+((5*2)+1)))	4752*1+++
(((5/3)+(4*1))-2)	53/41*+2-
(2+(3+(6/(2+4))))	23624+/++
((7*1)/(2/(8*2)))	71*282*//
((8/(2/1))/(2*3))	821//23*/
(6/((7-(1/5))/4))	6715/-4//
((7+0)-(7/(4-3)))	70+743-/-
(5+((6+8)*(2/2)))	568+22/*+
(((5+2)*(7+0))*9)	52+70+*9*
((4/2)-(3+(9+7)))	42/397++-
(8*(((6+7)+0)/5))	867+0+5/*
((6+6)-((9*7)-7))	66+97*7--
((3*(3+4))*(8+1))	334+*81+*
(((0/0)-(8+9))/9)	00/89+-9/
((5*0)+(2*(1/3)))	50*213/*+
((4+0)+(3/(3-3)))	40+333-/+
(7+(2+(4*(0/9))))	72409/*++
((9-(4*3))-(2*1))	943*-21*-
((0*(5-8))/(3-8))	058-*38-/
((0+(8+(0-9)))*5)	0809-++5*
(6/(7-(7-(5*0))))	67750*--/
(6/((1+(6/0))*2))	6160/+2*/
((((9*2)+6)*3)-4)	92*6+3*4-
(((4-0)-0)+(5*5))	40-0-55*+
(1/(7*(2+(7+1))))	17271++*/
((1/((2-6)*1))/6)	126-1*/6/
((1+4)-(5-(2*1)))	14+521*--
(((4+(5+4))/2)+1)	454++2/1+
((7/(0/(1/4)))+8)	7014///8+
(((3-5)/(5+5))/8)	35-55+/8/
((7-4)+(2-(8-6)))	74-286--+
((6*2)+(0/(6*4)))	62*064*/+
(2/(6+(8+(1/8))))	26818/++/
((7+(8/(3+0)))-5)	7830+/+5-
(((0/3)/(9/0))+9)	03/90//9+
((6*(2+0))*(4/2))	620+*42/*
((0*7)+(7-(2*1)))	07*721*-+
(((2+2)/(6-7))/0)	22+67-/0/
(9+(((4-8)-0)/0))	948-0-0/+
((4/6)*(3*(2*7)))	46/327***
((0/0)/(4+(0*9)))	00/409*+/
((3+9)-(7*(5-3)))	39+753-*-
((4+(2+1))*(0-2))	421++02-*
(2*(7-(9-(4-5))))	27945---*
(((8*(6+7))-0)/4)	867+*0-4/
((3-(8/9))/(9-6))	389/-96-/
(2*(3/(8+(2+1))))	23821++/*
((2/5)-(7/(3-8)))	25/738-/-
((5+((2/5)-3))*4)	525/3-+4*
((2*(5/1))-(7-0))	251/*70--
((1+7)*(3/(6/5)))	17+365//*
((((2*6)+2)/8)-1)	26*2+8/1-
((9+(6/3))+(7/4))	963/+74/+
((9-(5*1))-(8*4))	951*-84*-
(1*(8+(4/(5/8))))	18458//+*
(4/((8+6)+(8/7)))	486+87/+/
(8+(3-(3/(2+0))))	83320+/-+
(((8-0)*(2+3))+6)	80-23+*6+
((1-(1+(1*4)))*3)	1114*+-3*
(7+((5/(4-3))*8))	7543-/8*+
((4-(3/0))-(9/4))	430/-94/-
((4-(5/6))-(7+2))	456/-72+-
(2-(2+(8+(7+2))))	22872+++-
(((7+5)*5)*(1*0))	75+5*10**
((7+(1/(0/0)))-6)	7100//+6-
((3*(6-3))-(1+8))	363-*18+-
((4/(5/4))/(1/5))	454//15//
((8-(7/3))*(0*4))	873/-04**
(((6*3)-4)/(3*9))	63*4-39*/
((1/7)-(1+(3*8)))	17/138*+-
((2+(9+6))+(4*3))	296++43*+
((4/4)/(2/(4/0)))	44/240///
(((4+(4+9))*0)-0)	449++0*0-
(((9*6)/6)*(2-7))	96*6/27-*
(4*((7/(2-3))*0))	4723-/0**
(5-((8-(8-2))*6))	5882--6*-
((1+3)/(1+(2+6)))	13+126++/
((7*(9-1))/(6-2))	791-*62-/
(((3-3)/3)/(2-9))	33-3/29-/
((6+(5-7))/(4/1))	657-+41//
((6*0)*(9+(2/2)))	60*922/+*
((1/(0*7))/(9-6))	107*/96-/
(6+((6-1)-(6+6)))	661-66+-+
((8*(5*(3-9)))*2)	8539-**2*
(((8+4)/(9*6))/5)	84+96*/5/
((5/0)/(3/(8+4)))	50/384+//
(8*(0/(2+(4+0))))	80240++/*
((8*2)/(7/(8-6)))	82*786-//
(0*((2-0)/(9*1)))	020-91*/*
((8*(3-0))*(3-4))	830-*34-*
((2-(3+2))*(0/6))	232+-06/*
(8*(7*(8*(4/1))))	87841/***
(3/(4/((7-9)*4)))	3479-4*//
(((6-2)+(5*3))/3)	62-53*+3/
((4*2)/(7+(8*4)))	42*784*+/
((5-(3+9))+(9+2))	539+-92++
(7+((3/0)*(4+6)))	730/46+*+
((7-5)+(0/(6+8)))	75-068+/+
((8*7)/((0+0)/8))	87*00+8//
((3/(7*3))*(8+7))	373*/87+*
(3-(2/(8/(7/8))))	32878///-
(((9+(8-9))/4)-6)	989-+4/6-
((1-5)-(4+(8/8)))	15-488/+-
(((6+9)+8)-(7*1))	69+8+71*-
((0-9)+(5+(5-5)))	09-555-++
(((0*9)+7)/(2+1))	09*7+21+/
(((8-0)-1)-(8-2))	80-1-82--
(((6+(3+8))/9)-2)	638++9/2-
(2/(7+(6+(8-3))))	27683-++/
((2-(9*(7/3)))-3)	2973/*-3-
((((4/5)+6)*9)/2)	45/6+9*2/
(4*((0/(7-6))+4))	4076-/4+*
((5+3)/(8+(3-6)))	53+836-+/
((4+5)/(7*(7/1)))	45+771/*/
((2*(7*8))*(1+0))	278**10+*
(5/(6+(6/(7/0))))	56670//+/
((9/(6*2))+(4*9))	962*/49*+
(4/((4/4)/(6/7)))	444/67///
(8-((0/2)-(0+1)))	802/01+--
(9+(4-(8*(1*7))))	94817**-+
((8/(8-8))/(1/4))	888-/14//
(8*(0-(5+(4+8))))	80548++-*
(0/((3+(4+7))-1))	0347++1-/
((7+(2/(1*1)))+3)	7211*/+3+
((9/9)-(3/(5/9)))	99/359//-
((8*4)-(3-(5/1)))	84*351/--
(((3-5)+0)/(3/1))	35-0+31//
((0/(7-2))*(7-0))	072-/70-*
((7+(7/8))+(0/6))	778/+06/+
((7+2)*(9/(5-5)))	72+955-/*
((1-5)-(4-(5+2)))	15-452+--
((2-6)*(9*(9-7)))	26-997-**
(0+((5*5)+(2*7)))	055*27*++
(((6+4)+(4-4))+8)	64+44-+8+
(0*(6*(4*(0*7))))	06407****
((0*(1*(0*7)))/5)	0107***5/
((0-8)/(3*(5-7)))	08-357-*/
((9/5)+(2*(9/3)))	95/293/*+
(9/(3*(2-(2+3))))	93223+-*/
((7/2)/(9/(1+7)))	72/917+//
(((2+5)-8)-(3*0))	25+8-30*-
(((5-6)/(0/0))-2)	56-00//2-
((3*0)+(2+(9+7)))	30*297+++
((4+(9-6))/(6/1))	496-+61//
((7+(5/0))-(9/2))	750/+92/-
(5/(2/(9+(4-0))))	52940-+//
(4*((4/3)*(5+6)))	443/56+**
((0+2)*(9*(9-5)))	02+995-**
((5-((2/1)*7))+9)	521/7*-9+
(8+((2+5)*(9*3)))	825+93**+
((9+(1/3))/(2+6))	913/+26+/
(((4-4)*2)-(1+8))	44-2*18+-
((6/7)*(6*(2*3)))	67/623***
(4*(2+(0/(6+6))))	42066+/+*
((9+(5+8))/(5*8))	958++58*/
((3/(9/2))*(8+3))	392//83+*
((6/(9/3))-(2+0))	693//20+-
((3/(5*(9-1)))*8)	3591-*/8*
((0+2)/(5+(9/7)))	02+597/+/
(0-((9+(0/2))-4))	0902/+4--
((0+(0+(3/6)))*7)	0036/++7*
(1+(3+(3+(6-2))))	13362-+++
(3-(5-(9*(9*5))))	35995**--
((7/1)-((6-8)*0))	71/68-0*-
(((6/7)/5)*(1-9))	67/5/19-*
(((6*1)/8)*(8*7))	61*8/87**
(((2+5)-1)-(3+1))	25+1-31+-
(((6+7)-8)-(9*7))	67+8-97*-
(8*((5+(1/9))*0))	8519/+0**
((6+5)+(1/(1*3)))	65+113*/+
((3/4)-(9+(3-0)))	34/930-+-
(((9/7)/(9-0))*5)	97/90-/5*
((3-(1+4))+(2/6))	314+-26/+
(((5*7)*5)-(6*2))	57*5*62*-
(((9+9)/(4/4))*4)	99+44//4*
((7+(5/(8*4)))+6)	7584*/+6+
((1/(9-7))*(0+2))	197-/02+*
(8/(0*(7-(5/7))))	80757/-*/
((7/(0*(8/6)))*0)	7086/*/0*
((7*4)/(0*(9-2)))	74*092-*/
((7+(3*6))+(1*6))	736*+16*+
((2-2)*((2-6)/0))	22-26-0/*
(8-(8*(8/(4+5))))	88845+/*-
((1-4)+(2+(6+5)))	14-265+++
((1+(2-(0+3)))+3)	1203+-+3+
((0+(4-3))/(4*5))	043-+45*/
(((2+2)/(8/3))-3)	22+83//3-
((8*(2/2))-(1*7))	822/*17*-
((5/(4-7))/(9-7))	547-/97-/
((7-(5*1))*(7-4))	751*-74-*
(((7*6)+(2/5))*1)	76*25/+1*
((5+7)-(3*(3+0)))	57+330+*-
((7+9)-(1-(0/0)))	79+100/--
((8*4)/(5*(7*8)))	84*578**/
((9-1)+(9*(4*9)))	91-949**+
(((5*(3/8))*8)+5)	538/*8*5+
((8/(4/9))*(5+6))	849//56+*
((5-(0-(1/4)))-2)	5014/--2-
((0/(7-(3-1)))+2)	0731--/2+
(7+(8*(7+(7+8))))	78778++*+
(((4+(0/2))-2)-1)	402/+2-1-
((0-8)*(8/(8-0)))	08-880-/*
(2+((6+1)*(2/5)))	261+25/*+
((9-9)*(1*(2/0)))	99-120/**
((4+(6-4))-(1/0))	464-+10/-
((1+5)-(4/(1+4)))	15+414+/-
((5*(7+5))/(8/3))	575+*83//
((5+(5-7))*(7+4))	557-+74+*
(7-((1/8)/(7-4)))	718/74-/-
(((5/6)-(2+3))*3)	56/23+-3*
((9+(2-8))*(4-8))	928-+48-*
((5/(0-2))/(3-0))	502-/30-/
((9/1)*(4+(8*1)))	91/481*+*
(((7/6)-7)+(3/0))	76/7-30/+
((8/5)+(9*(3+9)))	85/939+*+
((8+(4-3))+(0-7))	843-+07-+
((3-(4-5))-(7*4))	345--74*-
((2*(8*3))-(5-9))	283**59--
(8/((0-6)*(4+7)))	806-47+*/
(((7+9)-(9+5))/6)	79+95+-6/
((2-5)-(0+(7+3)))	25-073++-
((8-(6*2))/(0/2))	862*-02//
(9*(5/(0-(3*7))))	95037*-/*
((9/(1*8))*(9+9))	918*/99+*
((4/((6*9)+7))*8)	469*7+/8*
((6/0)/(2-(2+6)))	60/226+-/
((2/5)-(3*(5-9)))	25/359-*-
((2/2)+(8*(7+3)))	22/873+*+
((2*0)-(8+(2*6)))	20*826*+-
(((4+0)*(2+5))/0)	40+25+*0/
(((8/7)*(6/8))+1)	87/68/*1+
(((3-9)*5)+(7+1))	39-5*71++
((6+2)+(4-(8/5)))	62+485/-+
((8+(2/(7*9)))-6)	8279*/+6-
((5*8)/(0/(3*5)))	58*035*//
((1-1)/(2+(9*8)))	11-298*+/
((2/(2*(6+8)))/8)	2268+*/8/
(1+(5+(5/(2*0))))	15520*/++
((9-(6*3))/(2+8))	963*-28+/
((5+7)+(1+(2/9)))	57+129/++
(0/(7+((7+3)-1)))	0773+1-+/
((7+(6-3))-(9-0))	763-+90--
((8+7)+(6+(6/6)))	87+666/++
(((1+(0/7))-4)-7)	107/+4-7-
((6/(2*(5/1)))+6)	6251/*/6+
((7+(0-4))+(5/9))	704-+59/+
((9*7)*(4/(4*2)))	97*442*/*
((9+(7/(1+5)))/4)	9715+/+4/
((9/(8+5))*(2+6))	985+/26+*
((8-(8/6))*(0/1))	886/-01/*
(2/(0+(9*(9+4))))	20994+*+/
(0+((3*7)+(7-6)))	037*76-++
((9*(2*2))*(1+1))	922**11+*
((2+8)+(7/(3*2)))	28+732*/+
(4-((3-(1*7))/3))	4317*-3/-
(((7/8)-(3-0))-6)	78/30--6-
((0-(5+3))/(4/4))	053+-44//
(6/(7-(1-(0*0))))	67100*--/
(((3+9)*9)*(5-3))	39+9*53-*
((0*(5-0))*(8+8))	050-*88+*
(7-(9-(5*(0+7))))	79507+*--
(((1-6)-(4-7))*9)	16-47--9*
((9/(5-8))+(0*6))	958-/06*+
((0-3)/(7*(2/0)))	03-720/*/
(6-((5+4)-(2/4)))	654+24/--
((2/(9/6))*(2/6))	296//26/*
((6-(6/(9-1)))*8)	6691-/-8*
(4+((0+9)/(0/9)))	409+09//+
(8/((5/3)*(5+9)))	853/59+*/
((7/7)+(5/(6/1)))	77/561//+
(9+(2/(5*(3/5))))	92535/*/+
((7+(9+(5-8)))-8)	7958-++8-
(((9*2)/(5+4))-9)	92*54+/9-
((8+0)/(9+(3-1)))	80+931-+/
((4/5)/(7+(9*0)))	45/790*+/
((6-4)*(0+(2-2)))	64-022-+*
(3*(5/(8-(1-4))))	35814--/*
(((0+5)+0)/(7/4))	05+0+74//
((3-0)-(3+(9/0)))	30-390/+-
(((2*7)-1)+(9+1))	27*1-91++
((8*(6-4))+(7-1))	864-*71-+
((7+(2-4))+(5/1))	724-+51/+
((2-1)-(0/(8/9)))	21-089//-
((4*(7*9))-(7/9))	479**79/-
(2/((7+0)/(4+8)))	270+48+//
((9*7)-((6*9)*5))	97*69*5*-
(((1/8)*0)-(1-4))	18/0*14--
(9/(2+((0-8)-9)))	9208-9-+/
(9/((1*(5-8))-3))	9158-*3-/
((0-3)-(8-(1+7)))	03-817+--
((2-(8/1))*(9/7))	281/-97/*
((9/(9*(3*1)))+9)	9931**/9+
((8/(6*3))+(2/0))	863*/20/+
(((4*9)+(1/1))+8)	49*11/+8+
(4*((7*1)+(3/1)))	471*31/+*
(((5-8)+(4/5))*6)	58-45/+6*
((((8*0)+5)-9)-7)	80*5+9-7-
(((9/4)*(5*5))-8)	94/55**8-
((6/(8-(7+6)))+7)	6876+-/7+
((3-(4/(8-0)))*9)	3480-/-9*
(2+((2*7)/(4-2)))	227*42-/+
((8/4)/(8/(1*7)))	84/817*//
((8/(9/9))-(9*3))	899//93*-
(((9*(7/0))*2)-5)	970/*2*5-
(9/((4/(0+8))/0))	9408+/0//
((6*7)-(4*(4+9)))	67*449+*-
(3/(0/((2+5)+8)))	3025+8+//
((8+(8+0))+(8-8))	880++88-+
((7/7)-(1/(5/5)))	77/155//-
(((5/4)*3)/(7+8))	54/3*78+/
(((2-4)*(0/2))/6)	24-02/*6/
((6*0)/(5/(8-7)))	60*587-//
((5+1)+(1-(0*3)))	51+103*-+
(1-((8*4)-(8+9)))	184*89+--
(1/((5-4)/(6/0)))	154-60///
((4+(7*7))-(1/9))	477*+19/-
(((4/6)+6)*(3*4))	46/6+34**
((3+0)/(6/(2/8)))	30+628///
((4/(9*3))+(0*6))	493*/06*+
((5-7)+(8*(8+4)))	57-884+*+
(4-((8*6)/(3-9)))	486*39-/-
((2-4)*(3+(7-9)))	24-379-+*
((4-(0+(3-1)))*8)	4031-+-8*
((7+(8+9))-(8-3))	789++83--
((9-0)/(2-(1*2)))	90-212*-/
((0-(7*4))-(8/8))	074*-88/-
(9-(2*(9/(2-5))))	92925-/*-
((1/(7/0))-(6/5))	170//65/-
((8-(5+(1-0)))*4)	8510-+-4*
(2+(9/(5/(9*7))))	29597*//+
(((7/4)-(5-7))+6)	74/57--6+
((7*(0-0))/(1*0))	700-*10*/
((4/(2/(2-8)))+0)	4228-//0+
(0-((8+(9-7))+5))	0897-+5+-
((7/(5-1))+(2-7))	751-/27-+
(2/(0-(3+(7/4))))	20374/+-/
(5-(6-(0/(3/0))))	56030//--
((9+(3+8))+(9*2))	938++92*+
(9*(2+(9*(3+9))))	92939+*+*
((7*(7+4))-(6/2))	774+*62/-
((1+9)+(5*(6*6)))	19+566**+
((8-(2*3))+(5/0))	823*-50/+
((9-6)+(7/(9+6)))	96-796+/+
(8-(6/(1/(5-3))))	86153-//-
(((6+8)/(8-1))+0)	68+81-/0+
((4+(1+9))+(4+9))	419++49++
(7/((1*5)-(3+4)))	715*34+-/
(9+(0-((1-1)*7)))	9011-7*-+
(2-(9/(7-(5*9))))	29759*-/-
((2+2)/(9+(8-3)))	22+983-+/
((4*9)*(3*(2+7)))	49*327+**
((8*(6+8))+(9+4))	868+*94++
((8*2)-(0/(6*1)))	82*061*/-
((7/6)*(7*(7/4)))	76/774/**
(7-(9/((9/1)-8)))	7991/8-/-
((7/(8+9))+(1-8))	789+/18-+
((9*6)+(7/(6*4)))	96*764*/+
((0*(9+5))*(1/3))	095+*13/*
((0+(0/8))+(1/6))	008/+16/+
((1-3)/(8+(8*9)))	13-889*+/
(((3/6)/(0-5))+6)	36/05-/6+
((9*0)/(5/(5-5)))	90*555-//
(((5-7)*5)+(6/9))	57-5*69/+
((0*(6*6))+(5*4))	066**54*+
(((1*2)+(8+1))-4)	12*81++4-
(((8/5)-7)+(9+3))	85/7-93++
(((4*8)*4)+(6+2))	48*4*62++
(0+(1/(7*(8*1))))	01781**/+
((3-(4-2))*(8-7))	342--87-*
((9-1)/(4+(8*1)))	91-481*+/
((1-(6-6))*(5/1))	166--51/*
((7+9)*((1/7)/5))	79+17/5/*
(7*((0-0)*(2/5)))	700-25/**
(1-(1+(6-(9+1))))	11691+-+-
((7/3)+(6*(6/9)))	73/669/*+
(((2/0)*0)-(7/1))	20/0*71/-
((9-(2+(9-5)))/1)	9295-+-1/
(2*(0+(5-(0-9))))	20509--+*
(4-(3+(2+(1-5))))	43215-++-
((((7/4)+6)/3)*5)	74/6+3/5*
(5*(3*(3*(2/7))))	53327/***
(0-(8/(3-(8*8))))	08388*-/-
((8*(5/(4/1)))*5)	8541//*5*
(((3-(7+6))*2)/5)	376+-2*5/
((9+7)-(1+(3*2)))	97+132*+-
(((0+8)+1)-(1-4))	08+1+14--
((8*(0+8))-(4*8))	808+*48*-
((5+7)+(2+(0-5)))	57+205-++
(((0*4)-(5/6))+0)	04*56/-0+
(0+((0/6)-(7+6)))	006/76+-+
((1*(5/0))-(9/9))	150/*99/-
((0/(0/5))/(0-9))	005//09-/
(9-(6-(0+(0/3))))	96003/+--
(4-(2-(5*(6/3))))	42563/*--
((3*1)+(4+(5+0)))	31*450+++
(3/(4-(1/(2/0))))	34120//-/
(8/(8*(1+(3/3))))	88133/+*/
(4*(8-(9+(6+2))))	48962++-*
(((2*3)*(0+0))-4)	23*00+*4-
((5+(5-7))-(2/1))	557-+21/-
((9+3)*(6-(7*1)))	93+671*-*
((0/(9/1))+(2*7))	091//27*+
((((3/7)+6)-6)*5)	37/6+6-5*
(9-(0*(4+(1/6))))	90416/+*-
((7-8)+(4/(9+6)))	78-496+/+
(3/(((5/4)/0)+9))	354/0/9+/
(1-((0-8)*(3-5)))	108-35-*-
(0-(4*(1*(3+5))))	04135+**-
(((1/7)+2)-(7/7))	17/2+77/-
(((4-5)*(1/4))+8)	45-14/*8+
(6+((0+3)/(5*9)))	603+59*/+
((0/(1/7))+(6-1))	017//61-+
((6-4)/(8/(3-1)))	64-831-//
(((4*3)+3)+(6+0))	43*3+60++
((6/(0*1))-(4+3))	601*/43+-
(3+(0+(4*(1+5))))	30415+*++
((4/3)*(6+(9/5)))	43/695/+*
(2+((9/4)-(3*2)))	294/32*-+
((2+(9-3))*(9-1))	293-+91-*
((2+(1+3))-(1-1))	213++11--
((0+(3+7))*(6+7))	037++67+*
((1+3)+(8-(4-6)))	13+846--+
(0/((6-4)*(0-8)))	064-08-*/
((1-(2+2))/(8/4))	122+-84//
(5*(7-(5-(4-1))))	57541---*
((6*5)/(6+(6*6)))	65*666*+/
((6-4)+(6*(8/2)))	64-682/*+
((6*(0+0))/(7+8))	600+*78+/
((5/7)+(7+(6/4)))	57/764/++
(2+((6-5)+(1-1)))	265-11-++
((0*9)/(0+(3*7)))	09*037*+/
(2+((6*(9/0))-4))	2690/*4-+
((6/(9*6))/(1-4))	696*/14-/
(6+(3+(7-(2-6))))	63726--++
(1+(7+(8*(7+3))))	17873+*++
(((3+9)-2)*(3*4))	39+2-34**
(5/(9+(0*(6+5))))	59065+*+/
((9+(2*(5/8)))+0)	9258/*+0+
((6/6)*(4/(8*0)))	66/480*/*
((4*7)+(3*(0-7)))	47*307-*+
(5*((1/(0+7))/8))	5107+/8/*
((7/1)+(3-(9*6)))	71/396*-+
((0-(9/(3-7)))-9)	0937-/-9-
(((6-(8+4))+7)+4)	684+-7+4+
(1+(2*((0+5)-2)))	1205+2-*+
((9/4)+(2/(4/8)))	94/248//+
(((1+0)*9)+(2/2))	10+9*22/+
