((((5*1)*(1/3))+6)/(0-(3/(3/(9/2)))))	51*13/*6+03392///-/
(((((7/5)/4)-3)/(1+(0*(9-(8+4)))))-2)	75/4/3-10984+-*+/2-
((6+1)*((2/(5-2))+(1*(7*(9+(2/8))))))	61+252-/17928/+**+*
((7*2)*((7*2)-(8/((1+(7/0))*(4-7)))))	72*72*8170/+47-*/-*
((((5+5)*9)*(4+7))+(7-((6-4)*(9*6))))	55+9*47+*764-96**-+
(((9*((0-(2-0))/(7/6)))-(4-(7+2)))-8)	9020--76//*472+--8-
(((6*(3*1))-(1+6))*(0-(6-(5*(0*4)))))	631**16+-06504**--*
((1-(9-(9*(1+4))))-((2/2)-(6+(2-1))))	19914+*--22/621-+--
(8*((9/(((0+(3/6))-(5+0))+(8-0)))-4))	89036/+50+-80-+/4-*
(((5/(5-2))-(6+(6/(3+7))))/(3*(3*4)))	552-/6637+/+-334**/
((((6*5)/(9+1))-(2+0))-(5/(2/(3-9))))	65*91+/20+-5239-//-
((((3/4)*9)*(6+(8+2)))+(1+(1+(8+1))))	34/9*682++*1181++++
(0/((2*(2-(5-(2*(6+2)))))+(6/(8*9))))	0225262+*--*689*/+/
((((1+6)*(6+1))-(9-(3+(2-5))))/(6/7))	16+61+*9325-+--67//
(5/(((3+(2+(4+9)))-(2*(9*(7-8))))*3))	53249+++2978-**-3*/
(((1/(4+(2-9)))*(4+(9+8)))+(6+(7*2)))	1429-+/498++*672*++
(((5-(9-(6/(1/(6-2)))))*(6+7))*(0-7))	596162-//--67+*07-*
((6+((3+(9/1))+(3-(5/(4+5)))))/(4-8))	6391/+3545+/-++48-/
(((3/(8*1))-(3-7))*(2+(7/(2-(1*5)))))	381*/37--27215*-/+*
((((0/6)-(3*1))-(8/(8+((3*7)-5))))*9)	06/31*-8837*5-+/-9*
(((1*(4-(3+3)))/((4+(5/8))/(1*3)))/9)	1433+-*458/+13*//9/
(((3/(6*(2-(5/9))))/8)+(6/(4*(5*9))))	36259/-*/8/6459**/+
(2-((5*6)-(2*((7*(6+4))-(4*(2*3))))))	256*2764+*423**-*--
(((4*3)*((5*6)/(7*(8+(9+(2/6))))))+6)	43*56*78926/++*/*6+
(((2/((4+9)*(9-(8/1))))+(0/0))/(7/6))	249+981/-*/00/+76//
(((3/((7/(1-1))*3))-(3-2))-(0/(2+0)))	3711-/3*/32--020+/-
((((((0/1)*8)/6)+5)*(3+7))*(0+(8-4)))	01/8*6/5+37+*084-+*
(2+(((1+(0*9))+(4+(4/1)))+(5+(5-2))))	2109*+441/++552-+++
(((4*(4*8))-(8*(1-(3-(1*(3/7))))))*0)	448**813137/*--*-0*
(((9-4)+((8-(2-3))-(0+(0/(3/3)))))+0)	94-823--0033//+-+0+
((((((2/7)-9)/(6/7))-(8+5))*(7*4))*8)	27/9-67//85+-74**8*
((((7*2)/(8/(7-5)))*(7+2))/(2/(6/1)))	72*875-//72+*261///
(((9/1)+(4*(3*9)))*(6/(4*(6/(7*3)))))	91/439**+64673*/*/*
(((0-0)-(5-5))/((5-7)+(6*(4+(8-7)))))	00-55--57-6487-+*+/
(7+(((3-(9*8))/8)/(8+(4-(9-(5-9))))))	7398*-8/84959---+/+
((5/(8*0))+((3/(4+5))/(1+(3/(9*1)))))	580*/345+/1391*/+/+
(((8/1)-(6/(5+2)))*(7-(6+(5/(8-2)))))	81/652+/-76582-/+-*
(7+(((5*6)*(7/(5*(4-(2*9)))))/(0+0)))	756*75429*-*/*00+/+
(((9-(2*8))/(6+(7+3)))-(9*(9/(0*5))))	928*-673++/9905*/*-
(((8*(8+(2+8)))+(1*(5*4)))-(0-(3+3)))	8828++*154**+033+--
((((1*8)/(1/(0+(8*3))))+(8/(4-4)))/0)	18*1083*+//844-/+0/
(((4/(6/(6+(9+(8/4)))))-(0+(3/9)))*3)	466984/++//039/+-3*
(((9*(6*2))-(9+((3-9)*4)))-(8-(2*5)))	962**939-4*+-825*--
((((2+5)/(4+(1+(8-1))))+(7/(7*0)))+1)	25+4181-++/770*/+1+
((0+(9-(6/(1*0))))/(7*(8+(9+(9-7)))))	09610*/-+78997-++*/
(((7/4)/(7-(2+(4*(0+1)))))*(8*(1-3)))	74/72401+*+-/813-**
(((9+(9+2))*(1-(1/(2*(4+6)))))/(9+9))	992++11246+*/-*99+/
((6-5)*((5-(0/(8+(9*9))))+(2/(1-5))))	65-50899*+/-215-/+*
(((9+(2*(7-5)))+(9+(1+7)))*(7/(8-4)))	9275-*+917+++784-/*
((2+(3+1))*((1+(7*5))*(5+(9/(7-9)))))	231++175*+5979-/+**
((((1/0)-(9+7))*(8-(1+4)))-(8+(2*1)))	10/97+-814+-*821*+-
(7-(((2/4)*(7*(9*0)))*(3-(8-(9+0)))))	724/790***3890+--*-
(((6-3)+(9+(1-((6/(5*1))*(8/5)))))-6)	63-91651*/85/*-++6-
((((7-(1*8))/(1*(9*3)))*9)+(7*(3+1)))	718*-193**/9*731+*+
((0+3)+((2/0)-(1/(5+(1/(1/(1*0)))))))	03+20/151110*//+/-+
(3+((4/(0/(6*(3*4))))-(2*(2+(4+6)))))	340634**//2246++*-+
((2+(3*(1*(8+7))))+(0-(9/(0+(2*4)))))	23187+**+09024*+/-+
(((3-5)/(6/(6*(8/(1*(5/4))))))/(7-2))	35-668154/*/*//72-/
((3-(9*8))+((2/(5/7))-(1/(3*(0+9)))))	398*-257//1309+*/-+
((((9-(3/0))+(9-0))/(7-(9+3)))+(7*8))	930/-90-+793+-/78*+
(((7-(2+(7-4)))+0)-(2/((2/0)+(9/3))))	7274-+-0+220/93/+/-
((8/(3/6))-(6/((1+(3/7))-(4/(2*0)))))	836//6137/+420*/-/-
(((2*(7+(7*(2+(2*4)))))/(7-9))-(9-6))	277224*+*+*79-/96--
((((5+0)/(3*(5*5)))/((6-2)+(7+4)))-9)	50+355**/62-74++/9-
(((3-(3+6))-((0-5)+(5*(6-(4-7)))))-7)	336+-05-5647--*+-7-
(((1+(0-(8+4)))-(2+(5-(3-5))))+(2*9))	1084+-+2535--+-29*+
((4+((7+9)+(6-(6+5))))+(4*(3/(9*0))))	479+665+-++4390*/*+
((((5+0)*(2*7))/8)/(0*(4-(9*(0-2)))))	50+27**8/04902-*-*/
((((0-5)/(3+8))*(8*(7*(3/2))))*(0/9))	05-38+/8732/***09/*
(((9*(9-5))+(8*((3/2)/2)))+(8-(8-6)))	995-*832/2/*+886--+
(((1+(1*9))+(3*(0/(6/3))))/(6*(5-4)))	119*+3063//*+654-*/
((5/3)/((8-(5*(2/(8*7))))+(0*(2*6))))	53/85287*/*-026**+/
((((5+4)*(2*5))*(((3-7)/0)+(9/4)))-0)	54+25**37-0/94/+*0-
(((1-((2/6)*7))+(4+5))/(6*(2/(2*8))))	126/7*-45++6228*/*/
((((6+(3+7))/(7/4))/6)-(1+(6*(7/9))))	637++74//6/1679/*+-
(((5+3)-((6-8)-(3*6)))*(8-(0+(1*5))))	53+68-36*--8015*+-*
((0/(5-(1+0)))*(9-(5*(1*(0-(3/5))))))	0510+-/951035/-**-*
(((7/(4-3))-((9+2)/9))-(9+(2/(7-9))))	743-/92+9/-9279-/+-
(((2/(2*(8/0)))*(7-(6+1)))*(3*(9/0)))	2280/*/761+-*390/**
((2*(5*3))+((3-(1-9))*(7-(8/(6/5)))))	253**319--7865//-*+
((((4*(2/6))*(0+0))+(1/3))-(9/(7+0)))	426/*00+*13/+970+/-
(2-((6+(8+(8+3)))/(4/(2/(4/(1-2))))))	26883+++42412-////-
(((9*((8+((1/(7/8))/0))*5))/(3+0))-4)	98178//0/+5**30+/4-
((9+(5*(4+(2*(4*(9*(1+2)))))))*(5/9))	95424912+***+*+59/*
((4-(5/5))-(2-(5*(9+((9-4)/(6-4))))))	455/-25994-64-/+*--
(((4+(4*8))/0)+((1+(4/(9*8)))*(3*6)))	448*+0/1498*/+36**+
((4/(4-9))+((4/(3/(2+5)))/(2*(8-2))))	449-/4325+//282-*/+
((((5*(1*4))*(0/(3-8)))/(6+7))*(4/5))	514**038-/*67+/45/*
((0+((5*(6-(1-(3/6))))/(5+3)))*(6-0))	056136/--*53+/+60-*
((5*3)+((7*(3*((7-3)*1)))/(9*(5/3))))	53*7373-1***953/*/+
((5/((3+9)/5))/(9+(5+(9/(2+(5/9))))))	539+5//959259/+/++/
(7/((7-0)+(0+(2*((7/7)*(6-(4*7)))))))	770-0277/647*-**++/
((((6-(5*3))/(5-(4+7)))*(4*8))-(1-9))	653*-547+-/48**19--
(3/(((7*(2*(9+4)))/6)/(1*(3-(3-2)))))	37294+**6/1332--*//
(((1/8)*(0*(8*(8*(6*6)))))*(3/(2*6)))	18/08866*****326*/*
((((((4-2)/((0-8)+0))-5)/(1+5))*3)+0)	42-08-0+/5-15+/3*0+
((((4*2)*(4+1))/((5+4)/(2/5)))-(2+4))	42*41+*54+25///24+-
((((((9-0)*0)-0)-4)-5)*(7+(4/(7+1))))	90-0*0-4-5-7471+/+*
((((7-4)/(9/(0+1)))-(6-(3*7)))+(8-5))	74-901+//637*--85-+
((((7*(2-9))/1)/(2*3))+(7+(8+(1+0))))	729-*1/23*/7810++++
((3*1)-((3+(9-0))-(5/(4+(0*(9+9))))))	31*390-+54099+*+/--
((7-(2/(5*7)))*(4/((7*(4*(2-4)))/0)))	7257*/-47424-**0//*
((((4/2)+8)/((1+8)-(5+(4*3))))+(7/2))	42/8+18+543*+-/72/+
(8/(0*((5*(7*(6-(2*6))))/(2*(4-0)))))	8057626*-**240-*/*/
(((3+5)/(8/7))/(8*((5+(3/7))/(7*2))))	35+87//8537/+72*/*/
(((0/(0/(3-2)))*(7/(0+(5+2))))-(9+4))	0032-//7052++/*94+-
((((0/(2+(4/9)))*(1/7))+(1+(8/1)))/1)	0249/+/17/*181/++1/
((((0-0)/(4+4))/(5/(7/(6-7))))-(1+0))	00-44+/5767-///10+-
(((1-(3*0))+(8*(5/(5/3))))*(6+(6+5)))	130*-8553//*+665++*
(((1*(0/(2-6)))+(4-9))*(2+(8+(6/0))))	1026-/*49-+2860/++*
((9+(0*3))-((3/(4-9))*(7*(0*(9-9)))))	903*+349-/7099-***-
((8-(3*(9-1)))+(0/((2-6)-(5/(0/6)))))	8391-*-026-506//-/+
((2+((3*(2+(7+5)))*(0+(2/9))))-(8-1))	23275++*029/+*+81--
((2-((6*9)*(9*6)))-(2-(5*(0-(6-8)))))	269*96**-25068--*--
(((((9+0)*(4*1))/(5*(2-6)))+(9/7))*8)	90+41**526-*/97/+8*
((1*1)+((9-6)-(7*((0-6)/(9+(1-3))))))	11*96-706-913-+/*-+
((((6*(1/2))+(4+(4/2)))+(1-(4*4)))*5)	612/*442/++144*-+5*
((5+(7/(0/9)))-(0/((1/5)-(0/(1*1)))))	5709//+015/011*/-/-
(7+((7+5)+(7*(6/((7-(4*9))*(1*7))))))	775+76749*-17**/*++
((((8+1)-(6-0))-(0*((1-8)/(9*1))))+0)	81+60--018-91*/*-0+
((((5+9)+3)/(9/(4-0)))/(1-(4*(0*3))))	59+3+940-//1403**-/
((4-(7*8))/((1+4)-(3/(3*(1-(9*3))))))	478*-14+33193*-*/-/
(7/((1-((6*3)-(5-3)))*(6-(8*(1-5)))))	7163*53---6815-*-*/
(((7*(2+3))+(5*(5-(6/(6*7)))))+(2+0))	723+*55667*/-*+20++
((0*(7/(1/5)))+(4-(9-(0*((2*9)/5)))))	0715//*49029*5/*--+
(((((5-(8/0))/8)+(7-(8/4)))/4)*(9-4))	580/-8/784/-+4/94-*
(((6/(1/6))/((1-(1-(9/4)))+(0/3)))+0)	616//1194/--03/+/0+
((9*(3*(9/1)))*((0+(4-(4+6)))*(4*2)))	9391/**0446+-+42***
(((9+4)-(5+6))/((4/6)*(3+(1/(6/6)))))	94+56+-46/3166//+*/
(0+((((6-5)+9)/(8*(0/0)))-(4-(5+6))))	065-9+800/*/456+--+
(((9*3)*(4/((1-0)/7)))+(2+(2+(5/7))))	93*410-7//*2257/+++
((1*2)+(((5-9)-(7-(1+0)))-(4+(0/6))))	12*59-710+--406/+-+
((0+(5/(((1-3)/1)*(8*1))))/(4-(7/5)))	0513-1/81**/+475/-/
(((0*(0*1))-((5+0)-(7-(4*(2+5)))))/9)	001**50+7425+*---9/
((4*(3-9))/(2+((1/8)*(1*(0/(7*2))))))	439-*218/1072*/**+/
((3+(8-(3-7)))/(8/(6-(3/(6/(9/5))))))	3837--+863695///-//
(((6/(7/1))+(7*(9/5)))-(6+(8+(5+3))))	671//795/*+6853+++-
(((2*(9*(2+8)))+(8+1))*(0-(2*(1*7))))	2928+**81++0217**-*
((1-(1/0))+(8-((0+(2+4))/(1-(1*3)))))	110/-8024++113*-/-+
((4*(4/(6*((7-2)+7))))*(7-(8-(0+3))))	44672-7+*/*7803+--*
(((4+((6-(6+7))+(8+3)))-(9/4))*(4-2))	4667+-83+++94/-42-*
((((((5-4)-2)*2)*(6*0))-(1/7))/(8-8))	54-2-2*60**17/-88-/
(((2-1)*(4+(0-(2*(8+4)))))*(5-(6+8)))	21-40284+*-+*568+-*
(((6-(2*(5+0)))-(6*0))/(4*((0+5)-9)))	6250+*-60*-405+9-*/
(((4*7)*(9*(3+(2/(6/4)))))-(2-(7+7)))	47*93264//+**277+--
((((1+(6-(7-8)))-3)-(3/5))+(1+(5/4)))	1678--+3-35/-154/++
((((5/3)+(1/(3*(7/3))))/7)+(7/(8*2)))	53/1373/*/+7/782*/+
((((4+5)/5)/(3*1))*(8*(8-(1+(9/1)))))	45+5/31*/88191/+-**
((((5-3)+(7*6))-(1+(8+(4+5))))+(7/9))	53-76*+1845+++-79/+
((8*((7+1)+(9-4)))*(9+((9+5)*(9*1))))	871+94-+*995+91**+*
((9-(5+9))*(7-(4*(8+(0-(8/(0+3)))))))	959+-7480803+/-+*-*
((1-(7-7))*(5*(7-(2/(8/(7-(9+5)))))))	177--5728795+-//-**
(((4-(0*(9+4)))+(0/(7*2)))+(1/(4*0)))	4094+*-072*/+140*/+
((((8/5)-(6-1))/(1*1))+(8+(1*(2-4))))	85/61--11*/8124-*++
((9/((2*8)-(3-(2+(8*4)))))-(7*(8-6)))	928*3284*+--/786-*-
(6*(((1-(8-(6/(8/(1-3)))))+(6/3))/8))	6186813-//--63/+8/*
((((5*(2-1))+(9+(8/3)))-(0*6))-(3+0))	521-*983/++06*-30+-
((8+9)-((5*(9*(0+9)))+(5+(1*(0-6)))))	89+5909+**5106-*++-
((7-((5+4)/(6+(4*(2+4)))))*(4/(4/1)))	754+6424+*+/-441//*
((((1+9)/3)/(4/(4+6)))*(4-(0/(4/9))))	19+3/446+//4049//-*
((((2-3)*6)+(4-(0-(3+1))))-(7-(9+4)))	23-6*4031+--+794+--
(((4/1)-(9/(9/(4*(3/3)))))/(0/(6+4)))	41/99433/*//-064+//
((6-(4/1))-((0*(2/0))/(8*(7-(5-9)))))	641/-020/*8759--*/-
(((9+7)-(0*(9*(7*(9*3)))))*(8/(7/4)))	97+09793****-874//*
(((0/3)*(4*(8/(6/0))))*(4/(5+(3/0))))	03/4860//**4530/+/*
(((7*(4/(8*(3+4))))-(5+(2*5)))/(3-9))	74834+*/*525*+-39-/
(((7-((7-3)+(4/7)))+(8+9))/(5-(6/8)))	773-47/+-89++568/-/
((3*(8*5))/((0+(3*(2+(5-5))))+(2*0)))	385**03255-+*+20*+/
(((0*(0+6))*(6+8))+(1+(1-(4+(1/0)))))	006+*68+*11410/+-++
(0-(((2+4)/(0/(0*9)))/(9-(1*(3-5)))))	024+009*//9135-*-/-
((1+(7+(9-6)))+((5-(5*(5-3)))*(7-3)))	1796-++5553-*-73-*+
(((4*(0+(5+0)))+0)/(4+(2-(2/(9+5)))))	4050++*0+42295+/-+/
(((2*(0-4))*(4-(5/(9*(7+2)))))+(3/2))	204-*45972+*/-*32/+
((4*(7*(4+9)))*(7-((8*(3*0))*(1+0))))	4749+**7830**10+*-*
(((6*5)+(9+(8+(4+2))))/(8-(7*(0/4))))	65*9842++++8704/*-/
(((5*7)-(8/(9/0)))*(7*(3-(2/(6-7)))))	57*890//-73267-/-**
(((((9-9)-2)/(1/7))/(1/0))-(6+(6/9)))	99-2-17//10//669/+-
((0/(9/(2-(2/(4*(6+(8/8)))))))+(8-3))	09224688/+*/-//83-+
((((6-(8-1))*(9-1))/(5-(8*1)))+(6-6))	681--91-*581*-/66-+
((((0+7)+(8+(2-5)))+(3/(0-(0/8))))-2)	07+825-++3008/-/+2-
(((6-5)*((2-(5*4))/(2-4)))+(9+(0+3)))	65-254*-24-/*903+++
(((8+9)*((6*(8-3))+(9*(5*0))))+(7*4))	89+683-*950**+*74*+
(((((2-9)/(7*1))-2)*5)/(2*(0+(1/3))))	29-71*/2-5*2013/+*/
(((8+(2+(3/(4+(6/2)))))/6)*(3+(1*3)))	823462/+/++6/313*+*
((1/(((7-5)+(8+(2/3)))-(1/0)))/(4/9))	175-823/++10/-/49//
(0*(((3/9)-(3-(2+3)))-(2/(3/(9+2)))))	039/323+--2392+//-*
((((7+2)-8)/(4*5))*(9+(3+(6-(4/1)))))	72+8-45*/93641/-++*
((0+(1/((1-(7-(4*6)))*(1+6))))-(7/8))	011746*--16+*/+78/-
((((8*4)+(4/(0*6)))-(2*(7/3)))/(3*8))	84*406*/+273/*-38*/
(((4*(9/8))+(4/(5/(4+3))))*(6+(1/4)))	498/*4543+//+614/+*
(((7/(4*(0+1)))*(4*(6-6)))-(1*(6/8)))	7401+*/466-**168/*-
((4/(4/4))*(4+(6*(4/(1-(3*(1-2)))))))	444//4641312-*-/*+*
(3*((((9-5)-(5+(2+3)))-(2*4))+(9*6)))	395-523++-24*-96*+*
((5*(0-(7-(6*6))))*(8-(2+(4-(3-3)))))	50766*--*82433--+-*
((3-(3-((5*5)*(9-(3/(3/7))))))/(6/3))	3355*9337//-*--63//
(2+((((6-((7-(0/3))*4))*(5+4))/7)/2))	26703/-4*-54+*7/2/+
(((5-8)*(7-9))/(1/((3+(6/0))+(0-8))))	58-79-*1360/+08-+//
((9-4)/(((9-3)-(7+(1*0)))+(3*(3/9))))	94-93-710*+-339/*+/
(5-((2+(6/5))*(0-(8*(8/(3+(5/3)))))))	5265/+088353/+/*-*-
((0-((1+3)*(8-(2-0))))+(7*(3+(8+1))))	013+820--*-7381++*+
((((8*(3+3))*(8+(9/7)))/(7-7))*(7*3))	833+*897/+*77-/73**
(((((2+(2*1))-(4+5))-(7+8))*(1+5))/0)	221*+45+-78+-15+*0/
((((6+((0*2)/1))+(6+1))*(0*(9/0)))+9)	602*1/+61++090/**9+
((((1+9)-(5*3))-((0-(5+2))/4))/(8*9))	19+53*-052+-4/-89*/
((((3*7)+(9/3))-6)/(7*(4*((4-8)+2))))	37*93/+6-7448-2+**/
((((5/(4/0))-(6/(1*7)))/2)*(4/(9-7)))	540//617*/-2/497-/*
((((6+7)-((3-6)*(6-3)))/(9/3))+(9*4))	67+36-63-*-93//94*+
((((1+(3-4))*(9*(9*6)))+(4-(3-7)))/6)	134-+996***437--+6/
(((5-9)-(4*(0*4)))-(0*(6-(4-(9/6)))))	59-404**-06496/--*-
(((8*(9-5))+(2*(1-(6*9))))*(8/(8-5)))	895-*2169*-*+885-/*
((((0-8)/(7*(5-9)))-(9-(7+4)))/(0/3))	08-759-*/974+--03//
(((7/(2/3))-(8-(6*(2*5))))+(2/(9+9)))	723//8625**--299+/+
(((((1-0)-4)-(2+2))/(2/4))/(7/(9*3)))	10-4-22+-24//793*//
(((0-(2*(5*9)))-(0/7))-(5/(0+(2/1))))	0259**-07/-5021/+/-
((5*8)-(6-((5/(9*(8+(1/1))))/(2-8))))	58*659811/+*/28-/--
(((2/((2/(8-6))+8))+(0+(2/0)))-(9+8))	2286-/8+/020/++98+-
((((5-(1*2))/(6+(6*9)))*(7*(2+3)))+3)	512*-669*+/723+**3+
((1*((5*(0+2))-6))+(0/(0*(4*(8+1)))))	1502+*6-*00481+**/+
(((7+(4/9))*(4*(4-4)))-(2*(1*(6/7))))	749/+444-**2167/**-
(((5/(2-(7*(1*0))))/(4-9))-(3*(4/6)))	52710**-/49-/346/*-
(((7*((6-2)/5))+(6/(1-(8+1))))+(6+7))	762-5/*6181+-/+67++
((((1*8)+(7+(1/(1-2))))*4)+(2-(8-3)))	18*7112-/++4*283--+
(9/((6+(2-(2*(5+(1*8)))))-(8+(1/7))))	9622518*+*-+817/+-/
((((7+(0*2))+8)+((6*(3*7))-(4-3)))-5)	702*+8+637**43--+5-
((((2*8)+3)-(7*(3+(9/2))))*(2/(9+8)))	28*3+7392/+*-298+/*
((0+5)*(1-((9/(0+(0/9)))-(3-(2*5)))))	05+19009/+/325*---*
((2*((4-9)-(5+(7-0))))/(7/(3/(4+1))))	249-570-+-*7341+///
(((8/(8+2))+(5-(7*3)))-(9*((6/1)-4)))	882+/573*-+961/4-*-
((((0+(3+0))-(6*3))*(4*4))-(0/(1-0)))	030++63*-44**010-/-
((1-((2+9)*(3+(5+((3-7)*6)))))/(9/8))	129+3537-6*++*-98//
((((2/2)+(3/(2+5)))/1)*(6-(4/(9+6))))	22/325+/+1/6496+/-*
((2+((7*(0+8))+(1/(5/4))))-(1/(6/8)))	2708+*154//++168//-
(((0+((8+6)+9))/(5-(0/(4*1))))*(8-7))	086+9++5041*/-/87-*
((((0/2)-8)*(3-(1/(5-(0-2)))))-(5/4))	02/8-31502--/-*54/-
((((8+3)/(7*(4-2)))+(3-(6-2)))+(2/7))	83+742-*/362--+27/+
((((3/4)*3)/(9/(6-(1*(4*0)))))*(1/0))	34/3*96140**-//10/*
((1-6)/((2-(1*((0-3)/(4-6))))/(0-3)))	16-2103-46-/*-03-//
(((2+1)+(4/((1-(8*(7+6)))+7)))-(4/6))	21+41876+*-7+/+46/-
(((8+(9+5))*((6-(3-1))+(5/(8+9))))-3)	895++631--589+/+*3-
((((4+(9/(9+(6/6))))-(1+0))-7)+(5+9))	49966/+/+10+-7-59++
((0+(((3/8)*(0*(4-7)))+1))*(8+(0-0)))	038/047-**1++800-+*
(((9*2)/(0*(1+4)))+(4-((5-4)+(4/3))))	92*014+*/454-43/+-+
((((1*(5-4))*(6*1))/(4+2))-(6-(4-7)))	154-*61**42+/647---
(((((6*1)/(5*(1/(5+7))))-(5*3))/8)/7)	61*5157+/*/53*-8/7/
(((7-5)/(0-5))+(0+(9/(8+(9/(5-9))))))	75-05-/098959-/+/++
((9*(3-(4+8)))+(7-((6*2)-(3/(7/4)))))	9348+-*762*374//--+
(((((3+(3/4))-0)+(5+9))+(6+7))+(8/1))	334/+0-59++67++81/+
((7*((9-9)-0))/(3*(5*(8/(0/(3+2))))))	799-0-*358032+//**/
((((6+7)+4)/(3/5))/(3/(7-(3/(1/7)))))	67+4+35//37317//-//
((7-((5+6)/(5-(5*(8+(1+(5*9)))))))/9)	756+558159*++*-/-9/
((3-(0*(0/(6+1))))*(7*(9-(6*(1*1)))))	30061+/*-79611**-**
((((6+(6/(1-8)))/(6/0))/(4*5))/(5-4))	6618-/+60//45*/54-/
((4+(7+(5+7)))-(3-(5+(8/(1/(0+9))))))	4757+++358109+//+--
(((((7+(4-9))/(4+5))/4)/(4/7))-(2/1))	749-+45+/4/47//21/-
((2-(1*(0*6)))/(6+((0*(3+(6-3)))/9)))	2106**-60363-+*9/+/
(((((0/(2-8))/(8/6))+(3*9))+(5-1))*8)	028-/86//39*+51-+8*
(0+(((0/(7/3))*(9+(5/(2-9))))/(4+8)))	0073//9529-/+*48+/+
((((5+1)+(1*(1/4)))/(7-(4-(6-7))))-5)	51+114/*+7467---/5-
(((1+((8/5)/(1+1)))+(7-(5-(0*2))))+6)	185/11+/+7502*--+6+
(((1-((4-(6-6))-(7+8)))+(0/0))-(1+3))	1466--78+--00/+13+-
((((2-(3-(4+0)))+(8/(7-3)))+8)-(2-8))	2340+--873-/+8+28--
((((8*0)-4)*((6/(3+6))+(7-8)))-(3/9))	80*4-636+/78-+*39/-
((((5+(8-9))-(8*2))*(1+(6-1)))-(8+9))	589-+82*-161-+*89+-
(((2+4)/((1/(4-0))/(5+(4-8))))+(8+8))	24+140-/548-+//88++
(((((0+7)/6)+6)+(8*1))/(6+((3-0)-4)))	07+6/6+81*+630-4-+/
(((3*(1/(5/(1-3))))-(0*(0/(4*4))))/3)	31513-//*0044*/*-3/
((1*((5-9)*((0-7)-(1/2))))/(7/(1*4)))	159-07-12/-**714*//
((8/(6/3))-((3+(8*2))*(4-(1/(5+3)))))	863//382*+4153+/-*-
((6*7)*((1*(6+(8+5)))+(7*(2/(3*1)))))	67*1685++*7231*/*+*
(((1*(9*(2/(0-7))))*1)/(9/(8+(9+1))))	19207-/**1*9891++//
((6-(6*(((7-(8+8))/(9*(6+3)))+9)))-1)	66788+-963+*/9+*-1-
((((1+(9/8))/(3/(6-7)))+(1*6))/(1/3))	198/+367-//16*+13//
(5-((6-4)+(0-(((1+8)*(8/(2/9)))/2))))	564-018+829//*2/-+-
((((1+5)*(7+((1-2)/2)))+(0*(7+5)))-3)	15+712-2/+*075+*+3-
((2*(3+(0+(2-3))))/(5-(6+(7+(4-2)))))	23023-++*56742-++-/
((7+(0-(8+((7-((3-5)+3))-(7-4)))))+8)	708735-3+-74--+-+8+
(5/((4*(7*(2*4)))*(5*(5/(8-(0/2))))))	54724***55802/-/**/
(((9*1)+1)-((1+(7+(2-9)))+(5/(8/1))))	91*1+1729-++581//+-
((0+(2+(9*(6*1))))-((7+(8/(4+9)))/3))	02961**++7849+/+3/-
((1/(9+6))+((2+4)/(8*(1*((9+9)+0)))))	196+/24+8199+0+**/+
(8+((1+((4*(7/2))/(5-4)))-(9+(5+6))))	81472/*54-/+956++-+
((7/(6+1))/(8/((9*(3/(2+3)))+(8/8))))	761+/89323+/*88/+//
(((0-9)+((6/7)+(5/((8-7)/9))))*(7/2))	09-67/587-9//++72/*
(0/((7*(1-(2*7)))/(9-(3/(4*(7+1))))))	07127*-*93471+*/-//
((4-(5+3))+((9+(9*(6-8)))-(6/(5/7))))	453+-9968-*+657//-+
((((5*7)*(3+(4*9)))-(8-3))/(1/(8-2)))	57*349*+*83--182-//
(((8+7)/8)+(0/(6+(((0/7)/(3+5))*3))))	87+8/0607/35+/3*+/+
((6+0)-(5-((7+4)*(7-(2-(4*(8/8)))))))	60+574+72488/*--*--
(((1*0)/(0+(4+9)))/(8+(8/(0*(7*4)))))	10*049++/88074**/+/
(((6+(4-6))-(6-0))*(6+(4/((9*0)-5))))	646-+60--6490*5-/+*
(3/(((2-(7-0))*(0*(2/(8-(4/6)))))/6))	3270--02846/-/**6//
((6+(2*0))+(8/(1/((7/1)/(3-(2/7))))))	620*+8171/327/-///+
(((8/(9-1))/(9-(6*(7/(8/1)))))+(2/8))	891-/96781//*-/28/+
((5/(2/(5/(0-(9*5)))))/(8/(5+(6-4))))	525095*-///8564-+//
((((2+3)/4)-(3+1))-(8/((0-1)/(8*0))))	23+4/31+-801-80*//-
(((5-7)-(4/8))*(8+(8+(7+(0+(6-1))))))	57-48/-887061-++++*
(4-((1-(1/(4/1)))*(8/(2-(7+(6*4))))))	41141//-82764*+-/*-
((3*7)+(5-(8+(8*(5+(5+(8+(7/3))))))))	37*58855873/+++*+-+
((((1+2)/(9+(8*2)))+(3+(6+(9+0))))*2)	12+982*+/3690++++2*
(2*((9-(2/4))+(0/((6*((6-6)/4))+5))))	2924/-0666-4/*5+/+*
((((0-(6/8))/4)/(9*((5-7)+8)))-(0/3))	068/-4/957-8+*/03/-
((3-((8-9)*(2/1)))*(4/((8*(9*8))+1)))	389-21/*-4898**1+/*
((9/1)/(0+(9*(5/(8-(7-(4*(0+2))))))))	91/09587402+*--/*+/
(((7/(2+(9-8)))*(3/(4+5)))-(7/(7*9)))	7298-+/345+/*779*/-
((((5+4)/(5+5))/(0*(4-4)))*(2+(3+4)))	54+55+/044-*/234++*
