(7-(4*(4*3)))	7443**-
(9+(3+(4*0)))	9340*++
(5+(5/(2+5)))	5525+/+
(1/(2*(8*6)))	1286**/
(5-(0/(9/1)))	5091//-
(1*(1-(3-5)))	1135--*
(9*(7*(7-4)))	9774-**
(1-((8+1)/1))	181+1/-
(2-((6+2)/8))	262+8/-
(3-(2*(2/7)))	3227/*-
(2+(0+(6*5)))	2065*++
(7-(5-(5*0)))	7550*--
(2/(4-(4+2)))	2442+-/
((3*5)-(6+8))	35*68+-
(2/(8+(3-4)))	2834-+/
(9*((3*7)*0))	937*0**
(7-(4-(8-6)))	7486---
(8/(5+(9-6)))	8596-+/
(4+(9-(9+0)))	4990+-+
(1/(1+(4+6)))	1146++/
((5/3)/(4-3))	53/43-/
(0-(3*(5*5)))	0355**-
(8+(2-(2-6)))	8226--+
(0/((4+0)+6))	040+6+/
((6-3)+(7*0))	63-70*+
(4+(9+(3*1)))	4931*++
(8*(7/(6*5)))	8765*/*
(3+(3*(8+0)))	3380+*+
(9*(4/(9+8)))	9498+/*
(0-(7+(6/3)))	0763/+-
(7-(7-(9*7)))	7797*--
(1-(0-(9*2)))	1092*--
(8+(4-(0*0)))	8400*-+
(8+(4-(2*6)))	8426*-+
(8-(1/(6*4)))	8164*/-
((5/4)-(4+3))	54/43+-
(1-(1+(4-6)))	1146-+-
(4-(0/(0-7)))	4007-/-
(6/(0*(5*8)))	6058**/
(7*(8/(9-1)))	7891-/*
((5*9)+(7-6))	59*76-+
(7/(8-(4+7)))	7847+-/
(5*(8-(1*2)))	5812*-*
(9*(0+(0+5)))	9005++*
(0/(1-(5/1)))	0151/-/
((7*6)*(8+5))	76*85+*
((2/6)+(9+9))	26/99++
((4/2)*(2+0))	42/20+*
(2+(7+(1-2)))	2712-++
(5*(5/(1+9)))	5519+/*
(1/(4-(0-7)))	1407--/
(5+(6/(6*4)))	5664*/+
(7+(6-(9/9)))	7699/-+
(1/(9/(6+7)))	1967+//
((9-(4+1))-3)	941+-3-
(0/(2*(5-3)))	0253-*/
((6/7)+(2+6))	67/26++
(5+(8+(8/3)))	5883/++
(6+(4/(4+3)))	6443+/+
(4+(4*(1+4)))	4414+*+
(2/(5/(4*0)))	2540*//
(9*(9-(1/9)))	9919/-*
(1*(2-(1/4)))	1214/-*
(1+(1+(9-1)))	1191-++
(9-(6/(1/5)))	9615//-
((9*8)+(2/3))	98*23/+
(0/(9/(0*7)))	0907*//
((1*0)/(4*6))	10*46*/
(8*(3*(1-6)))	8316-**
((0/3)*(8/2))	03/82/*
(1*(4/(1+8)))	1418+/*
(9/(3+(3/0)))	9330/+/
(0*(9-(3/6)))	0936/-*
(1-(0*(7-0)))	1070-*-
(1-((5/0)/5))	150/5/-
((0/5)/(0/2))	05/02//
(6-(1*(1*1)))	6111**-
(8-(8+(3/6)))	8836/+-
(5/(7+(4+7)))	5747++/
((4*(9*5))+4)	495**4+
(8/((7*0)*8))	870*8*/
((8*(9*8))/2)	898**2/
(9+(0-(1+9)))	9019+-+
(3-(9-(4+4)))	3944+--
(5*(5-(5-3)))	5553--*
(5+(1/(6*3)))	5163*/+
(5/(6+(3/7)))	5637/+/
(5-(8+(2-9)))	5829-+-
(6/(3-(9-3)))	6393--/
((6-6)/(7*5))	66-75*/
(4-(2*(5*2)))	4252**-
(4+(3-(8+6)))	4386+-+
(3/((1/8)+2))	318/2+/
(1+(0*(1+3)))	1013+*+
(1-(6+(3+8)))	1638++-
(3-(3-(5/0)))	3350/--
((7/7)+(3-7))	77/37-+
((5-3)-(4/1))	53-41/-
(6+((1+4)+1))	614+1++
((1-(2-7))+3)	127--3+
((1/0)/(4/1))	10/41//
(3-(6+(7-1)))	3671-+-
((0*(0+0))*6)	000+*6*
(8-(7+(1/1)))	8711/+-
(1/(3-(7+5)))	1375+-/
(0*(2+(1/4)))	0214/+*
(4*((1*4)+2))	414*2+*
(4*(3*(0*4)))	4304***
(8-(5/(4+0)))	8540+/-
(3+(1+(5+3)))	3153+++
(2*(1*(3-2)))	2132-**
(3-(9/(4*8)))	3948*/-
((5/9)*(8+3))	59/83+*
(5+(8-(8-6)))	5886--+
(3/(3-(5*8)))	3358*-/
((4+9)*(1/1))	49+11/*
(0/(6*(6/9)))	0669/*/
((8+3)+(6-3))	83+63-+
(7*(1/(1-8)))	7118-/*
(6*(2+(8/6)))	6286/+*
((5-2)-(2-2))	52-22--
(4+(4/(8-6)))	4486-/+
(9/(6/(6*9)))	9669*//
(8*(7*(3+7)))	8737+**
(5-(9-(5/2)))	5952/--
(1*(4/(0+3)))	1403+/*
(7/(8+(4/3)))	7843/+/
((3+5)/(8+1))	35+81+/
(4/(2-(3+3)))	4233+-/
(0-(8-(4-9)))	0849---
(8*(1/(5-6)))	8156-/*
((2-9)/(6+0))	29-60+/
(5/(1-(9*2)))	5192*-/
((2+2)+(8-6))	22+86-+
(5+((5+9)/1))	559+1/+
(8/(4+(3-8)))	8438-+/
(3+((3+3)*7))	333+7*+
((6*6)*(9/0))	66*90/*
((4-6)/(0/0))	46-00//
(0*(4/(2+0)))	0420+/*
(4/((6/6)/0))	466/0//
(4-(4+(1+1)))	4411++-
(7+(5/(6-7)))	7567-/+
(8*((3/0)*3))	830/3**
(8+(4/(2/2)))	8422//+
(8*(9+(0*3)))	8903*+*
(9+(2+(1-8)))	9218-++
(9/(3*(5/3)))	9353/*/
(9*((1-8)*2))	918-2**
(3+(1/(8-7)))	3187-/+
(6-(0*(3+5)))	6035+*-
((1-8)+(0/6))	18-06/+
(5-((1/1)-9))	511/9--
(2/(6-(4-1)))	2641--/
(9*(5-(3/8)))	9538/-*
(8*(4/(6/7)))	8467//*
(3-(8*(0-4)))	3804-*-
(4/(5/(0+4)))	4504+//
(9/((2/8)/0))	928/0//
(7/(4*(0-4)))	7404-*/
(8+(1-(9/3)))	8193/-+
((4+4)-(4/4))	44+44/-
(2*(3-(9+4)))	2394+-*
(4/(5-(0-1)))	4501--/
(0/(5/(0-5)))	0505-//
(0*(4*(4*6)))	0446***
(7+(4+(8+0)))	7480+++
(8-(2/(4/1)))	8241//-
(3/((4/2)+7))	342/7+/
(2*(6/(1*1)))	2611*/*
(0/(4+(4/6)))	0446/+/
(8*(8/(9/7)))	8897//*
(3*(1-(8+6)))	3186+-*
(5/(7+(4+4)))	5744++/
(3*(0+(5*6)))	3056*+*
(8+(7/(2/6)))	8726//+
(0-(5/(7*3)))	0573*/-
(3*(5-(9/3)))	3593/-*
(6+(3*(6/0)))	6360/*+
(5*(1*(8-9)))	5189-**
(9+(0-(3-0)))	9030--+
(9*(1*(6+4)))	9164+**
(9-(8/(3-8)))	9838-/-
(1/((3+9)*5))	139+5*/
(2*(6*(4/3)))	2643/**
(2-(5+(1-5)))	2515-+-
(8+(7-(2+3)))	8723+-+
(1-(1+(9/6)))	1196/+-
(7/(4*(5+7)))	7457+*/
(6/(4/(6/7)))	6467///
(3/(9*(5-9)))	3959-*/
((1*(8-8))+8)	188-*8+
(4/(8-(5*0)))	4850*-/
(9/(4*(4/6)))	9446/*/
(0*(4/(5-0)))	0450-/*
(1+(8*(0-7)))	1807-*+
(7/(5-(0*8)))	7508*-/
((0/1)/(0-6))	01/06-/
(2/(5*(1+7)))	2517+*/
(5/(5+(2/9)))	5529/+/
((1+6)-(9-0))	16+90--
((6*1)+(6/8))	61*68/+
(8-(0+(4-1)))	8041-+-
(2-(1-(0/0)))	2100/--
(4/(4-(8+3)))	4483+-/
(4-(9/(2+6)))	4926+/-
(0/(1-(8+0)))	0180+-/
(1+(5-(3*8)))	1538*-+
(5-(4/(7/9)))	5479//-
(9/(5*(8*0)))	9580**/
(0/((7/7)+3))	077/3+/
(1/(2+(4/8)))	1248/+/
(9/((6/8)-4))	968/4-/
(1+(8-(2/7)))	1827/-+
(3/(7/(6*8)))	3768*//
(3-(3/(1-0)))	3310-/-
(8/(9-(1+8)))	8918+-/
(1-(4-(6+3)))	1463+--
(0-((4*5)-7))	045*7--
((2/2)/(0/0))	22/00//
(3/(6-(7+4)))	3674+-/
(8-(2*(7-3)))	8273-*-
((2+6)*(9*2))	26+92**
(3/(0-(3-8)))	3038--/
((7*4)-(5*5))	74*55*-
(7/(1/(2+7)))	7127+//
(5*(9/(7/0)))	5970//*
((6/2)+(8*2))	62/82*+
(5/((7+1)/5))	571+5//
(2*(0*(2/5)))	2025/**
(5+((4-2)+8))	542-8++
(4/(7-(4+1)))	4741+-/
((6/6)-(5/4))	66/54/-
(7-(8-(0+4)))	7804+--
(0-(1/(7+0)))	0170+/-
(5+(7-(5*1)))	5751*-+
((0-(3/4))+4)	034/-4+
((8-(2/9))+6)	829/-6+
((6/5)+(3*5))	65/35*+
(3-((9*8)*9))	398*9*-
((6-8)-(8+0))	68-80+-
(0+(7*(6+0)))	0760+*+
((5+2)-(5/9))	52+59/-
(7*((2-7)/0))	727-0/*
(8+(7-(2*3)))	8723*-+
(7*(5*(1/2)))	7512/**
(9-(8+(2+9)))	9829++-
((0+3)*(1*7))	03+17**
(1*(6*(7+9)))	1679+**
(2/((0-2)/2))	202-2//
((4/0)*(0-0))	40/00-*
(3+(9/(0*5)))	3905*/+
(5*(9+(0+7)))	5907++*
((6+2)/(9*0))	62+90*/
(1-(0*(1-6)))	1016-*-
(7/(2+(6/6)))	7266/+/
(8-(9-(6-1)))	8961---
(9/(3-(6*6)))	9366*-/
(1*(4-(2/7)))	1427/-*
(2*(8/(6-2)))	2862-/*
(8-(7+(9*7)))	8797*+-
(7*((8-7)+5))	787-5+*
((9*6)/(9/0))	96*90//
(6*(7-(8*9)))	6789*-*
(5+(9*(7+0)))	5970+*+
(5*(8+(8-6)))	5886-+*
((6-9)+(3/4))	69-34/+
(4+((7*4)*7))	474*7*+
((2+9)/(0/0))	29+00//
(9+(5-(1+2)))	9512+-+
(9/(3/(6-3)))	9363-//
(3+((8-0)*2))	380-2*+
(0/(2*(7+3)))	0273+*/
(7/((1-2)/4))	712-4//
(0+(1/(1*6)))	0116*/+
(0/(3*(6-4)))	0364-*/
(9-(5-(9+7)))	9597+--
(3*((8*1)+6))	381*6+*
((8/2)*(1/1))	82/11/*
(2-(2+(4*0)))	2240*+-
((5+4)+(1+8))	54+18++
((3+2)*(8-0))	32+80-*
(8*(0+(0/7)))	8007/+*
(8-(5*(9+7)))	8597+*-
((7-1)+(1/1))	71-11/+
((5/4)/(5-5))	54/55-/
((2*6)*(6/9))	26*69/*
(9-(7-(0*1)))	9701*--
((7-5)/(3+5))	75-35+/
(7/(0+(5-5)))	7055-+/
(2*(1/(6-5)))	2165-/*
(9+(2/(9*7)))	9297*/+
((8-3)/(8-1))	83-81-/
(7+(3*(8*7)))	7387**+
(1+(6+(5/2)))	1652/++
((4/(0*2))/0)	402*/0/
(9*(3-(5-8)))	9358--*
(7+(7/(9-3)))	7793-/+
(0-(4+(9-9)))	0499-+-
((2/0)+(2/3))	20/23/+
(2+(0/(9-9)))	2099-/+
((2/4)-(5-5))	24/55--
((5*0)*(0-6))	50*06-*
(0-((3-4)*9))	034-9*-
(5/(2*(0*7)))	5207**/
((7/9)+(8*8))	79/88*+
((7/3)/(0-1))	73/01-/
(6-((6-0)+5))	660-5+-
(0*(6/(6+5)))	0665+/*
(3/(5+(6*5)))	3565*+/
(6/((0-4)-5))	604-5-/
(9/(0/(4*7)))	9047*//
(0+(3*(6/4)))	0364/*+
(5+(9-(6/1)))	5961/-+
((9/(9-9))/0)	999-/0/
((4/1)-(6-5))	41/65--
(6+(5-(8/3)))	6583/-+
(6*(9*(4/2)))	6942/**
(6-(7*(2*1)))	6721**-
(5-(9-(1-1)))	5911---
(7*(0-(7/5)))	7075/-*
(5*(4/(0/6)))	5406//*
(2*(9-(2-9)))	2929--*
(5*(1-(6+7)))	5167+-*
(3+(8+(3/7)))	3837/++
(3/(0+(1/7)))	3017/+/
(8+(3-(2+8)))	8328+-+
(1*(7-(5+8)))	1758+-*
((6/2)*(4*6))	62/46**
(2*(9-(7+1)))	2971+-*
(6-(4/(2+9)))	6429+/-
((8-0)/(0+6))	80-06+/
((4-3)+(6*8))	43-68*+
(8+(8*(1/2)))	8812/*+
((4-6)*(8+2))	46-82+*
(2/(9+(0+0)))	2900++/
(6+((2+8)*6))	628+6*+
(5+((0+6)*5))	506+5*+
((4-8)+(6*6))	48-66*+
(2*(5-(4+2)))	2542+-*
((1+5)/(0-9))	15+09-/
(9*((7+6)*9))	976+9**
(7/(4-(0*2)))	7402*-/
(1+(0+(3*8)))	1038*++
(1/(2*(2*1)))	1221**/
(0*(6/(1+3)))	0613+/*
(9+(8+(5/7)))	9857/++
(4-(1+(4*0)))	4140*+-
(3-(1*(9-7)))	3197-*-
(0/(8+(3/2)))	0832/+/
((0/5)/(5+6))	05/56+/
(2/(5+(9-1)))	2591-+/
((7*2)+(0/9))	72*09/+
(2/(6-(1/9)))	2619/-/
(3*((6+6)-8))	366+8-*
(0-(6+(2/7)))	0627/+-
(7/(4/(5+8)))	7458+//
((3*(8/9))*7)	389/*7*
(5/(8-(5*6)))	5856*-/
(0+(9-(2*5)))	0925*-+
(5/((0-0)*8))	500-8*/
(6+(7+(9+2)))	6792+++
(1*(5*(8/3)))	1583/**
(2+(8*(1-6)))	2816-*+
((6+3)-(4-3))	63+43--
(8/(9*(9+6)))	8996+*/
(8-((2+4)+3))	824+3+-
(4-(9*(9+7)))	4997+*-
((0-4)-(9+1))	04-91+-
(6+(4*(6/6)))	6466/*+
((6+6)+(3-7))	66+37-+
(4*(3+(8+9)))	4389++*
(5*(6+(2/4)))	5624/+*
(4/(9-(0+9)))	4909+-/
(7+(5/(0/9)))	7509//+
(4-(4+(9*7)))	4497*+-
(6*(2+(0+2)))	6202++*
(1*(1/(4*9)))	1149*/*
((9/7)/(8/1))	97/81//
((8*8)*(0/3))	88*03/*
((0+1)*(8/7))	01+87/*
(4*(7*(3*3)))	4733***
(9-(8*(3-8)))	9838-*-
(0*(7+(8*7)))	0787*+*
(6*(2-(8+4)))	6284+-*
(7+(3+(6*6)))	7366*++
(1-(5*(1+3)))	1513+*-
((7+8)+(2*2))	78+22*+
(3-(2/(5/0)))	3250//-
(4/(4/(5/7)))	4457///
((7/4)*(5/6))	74/56/*
(2/((4-1)/5))	241-5//
(4/(3/(9+8)))	4398+//
((2/(8/0))/5)	280//5/
(4+(2-(2-4)))	4224--+
(2-(6+(6+7)))	2667++-
(0-(7/(4+5)))	0745+/-
(7/(0+(6/3)))	7063/+/
((8*8)+(2+2))	88*22++
(2*((9*8)-1))	298*1-*
(0*(4+(9*5)))	0495*+*
(3/(6+(9+7)))	3697++/
(7-((9-8)-9))	798-9--
(8*(1-(1*6)))	8116*-*
((9+7)/(0+4))	97+04+/
(7/((2+8)-5))	728+5-/
(5*(0/(9-4)))	5094-/*
(3/(1/(1*3)))	3113*//
((7-7)*(7/5))	77-75/*
(5+(6+(6*1)))	5661*++
(4/((1+9)+4))	419+4+/
(9*(5+(7*0)))	9570*+*
(8/(8*(7-3)))	8873-*/
(3*(4+(4-5)))	3445-+*
(4/((0-9)-7))	409-7-/
(5-((9-9)-5))	599-5--
(4+((8+3)*9))	483+9*+
(4*(4*(2/4)))	4424/**
(7*((7+3)*2))	773+2**
(6*(9*(6-4)))	6964-**
((5*6)+(2*7))	56*27*+
(2+(5-(9/9)))	2599/-+
(3-(7+(6-8)))	3768-+-
((1/2)/(2+4))	12/24+/
(1/(8-(2-1)))	1821--/
(6-(4+(3-1)))	6431-+-
(2*(1+(9-5)))	2195-+*
((1*3)-(2-9))	13*29--
(9*((1*1)-1))	911*1-*
(5-(2*(3+0)))	5230+*-
(1+(1*(1+1)))	1111+*+
(3+(4-(4*2)))	3442*-+
((2/(3*8))/4)	238*/4/
(5/(4/(9-6)))	5496-//
(5-(9-(3+5)))	5935+--
(6+(9/(4*6)))	6946*/+
(6/(7+(8*9)))	6789*+/
(5+(8/(6*9)))	5869*/+
(0-(1-(9/1)))	0191/--
((4-1)+(8+1))	41-81++
(9+(2+(2/1)))	9221/++
(9-(9-(6-2)))	9962---
((8*(3*2))*2)	832**2*
(9/(2/(7/2)))	9272///
(1/(7/(1/0)))	1710///
(7+(1/(9/1)))	7191//+
(4/(4+(6+5)))	4465++/
(4*(1-(8+2)))	4182+-*
(2-(0-(2-9)))	2029---
(6/((9-7)+0))	697-0+/
(9+(0-(7+8)))	9078+-+
(3+(6-(2/9)))	3629/-+
(0+(0+(0+5)))	0005+++
(5*((1/6)-6))	516/6-*
(4/((6*6)+2))	466*2+/
(0+(5/(9*2)))	0592*/+
(8-(1+(4-2)))	8142-+-
((0*(2+8))+4)	028+*4+
(3/(1-(3/0)))	3130/-/
(2/(1-(7/0)))	2170/-/
(5-(7+(1*0)))	5710*+-
(6/((5/4)/8))	654/8//
(5+(7-(8-0)))	5780--+
(3/((3-3)/2))	333-2//
(2-(6*(3-8)))	2638-*-
(4-(0+(3*3)))	4033*+-
((1*(8*4))-9)	184**9-
(2-(4*(0+0)))	2400+*-
(3-(3/(8-7)))	3387-/-
(8+(2-(9+4)))	8294+-+
(1*(0*(6-7)))	1067-**
(4+(7+(1+3)))	4713+++
(8/(3+(8+9)))	8389++/
(8/(5+(4+8)))	8548++/
(7+(1*(9+5)))	7195+*+
(5*(2/(3-9)))	5239-/*
(9+(5*(4/9)))	9549/*+
((9+5)*(5+2))	95+52+*
(9*(9/(2*6)))	9926*/*
(8+(1/(9+7)))	8197+/+
((0-6)+(3*0))	06-30*+
(6/(0-(4+7)))	6047+-/
(5+(4+(0/8)))	5408/++
(6/(2*(8*7)))	6287**/
(9/(2-(4-9)))	9249--/
((3-(5*0))-8)	350*-8-
(5*(9*(0-4)))	5904-**
(3/(9*(8-3)))	3983-*/
((0*4)-(0+6))	04*06+-
(6/(5-(6*2)))	6562*-/
(3/((2-9)*3))	329-3*/
(1/(8+(7/3)))	1873/+/
(4+(5+(4-6)))	4546-++
((9/9)*(0-5))	99/05-*
(0*(3*(6+5)))	0365+**
(7*((8+3)+1))	783+1+*
(6+(3+(1/6)))	6316/++
(4/(9*(8/1)))	4981/*/
(2-(1*(6*4)))	2164**-
((9*9)/(9*1))	99*91*/
(6*(6*(3-6)))	6636-**
(5*(6-(9-2)))	5692--*
(6+((2+7)/4))	627+4/+
(1-(9+(7/8)))	1978/+-
(2+(1/(5-2)))	2152-/+
((6+4)-(3+6))	64+36+-
(9+(1+(1*8)))	9118*++
(3*(9-(6*9)))	3969*-*
(7-(9*(4*5)))	7945**-
(4/(2+(8+8)))	4288++/
((6-4)*(1-2))	64-12-*
(0+(7*(9*1)))	0791**+
(2+(6+(3*6)))	2636*++
((8/7)-(4/7))	87/47/-
(8+(2/(2/2)))	8222//+
(2-(1*(2-3)))	2123-*-
(3-(3-(4+6)))	3346+--
(5+(9+(7-0)))	5970-++
(3/(8*(6*6)))	3866**/
(3-(6+(7-8)))	3678-+-
(1-(7/(3*5)))	1735*/-
(4+(6+(2-1)))	4621-++
(4-(2-(3-7)))	4237---
(8+(2+(8/7)))	8287/++
((7/6)-(3*3))	76/33*-
((0/0)*(8/7))	00/87/*
(4/(5+(3+4)))	4534++/
(6+((0/4)/8))	604/8/+
((4-3)/(1-1))	43-11-/
(3-(3*(8+2)))	3382+*-
(0/((3+6)-1))	036+1-/
(2-(1+(7/8)))	2178/+-
(1/(4+(6-1)))	1461-+/
(7*(7*(3*3)))	7733***
(7-(2/(5*6)))	7256*/-
(1/(4*(4+6)))	1446+*/
((5*9)+(8+9))	59*89++
(4*(1/(8*7)))	4187*/*
(6/(6/(2*7)))	6627*//
(5*(5/(2+7)))	5527+/*
(6/((9/3)/8))	693/8//
((2+2)+(9-3))	22+93-+
(0*(7+(1+1)))	0711++*
((8+7)+(1*4))	87+14*+
((6*(5+4))+6)	654+*6+
(8+(0*(3-7)))	8037-*+
(9/(4*(5/0)))	9450/*/
(7+((1/4)+5))	714/5++
(2+(0*(6-6)))	2066-*+
(9*(4-(5/5)))	9455/-*
(8*(1*(5/6)))	8156/**
(2-(2/(0+4)))	2204+/-
(4/(9+(7*0)))	4970*+/
(7+(1-(1/3)))	7113/-+
(1*(3/(1/4)))	1314//*
(8/(1-(3*7)))	8137*-/
((6/6)-(9*9))	66/99*-
(7-(7*(9/8)))	7798/*-
(8/(2+(0/3)))	8203/+/
(9+(3/(5+4)))	9354+/+
((8*(4-9))-1)	849-*1-
(1+(5-(1*1)))	1511*-+
(9*(4/(3-2)))	9432-/*
(1*(5/(1*4)))	1514*/*
(2*(2+(0*2)))	2202*+*
(7*(4-(2+2)))	7422+-*
(7/(2/(6*9)))	7269*//
(6*(9-(4*0)))	6940*-*
(1+((4+0)/4))	140+4/+
(7/(2+(0+4)))	7204++/
(4/(6*(5+0)))	4650+*/
(1*(5/(3-5)))	1535-/*
((0-6)-(6*6))	06-66*-
(9+(9*(4+3)))	9943+*+
(1-(1*(9+4)))	1194+*-
((2*6)*(1*5))	26*15**
(7+((1+3)*1))	713+1*+
(5*(5*(1-4)))	5514-**
((7+8)+(0/0))	78+00/+
(3+(7*(9-2)))	3792-*+
(9-(5*(6-2)))	9562-*-
(1*((4*0)-0))	140*0-*
(7/(8*(7/0)))	7870/*/
(9/(8+(6-7)))	9867-+/
(7+(9+(8/1)))	7981/++
(5*((6*7)-9))	567*9-*
(3*(4*(1-8)))	3418-**
(6/(3-(1+8)))	6318+-/
(6/(4+(2*6)))	6426*+/
(4-(8*(5-0)))	4850-*-
((9-4)*(6/7))	94-67/*
(1/((3*6)/3))	136*3//
((5-0)-(4*5))	50-45*-
(4+(1+(4-4)))	4144-++
(7+(4-(6*3)))	7463*-+
((6*1)+(4*6))	61*46*+
(4-((5-6)/2))	456-2/-
(8-(1-(2/5)))	8125/--
(4+(6-(4/1)))	4641/-+
(6+(2+(5+4)))	6254+++
(9-(9+(2-0)))	9920-+-
((2-8)-(8+1))	28-81+-
(7+(3*(5-7)))	7357-*+
((5/5)*(3*9))	55/39**
((9+5)*(0+2))	95+02+*
(4*(9*(8/1)))	4981/**
(7+(8/(4-7)))	7847-/+
(5+((9/0)/2))	590/2/+
(3/(5-(5/3)))	3553/-/
((6-5)*(5/9))	65-59/*
(6-((1+1)/5))	611+5/-
((5+6)-(6*8))	56+68*-
((8*(3+7))-9)	837+*9-
(7*(0+(7+9)))	7079++*
(9+(4*(0+8)))	9408+*+
(4*(3+(0/9)))	4309/+*
((2+2)/(8-7))	22+87-/
(0+(4*(7-1)))	0471-*+
(3/(7/(7-7)))	3777-//
(5+((1*4)-7))	514*7-+
(9*(8/(1+7)))	9817+/*
(6/((2-7)/9))	627-9//
(8/(9-(6-4)))	8964--/
(9/(3/(7*7)))	9377*//
(1/(5-(1-0)))	1510--/
(3/(4+(1*1)))	3411*+/
(2+(0/(0-0)))	2000-/+
(8+(6+(7-1)))	8671-++
(0-(1+(4*6)))	0146*+-
(8-(3*(1+1)))	8311+*-
(4/((3-3)+1))	433-1+/
(4-((9*8)-9))	498*9--
(5-(7-(1+8)))	5718+--
(9/((1+7)/5))	917+5//
((7*3)+(8*0))	73*80*+
(0/(1-(2/6)))	0126/-/
((2*3)+(6*7))	23*67*+
(0/(6-(4-2)))	0642--/
((7/1)*(2-6))	71/26-*
(5-(0/(2-2)))	5022-/-
((4-4)+(7/2))	44-72/+
(2-(8-(0-1)))	2801---
(7-(3-(0+5)))	7305+--
(1/(0+(3/1)))	1031/+/
(2/(7*(3/6)))	2736/*/
(4*(1/(5*7)))	4157*/*
(8-(3/(2+7)))	8327+/-
(8-(3*(1-2)))	8312-*-
((3+8)*(2/0))	38+20/*
(2*(7*(0*9)))	2709***
(7/((3/5)*9))	735/9*/
(2*(8+(1-8)))	2818-+*
(9/(9+(7-0)))	9970-+/
((7/0)-(6+3))	70/63+-
(9-(4*(7+9)))	9479+*-
(1*(3*(3/5)))	1335/**
(9+((5/4)-6))	954/6-+
((9/(2-9))+1)	929-/1+
(1*(0+(7+8)))	1078++*
((7-3)*(8-0))	73-80-*
(7+(9-(7-9)))	7979--+
(8/(5*(9/3)))	8593/*/
(4/(1*(3+5)))	4135+*/
(3/(2/(7+1)))	3271+//
(4+(5/(5+5)))	4555+/+
(1/(9-(5+8)))	1958+-/
(1+(0-(1/4)))	1014/-+
(7-(6-(1/5)))	7615/--
(5/(0/(0*7)))	5007*//
(3+(3/(7+4)))	3374+/+
((0*1)+(8+0))	01*80++
((2+6)/(0*8))	26+08*/
(8/(6+(7-8)))	8678-+/
(1+((7-0)/5))	170-5/+
(7-((1*3)/2))	713*2/-
(5+(2*(6*5)))	5265**+
((2-9)-(4-5))	29-45--
((6/9)*(7+4))	69/74+*
(7/(0+(1+5)))	7015++/
((9/6)/(9-3))	96/93-/
(9+(0*(9-4)))	9094-*+
(0+(7+(7/8)))	0778/++
((3*0)/(5*5))	30*55*/
(7*(8-(0-4)))	7804--*
(3-(1+(6+6)))	3166++-
((1*5)*(9+1))	15*91+*
(1-(8-(3*0)))	1830*--
((2/2)+(1/2))	22/12/+
(6-(9*(5+9)))	6959+*-
(5-(9-(7-1)))	5971---
((4/3)-(3+4))	43/34+-
(2-(9*(8+4)))	2984+*-
(6-(4+(6*6)))	6466*+-
(0/(0*(6-5)))	0065-*/
(5/(1*(8-1)))	5181-*/
(4*(8/(0+1)))	4801+/*
(7-(1/(6*3)))	7163*/-
((9-(0*1))+2)	901*-2+
(1/(9/(3/8)))	1938///
(5*(5-(7*7)))	5577*-*
((1*5)*(6*2))	15*62**
(7+(3+(8+7)))	7387+++
(7/((1*4)-3))	714*3-/
(7+(2*(9/4)))	7294/*+
(4*(6*(7*5)))	4675***
(7+(3*(4+0)))	7340+*+
(8+(2*(6-2)))	8262-*+
(7/(6-(8-3)))	7683--/
(4-((7+1)*0))	471+0*-
(8*(9/(6*5)))	8965*/*
(7-(7*(8+3)))	7783+*-
((8*5)+(4+7))	85*47++
(9-(1-(8+9)))	9189+--
((5-8)/(4*2))	58-42*/
((2+5)/(1/6))	25+16//
(6+(6*(4+5)))	6645+*+
(6*(2/(3*1)))	6231*/*
(8-(8+(4/3)))	8843/+-
((6/4)/(5/6))	64/56//
((1/5)/(7+2))	15/72+/
(4+(1/(4/9)))	4149//+
((3+6)*(8*5))	36+85**
(5+(2+(3*8)))	5238*++
(3/(2*(0+4)))	3204+*/
(1/(1*(8+2)))	1182+*/
(9*(9/(3-6)))	9936-/*
((2/7)-(1+6))	27/16+-
(5-(9/(3*2)))	5932*/-
(0*(3*(4-9)))	0349-**
(6+(5+(6*3)))	6563*++
(1*(8*(6+9)))	1869+**
(0/(8-(7/3)))	0873/-/
(4/(5*(8+4)))	4584+*/
(2-(9/(5*0)))	2950*/-
((1-7)*(5*1))	17-51**
(0+(7-(4-8)))	0748--+
(7/(7-(2*8)))	7728*-/
(8*(1-(9*9)))	8199*-*
(3/(8-(7*5)))	3875*-/
(4/(8*(0*1)))	4801**/
(6-(8*(9-5)))	6895-*-
(5*(8-(5/1)))	5851/-*
(0-(4+(1*3)))	0413*+-
(7-(0+(1-7)))	7017-+-
(4+(1+(4/2)))	4142/++
((9/7)-(9/1))	97/91/-
(2-(9-(6*9)))	2969*--
((8*1)*(0*1))	81*01**
(0*(8*(0*1)))	0801***
(6/(3-(0+4)))	6304+-/
(5/(4+(2+3)))	5423++/
((0-8)-(6-4))	08-64--
(3/(9+(6+9)))	3969++/
(5/(9/(9+9)))	5999+//
((7*9)-(4/1))	79*41/-
(7+(7+(7-7)))	7777-++
(9/(0*(1+6)))	9016+*/
(0-(4*(9/9)))	0499/*-
(8/(0/(2/2)))	8022///
((5+7)*(8+8))	57+88+*
(7*(6+(5*2)))	7652*+*
(9+(9-(9+5)))	9995+-+
((2*8)/(4*2))	28*42*/
(6/((1/9)/9))	619/9//
(0*(3+(7-0)))	0370-+*
