((3-0)/8)	30-8/
((1-4)*3)	14-3*
(1/(1*4))	114*/
((3+9)+2)	39+2+
(8-(5*9))	859*-
((4/8)/6)	48/6/
(7/(2+5))	725+/
(9-(7+6))	976+-
(2+(9+3))	293++
((6/7)/7)	67/7/
(3*(1-5))	315-*
(5-(4/8))	548/-
(2+(1-5))	215-+
(3*(8+8))	388+*
((1/2)-2)	12/2-
(0/(4-2))	042-/
(1-(1+9))	119+-
(9+(3-6))	936-+
(7*(2/7))	727/*
((0+2)*7)	02+7*
(4/(0-7))	407-/
(8-(3/9))	839/-
(5+(6/1))	561/+
(6-(3+9))	639+-
(7+(4*0))	740*+
((3*1)*0)	31*0*
((8*6)/9)	86*9/
(5/(1-6))	516-/
(4-(3*6))	436*-
(0/(9-2))	092-/
(2/(1/2))	212//
((0/9)+7)	09/7+
(0*(0-2))	002-*
(4/(1*6))	416*/
((1*4)-1)	14*1-
(8-(2*0))	820*-
(7-(1-7))	717--
(2+(4+8))	248++
(8-(1+3))	813+-
(8+(8+4))	884++
(7-(2-0))	720--
((0*0)-5)	00*5-
(9-(9-8))	998--
((9/2)-9)	92/9-
(8-(8*0))	880*-
(0/(5*9))	059*/
((2*4)+6)	24*6+
((0/3)*3)	03/3*
(2-(1*0))	210*-
((1+3)/1)	13+1/
(4+(3/1))	431/+
(3-(1-1))	311--
(7-(3/0))	730/-
(8/(3/9))	839//
(5+(0*2))	502*+
(7/(3/5))	735//
(7-(1+7))	717+-
(2*(5-3))	253-*
(8+(6-0))	860-+
(2/(1+3))	213+/
(1/(4-7))	147-/
((5+9)-6)	59+6-
((7-2)+9)	72-9+
((9/4)*4)	94/4*
(4+(9*1))	491*+
((2*6)*5)	26*5*
((2/4)-8)	24/8-
(7-(0+1))	701+-
(9+(9/0))	990/+
(1*(5/9))	159/*
(8/(0*5))	805*/
(4*(8*5))	485**
((0/2)/2)	02/2/
(0-(0+3))	003+-
(7/(6-7))	767-/
(5-(9*4))	594*-
(2-(0/3))	203/-
((0/5)+0)	05/0+
((7*4)/7)	74*7/
(9*(7*1))	971**
((1+2)-8)	12+8-
(5*(3-8))	538-*
(5-(6-8))	568--
((9/0)*3)	90/3*
(8/(1/2))	812//
(5-(0-5))	505--
((8+4)*1)	84+1*
(3/(7/5))	375//
(5/(6-4))	564-/
(6*(8-3))	683-*
((7*7)*4)	77*4*
(0-(4+4))	044+-
((0/1)*1)	01/1*
((4-8)-9)	48-9-
(4/(2/2))	422//
((3*9)-1)	39*1-
(6-(1*5))	615*-
((8/7)/7)	87/7/
(4/(8*8))	488*/
(7-(0/7))	707/-
((5/7)+6)	57/6+
(8-(9*3))	893*-
(2+(1-5))	215-+
(0+(4-0))	040-+
(4*(4/3))	443/*
(7*(5-0))	750-*
((4+4)+6)	44+6+
(1*(7/3))	173/*
(3-(4*9))	349*-
(3-(4-6))	346--
((5+7)*6)	57+6*
(9+(5*9))	959*+
((6+1)-3)	61+3-
(9-(8/6))	986/-
((3+2)/4)	32+4/
(7-(7+4))	774+-
((6/4)+6)	64/6+
((6/8)*1)	68/1*
(1+(4-4))	144-+
(9/(7/7))	977//
((3*1)+2)	31*2+
(7-(9*6))	796*-
(5-(5*4))	554*-
((0-6)+6)	06-6+
(4/(8-3))	483-/
(5/(5+7))	557+/
(3/(2*1))	321*/
((1/4)*2)	14/2*
(1/(9+3))	193+/
(6/(9/7))	697//
(1-(8+0))	180+-
((5-9)*5)	59-5*
(3-(0/9))	309/-
((9+3)*2)	93+2*
((2/9)*0)	29/0*
((7*9)-1)	79*1-
((6-3)+9)	63-9+
(9/(4/0))	940//
((1-7)/3)	17-3/
((6+5)+8)	65+8+
(0-(9/3))	093/-
(2*(4*1))	241**
(6-(7-6))	676--
((5/6)/7)	56/7/
((7-1)*7)	71-7*
((7-4)/1)	74-1/
((5/5)*1)	55/1*
((6/4)-7)	64/7-
(8+(2+2))	822++
(4*(8-9))	489-*
(5-(0-4))	504--
(8+(9-7))	897-+
((6+6)*7)	66+7*
(4+(1-1))	411-+
(5*(1/6))	516/*
(8+(2/9))	829/+
((4+4)-0)	44+0-
((6+4)/0)	64+0/
(8/(7-3))	873-/
(6-(4/3))	643/-
(6+(2+1))	621++
(8/(6-4))	864-/
(2/(7+7))	277+/
(6*(6*6))	666**
(0-(7+6))	076+-
(4-(7+0))	470+-
((9-8)-7)	98-7-
(5-(3*0))	530*-
((0-0)/7)	00-7/
(0/(3+8))	038+/
((7-7)*7)	77-7*
(8-(5*7))	857*-
(8/(5+1))	851+/
((8/2)/9)	82/9/
(5+(6+8))	568++
((0/0)*4)	00/4*
((7+5)-6)	75+6-
(0*(2/8))	028/*
((7-3)/0)	73-0/
(0*(0/3))	003/*
(0+(6*6))	066*+
(7*(0+5))	705+*
(8/(0+7))	807+/
(0-(1*5))	015*-
(2*(6/0))	260/*
(8*(2/4))	824/*
((1-5)+3)	15-3+
(3/(3/3))	333//
(1-(4*4))	144*-
(1*(0-1))	101-*
(9*(7-2))	972-*
((6*7)/9)	67*9/
((6+6)-3)	66+3-
((2-2)-2)	22-2-
(0+(6/7))	067/+
((7*8)-3)	78*3-
(7/(8/8))	788//
((8/5)+9)	85/9+
(7*(0-1))	701-*
(6-(3*8))	638*-
(4-(2*4))	424*-
((1+8)/0)	18+0/
(8+(8*6))	886*+
(5*(3+5))	535+*
(7-(7/8))	778/-
(6+(8+1))	681++
(3-(5-3))	353--
(6/(7*7))	677*/
(1/(6*0))	160*/
(4-(0+8))	408+-
((4+2)-8)	42+8-
((9+9)-7)	99+7-
((0/8)-3)	08/3-
(9-(4-2))	942--
((8-9)*1)	89-1*
((2*1)/2)	21*2/
((7*4)-8)	74*8-
(1-(5*1))	151*-
(8-(1-4))	814--
(4-(7+3))	473+-
(2/(0+0))	200+/
((3-2)+6)	32-6+
((9*2)-2)	92*2-
(4-(5+9))	459+-
(9*(9/7))	997/*
((1+4)*1)	14+1*
((2-3)+7)	23-7+
(4-(7+6))	476+-
(5-(7-2))	572--
(7+(8*2))	782*+
(4-(8/1))	481/-
((3+6)+4)	36+4+
(4*(9/8))	498/*
(7*(8+6))	786+*
((4*7)/5)	47*5/
(6/(4-7))	647-/
(7/(6+5))	765+/
((1+5)+1)	15+1+
(6+(2-5))	625-+
(0/(2+2))	022+/
(4+(5*1))	451*+
((4*8)*7)	48*7*
((5/8)*7)	58/7*
(6+(3+0))	630++
((7/5)/9)	75/9/
(8-(4*2))	842*-
(2/(2/5))	225//
(0*(2/8))	028/*
(5+(9+3))	593++
((1*2)-2)	12*2-
((3*2)-2)	32*2-
(2+(7/3))	273/+
(0*(2-6))	026-*
(5*(7+7))	577+*
((6-2)-6)	62-6-
((6-4)-7)	64-7-
((1*7)*2)	17*2*
((8+4)/1)	84+1/
((3+5)/1)	35+1/
(1*(1/9))	119/*
(8/(8*6))	886*/
((9/6)-6)	96/6-
(5-(2*2))	522*-
((6/8)-3)	68/3-
(5*(0/8))	508/*
((3-3)*9)	33-9*
(9-(9*6))	996*-
(8-(5/1))	851/-
((7-1)*7)	71-7*
((1-2)-9)	12-9-
((7-2)*1)	72-1*
(1+(3*6))	136*+
(0*(8/4))	084/*
(0-(4*2))	042*-
(4-(1/1))	411/-
(0*(8+4))	084+*
(5+(3*3))	533*+
((5*9)-0)	59*0-
(1-(4-2))	142--
(0*(1-4))	014-*
((2/7)+1)	27/1+
((6/1)+3)	61/3+
(7+(1+8))	718++
(7/(7/8))	778//
(0/(5/4))	054//
(9/(1*5))	915*/
((6+0)-5)	60+5-
((0-0)-5)	00-5-
(0+(2/7))	027/+
(1*(7-4))	174-*
(5-(4+5))	545+-
((5-7)*3)	57-3*
(5/(7/5))	575//
(7*(5*9))	759**
((2+0)-4)	20+4-
(8*(5-8))	858-*
(1*(7-6))	176-*
((2*7)/5)	27*5/
((2-2)+2)	22-2+
(2/(5/8))	258//
((7+0)*0)	70+0*
(0+(9/4))	094/+
((6-0)/0)	60-0/
((9/4)/1)	94/1/
(4*(2/1))	421/*
((7-4)*9)	74-9*
(8-(3/9))	839/-
(2/(0/8))	208//
(2+(6*4))	264*+
((0*8)+4)	08*4+
(0-(6/3))	063/-
((0+7)*6)	07+6*
((3*0)/2)	30*2/
(0+(4*8))	048*+
(5+(4+9))	549++
((8-5)*1)	85-1*
(3-(2+9))	329+-
(3+(9-1))	391-+
(2*(3*3))	233**
(0/(7-8))	078-/
((6-5)*0)	65-0*
(9/(2+5))	925+/
((1+7)+7)	17+7+
(5*(0-9))	509-*
((4/9)+0)	49/0+
(8-(2+8))	828+-
(4+(8*3))	483*+
((9+7)-1)	97+1-
((7+8)*5)	78+5*
((1/9)*7)	19/7*
(9-(8/4))	984/-
((2-7)*5)	27-5*
(9/(6+3))	963+/
(6+(5/4))	654/+
(6/(9*9))	699*/
((8+8)*1)	88+1*
(9*(4-8))	948-*
(2/(4/7))	247//
((6/6)*1)	66/1*
(0-(5+3))	053+-
(9/(5*5))	955*/
(4/(0+7))	407+/
(2*(5/4))	254/*
(7/(3*8))	738*/
(1*(1+0))	110+*
((3/1)*7)	31/7*
(0+(7/8))	078/+
((0*5)-6)	05*6-
(4-(0/2))	402/-
(8/(0/6))	806//
(8*(6-1))	861-*
(5*(6+7))	567+*
(0-(6-0))	060--
((9+8)+1)	98+1+
((2-2)*3)	22-3*
((6*4)*1)	64*1*
((5*1)+3)	51*3+
(2-(6-3))	263--
(7*(4+6))	746+*
(7-(4*9))	749*-
(8-(9/3))	893/-
((4*9)/2)	49*2/
(9/(5*1))	951*/
(9/(8/8))	988//
(8*(9*6))	896**
((2*3)/1)	23*1/
((1-4)/9)	14-9/
(8+(6/4))	864/+
((2-5)-2)	25-2-
(8+(4/7))	847/+
(7+(5-3))	753-+
(6*(0/1))	601/*
(2/(5+0))	250+/
(2-(2+9))	229+-
((4-4)+9)	44-9+
((5*9)-6)	59*6-
(5-(4*5))	545*-
((2-7)-2)	27-2-
(9*(9+3))	993+*
(9-(0+6))	906+-
((0-4)/9)	04-9/
((0*3)*8)	03*8*
(9-(0+3))	903+-
(8+(2+9))	829++
(9*(8-7))	987-*
(1/(5*3))	153*/
((1+6)/3)	16+3/
((0-9)/6)	09-6/
((7*4)*6)	74*6*
((7/1)+5)	71/5+
((9+0)-2)	90+2-
(0*(7*7))	077**
(7*(6-5))	765-*
(6+(4+4))	644++
(3/(4+3))	343+/
(1*(1*5))	115**
(4-(1*0))	410*-
(7/(4*5))	745*/
((7*9)+6)	79*6+
((6+0)-3)	60+3-
((1-5)-8)	15-8-
(2-(4/7))	247/-
((1*5)/9)	15*9/
(4-(8-9))	489--
(1/(1/4))	114//
((0-5)/2)	05-2/
((1+6)-8)	16+8-
(5*(4+4))	544+*
((3*3)-6)	33*6-
(9+(6*8))	968*+
((0/0)*4)	00/4*
(6+(5*0))	650*+
((0*5)-5)	05*5-
((0+0)-4)	00+4-
(7+(3/7))	737/+
(5+(8/5))	585/+
((5*0)*9)	50*9*
((5/1)-4)	51/4-
(8*(7/7))	877/*
(7-(5-4))	754--
(3+(3+2))	332++
(4*(9/9))	499/*
(7*(6+6))	766+*
(6+(1-9))	619-+
(0/(4/8))	048//
(6+(9+8))	698++
(0*(5*8))	058**
((8-4)*5)	84-5*
((8*5)-5)	85*5-
(2*(6*5))	265**
((8+1)/7)	81+7/
(2/(1/1))	211//
((7+9)+8)	79+8+
(4*(4+9))	449+*
(3+(6+5))	365++
(8/(4+5))	845+/
((6*0)-4)	60*4-
(1-(5*2))	152*-
((9/0)/0)	90/0/
(7/(8-3))	783-/
(5+(9*9))	599*+
((7/0)/8)	70/8/
((8*7)*1)	87*1*
(6/(9-6))	696-/
(1-(8/0))	180/-
((5+0)-4)	50+4-
((0*5)/2)	05*2/
((5*9)+9)	59*9+
(9+(2*8))	928*+
((9-1)*3)	91-3*
(0*(5/1))	051/*
(4+(2*9))	429*+
(9-(7*3))	973*-
(2/(3+0))	230+/
(2/(1+5))	215+/
((0/4)/4)	04/4/
(1/(5*9))	159*/
(2-(4+1))	241+-
(9/(3/1))	931//
((7+9)+9)	79+9+
(7+(3*6))	736*+
((2+3)*7)	23+7*
(5*(0+8))	508+*
(2+(0+1))	201++
(2+(6/5))	265/+
(5*(3+9))	539+*
((5*1)+4)	51*4+
((1/2)*4)	12/4*
(1+(4-1))	141-+
((0*3)+5)	03*5+
(0+(8*1))	081*+
((7/0)*5)	70/5*
(7/(3-9))	739-/
(4*(4-7))	447-*
(1-(7*8))	178*-
((4*7)+7)	47*7+
(2*(2-1))	221-*
(8+(8*0))	880*+
(4/(6+1))	461+/
((7-9)*4)	79-4*
(3*(4/1))	341/*
(3-(4*0))	340*-
(5+(1+4))	514++
(2-(2-9))	229--
(6-(3-2))	632--
(3*(3-6))	336-*
(2+(0+0))	200++
(5*(4+6))	546+*
(2/(2*8))	228*/
((2+6)-1)	26+1-
((3-9)+5)	39-5+
((9*4)+5)	94*5+
(3*(2-6))	326-*
(2*(7-0))	270-*
(2-(6-5))	265--
(2*(6*8))	268**
(4*(1/9))	419/*
((9-7)*9)	97-9*
(6-(7/5))	675/-
((5*3)/5)	53*5/
(1*(8-8))	188-*
((9+5)+1)	95+1+
((8-1)/1)	81-1/
((8-3)*8)	83-8*
(0+(1+3))	013++
((5*0)-4)	50*4-
(5/(5*2))	552*/
((7*3)-1)	73*1-
(7/(1+8))	718+/
(0/(7+2))	072+/
((1-7)-2)	17-2-
((8*5)/5)	85*5/
(0*(6/1))	061/*
((2/2)+4)	22/4+
(5*(9+2))	592+*
(9/(4*8))	948*/
((0-5)*1)	05-1*
(6/(3/2))	632//
((2+6)/1)	26+1/
((8*9)/8)	89*8/
((2*8)/5)	28*5/
((3/1)*0)	31/0*
((1-3)+4)	13-4+
(7-(4+4))	744+-
(7+(6+0))	760++
(7*(9+7))	797+*
((7-8)/2)	78-2/
(4+(0-8))	408-+
(9/(7*0))	970*/
((6/5)/6)	65/6/
((0-6)*7)	06-7*
(4*(9/3))	493/*
(6*(2*0))	620**
(1*(6/2))	162/*
((2-3)*0)	23-0*
(4*(1-1))	411-*
(0+(7+6))	076++
(2/(1+9))	219+/
(3+(7+0))	370++
(8+(5+7))	857++
(6+(1+6))	616++
(5-(0*3))	503*-
(6+(8-1))	681-+
((5-5)+9)	55-9+
((6-0)+5)	60-5+
((1+2)+6)	12+6+
((2/0)+6)	20/6+
((2+4)*8)	24+8*
((2/2)+8)	22/8+
(4*(7+5))	475+*
(8*(2*4))	824**
((3/9)+7)	39/7+
(8-(8-0))	880--
(2/(7/7))	277//
(5/(3/7))	537//
(8/(4*5))	845*/
((2+1)/0)	21+0/
(9*(3*7))	937**
(4/(4/1))	441//
(7/(1+6))	716+/
((7-5)*4)	75-4*
(0+(8+2))	082++
(4+(8-1))	481-+
(6/(2-6))	626-/
((8/4)/5)	84/5/
((4/6)*3)	46/3*
((9/0)*7)	90/7*
((3-4)/8)	34-8/
(4-(6-1))	461--
((3/1)/2)	31/2/
((0-9)/0)	09-0/
((9-7)-4)	97-4-
((0*9)/5)	09*5/
(2/(2*8))	228*/
(7*(1+1))	711+*
(0/(1+5))	015+/
((3+9)+9)	39+9+
((8-8)+0)	88-0+
((3/3)-3)	33/3-
(7*(0+7))	707+*
((6/2)/1)	62/1/
(1*(1*9))	119**
(1/(4+5))	145+/
(8-(2+7))	827+-
(4-(8-6))	486--
((9/7)-5)	97/5-
((8*1)*2)	81*2*
(1*(1*8))	118**
(2*(6*5))	265**
(6/(1*7))	617*/
(2/(7-5))	275-/
(9-(0/2))	902/-
(5/(4*9))	549*/
(4*(5+0))	450+*
(5/(6-3))	563-/
(9/(2+6))	926+/
((5-8)+8)	58-8+
(4*(2*1))	421**
((9/5)/0)	95/0/
(2+(3*6))	236*+
((5+7)-5)	57+5-
((5/3)+4)	53/4+
((7/9)/3)	79/3/
(4*(5-2))	452-*
((2-5)+7)	25-7+
((4-0)*0)	40-0*
(5*(2/8))	528/*
((3+0)-2)	30+2-
(9*(7/5))	975/*
(4*(3/5))	435/*
((9+3)*0)	93+0*
((1+3)*7)	13+7*
(4-(9+3))	493+-
(1*(8-0))	180-*
(1+(9-7))	197-+
(0/(9*1))	091*/
(7+(3/6))	736/+
(6*(6/0))	660/*
((7+9)*1)	79+1*
(6/(5-2))	652-/
((8+4)/2)	84+2/
(0+(0-7))	007-+
(6/(9*4))	694*/
(9+(2-3))	923-+
((7*0)/3)	70*3/
((4-5)*3)	45-3*
((1/1)*6)	11/6*
(8+(1*3))	813*+
((1+3)/6)	13+6/
((5+5)+3)	55+3+
(2-(3/1))	231/-
((5/8)+6)	58/6+
((4*8)-2)	48*2-
(6*(5+9))	659+*
((9+0)/1)	90+1/
((8-4)-3)	84-3-
(8/(0*9))	809*/
((0/9)-3)	09/3-
((7-5)-2)	75-2-
(5+(0*6))	506*+
((4*9)+9)	49*9+
(1*(6+8))	168+*
((7+9)+0)	79+0+
(3+(7/9))	379/+
(3/(6+1))	361+/
(5-(3/1))	531/-
(2*(8*7))	287**
(2-(3-0))	230--
(6*(7-4))	674-*
(5-(6-9))	569--
((7-4)*4)	74-4*
((2/8)-3)	28/3-
((4+1)-7)	41+7-
((3+8)*6)	38+6*
((9+9)/9)	99+9/
((8*0)+6)	80*6+
(6+(2-9))	629-+
((5-9)/0)	59-0/
(2-(7/5))	275/-
((2*6)*7)	26*7*
(9+(5-2))	952-+
(5*(5*3))	553**
(2+(0+0))	200++
(3+(5+4))	354++
(8+(8/2))	882/+
((7*6)-4)	76*4-
(5/(6*5))	565*/
((2*1)-3)	21*3-
(4-(1*6))	416*-
((8*8)+3)	88*3+
(8/(8/1))	881//
((6/5)*9)	65/9*
(0/(7-3))	073-/
(9/(8-2))	982-/
(7-(5*3))	753*-
(9+(6*7))	967*+
(8*(2-9))	829-*
((5+6)*7)	56+7*
((1-4)/8)	14-8/
((5*9)/3)	59*3/
(9-(2/8))	928/-
((2+9)*0)	29+0*
(1*(6*8))	168**
(5-(2/7))	527/-
(1+(4-1))	141-+
(2/(4-7))	247-/
((7*7)/1)	77*1/
(1*(1*2))	112**
((7/1)-5)	71/5-
((9/3)-5)	93/5-
(2-(9*2))	292*-
((4-0)+8)	40-8+
(3+(8+0))	380++
((1/4)-5)	14/5-
((5-7)*8)	57-8*
((6-1)-1)	61-1-
(4/(7*0))	470*/
((0-7)+1)	07-1+
(3+(2/2))	322/+
(4/(4-8))	448-/
(8-(2+3))	823+-
(1-(0+5))	105+-
((8+1)/7)	81+7/
((2*1)+7)	21*7+
(5/(4/9))	549//
(7*(2+9))	729+*
(2+(2/4))	224/+
((3*1)*7)	31*7*
(9+(9*7))	997*+
((0/6)-7)	06/7-
(5-(6/8))	568/-
((2*6)+1)	26*1+
(7+(5/8))	758/+
(3*(6/0))	360/*
(3*(9-3))	393-*
(4*(1/6))	416/*
(0/(4+2))	042+/
((9/8)-7)	98/7-
((8+7)*7)	87+7*
(5+(7/8))	578/+
((3*0)*4)	30*4*
(2+(3+9))	239++
((7*9)+4)	79*4+
(8/(4*2))	842*/
((2*2)+9)	22*9+
((3-8)-3)	38-3-
(4*(7+8))	478+*
(5*(5*4))	554**
(2*(9/0))	290/*
(0+(2/9))	029/+
((4/9)+4)	49/4+
((5-2)*0)	52-0*
(9*(8*8))	988**
(5-(1+6))	516+-
(2*(4*6))	246**
(2*(0-4))	204-*
((8/4)-1)	84/1-
(0+(7-8))	078-+
((3-7)/2)	37-2/
(4+(1/1))	411/+
(2/(2+5))	225+/
(5/(3-5))	535-/
((7*1)*8)	71*8*
((5/2)*1)	52/1*
((7-1)/7)	71-7/
(2*(8-3))	283-*
(7/(7-3))	773-/
((6/4)-4)	64/4-
(5-(5-6))	556--
((5*2)-3)	52*3-
(8-(6/6))	866/-
(9*(6/3))	963/*
((6-7)/1)	67-1/
((6/7)-8)	67/8-
(0+(5+1))	051++
(7+(8+8))	788++
((7+0)/9)	70+9/
((9*5)-4)	95*4-
(8/(9*1))	891*/
(7+(4*9))	749*+
(5/(3*0))	530*/
((9*5)/6)	95*6/
(7+(2/9))	729/+
(2*(3/0))	230/*
(6/(5/0))	650//
(3/(5/4))	354//
(1+(4/8))	148/+
(2/(5*6))	256*/
(4/(2-1))	421-/
(1+(0/5))	105/+
((1/9)*6)	19/6*
((0+0)/1)	00+1/
(5/(5*4))	554*/
((0-0)-9)	00-9-
(4+(6-2))	462-+
(8/(1/7))	817//
(0-(5/8))	058/-
(5+(4*6))	546*+
((8*6)+6)	86*6+
(4*(7/5))	475/*
(9*(7*5))	975**
((0/4)/7)	04/7/
((9*6)/5)	96*5/
((7/8)+5)	78/5+
((4+5)*1)	45+1*
((8+4)-0)	84+0-
(7*(7+0))	770+*
((6-5)+0)	65-0+
(9-(0/1))	901/-
(9+(8*6))	986*+
((2+1)-3)	21+3-
((7-3)+8)	73-8+
((3/2)+9)	32/9+
(1*(1+8))	118+*
(5-(8-9))	589--
((2/1)+4)	21/4+
(3/(9*0))	390*/
((2*3)-2)	23*2-
(5/(5-5))	555-/
(8*(7/5))	875/*
(5-(0*3))	503*-
((7*3)*1)	73*1*
((9+1)*0)	91+0*
(1+(7-5))	175-+
(2-(4+2))	242+-
(6/(8/2))	682//
((9+2)-3)	92+3-
(0+(9+1))	091++
(4+(1-8))	418-+
(0+(7+5))	075++
(7/(2-6))	726-/
(7-(0*3))	703*-
((9/9)+7)	99/7+
(5-(5*6))	556*-
((3-0)-2)	30-2-
(7/(5/4))	754//
(7+(5+0))	750++
((2/6)*3)	26/3*
(1*(0/0))	100/*
(2+(4+1))	241++
(6*(8-4))	684-*
((2*7)*7)	27*7*
((2+1)/7)	21+7/
(0/(0+8))	008+/
(5/(7*3))	573*/
(4/(8-7))	487-/
(8/(5*0))	850*/
((2*8)-1)	28*1-
(1/(8/5))	185//
((9+6)-0)	96+0-
((5*0)+8)	50*8+
(7*(6/4))	764/*
(8-(9*4))	894*-
(9*(5*0))	950**
((8-8)+4)	88-4+
((7-0)/4)	70-4/
(0*(7*9))	079**
((4-8)+7)	48-7+
(7/(3*1))	731*/
(0+(0*3))	003*+
((0-2)-2)	02-2-
((4/4)-9)	44/9-
((0+1)+5)	01+5+
(4*(4*7))	447**
(1+(1-9))	119-+
(0-(8-1))	081--
(2/(1/7))	217//
(2-(3*4))	234*-
(7+(5-9))	759-+
(4/(5/0))	450//
(8-(5-6))	856--
(3+(7*0))	370*+
((2+8)*5)	28+5*
(5-(7-0))	570--
(0*(8-0))	080-*
(4+(3*9))	439*+
(0*(9-2))	092-*
(5+(5-7))	557-+
((2/3)/4)	23/4/
(0/(8/1))	081//
((0*3)-7)	03*7-
((5*8)+2)	58*2+
(0*(8+6))	086+*
((6-9)-6)	69-6-
((4*5)+0)	45*0+
(8+(0-3))	803-+
(5/(0-5))	505-/
((0/8)-4)	08/4-
(5/(3/4))	534//
(9*(6-2))	962-*
((4+7)/1)	47+1/
(2*(4/5))	245/*
((6*0)+9)	60*9+
((7-2)+7)	72-7+
(2+(5-2))	252-+
(0+(2+4))	024++
(7/(0-8))	708-/
(8+(3/5))	835/+
(2/(3*1))	231*/
(3/(9*9))	399*/
((5-0)-4)	50-4-
(3/(0+6))	306+/
((9-1)+6)	91-6+
(1*(0-4))	104-*
((9-5)-7)	95-7-
((8*2)-3)	82*3-
(2+(2+2))	222++
(7/(7-8))	778-/
(9*(3*6))	936**
(8/(4-0))	840-/
((9-4)+1)	94-1+
(2-(1/9))	219/-
((5/8)+8)	58/8+
(4*(0-1))	401-*
(8-(7-5))	875--
((8/1)*7)	81/7*
((6*7)/3)	67*3/
((1-0)*5)	10-5*
(4*(7+4))	474+*
(8/(4*6))	846*/
(1/(2+4))	124+/
(0/(2+5))	025+/
(2/(8/9))	289//
((8*7)+6)	87*6+
((6/7)+2)	67/2+
(4-(2*3))	423*-
((2+9)-7)	29+7-
((4+8)-7)	48+7-
(8*(4/0))	840/*
(6+(2/9))	629/+
((2-3)-0)	23-0-
(7/(4*1))	741*/
(5*(3*4))	534**
(5*(5*6))	556**
(1*(0-8))	108-*
(1*(7*8))	178**
(4+(4*6))	446*+
(0/(4+8))	048+/
(2/(3*9))	239*/
(7+(0*7))	707*+
(2*(4/3))	243/*
((2*0)-7)	20*7-
((0*3)*8)	03*8*
((0/2)+5)	02/5+
((5-1)/1)	51-1/
((9*5)*6)	95*6*
(9+(9-7))	997-+
((8*0)*9)	80*9*
(7+(0-5))	705-+
(1-(8*8))	188*-
((3+1)/5)	31+5/
(7/(5*9))	759*/
(6+(9-2))	692-+
(3/(9*2))	392*/
(5*(7/6))	576/*
(8*(5*8))	858**
((6*8)+0)	68*0+
((4/7)/5)	47/5/
((9/9)+7)	99/7+
((2+1)+3)	21+3+
(8*(4*1))	841**
(9/(7+3))	973+/
((5-8)-5)	58-5-
((5/1)*1)	51/1*
(2/(9+0))	290+/
((5/4)+0)	54/0+
(7-(9/6))	796/-
((8-2)/3)	82-3/
(5/(2+9))	529+/
(6+(3/2))	632/+
(3*(0*7))	307**
(1*(0-8))	108-*
(6+(4-0))	640-+
(5-(6/6))	566/-
(4*(4-1))	441-*
(2-(6/2))	262/-
((7/7)-3)	77/3-
(6/(7+6))	676+/
(5+(8*5))	585*+
((2/7)+5)	27/5+
(2*(8-6))	286-*
(0*(4*5))	045**
((9-0)*4)	90-4*
((6+8)+5)	68+5+
(3-(9*5))	395*-
(3+(7+6))	376++
(5*(9*2))	592**
(7-(7/8))	778/-
(6-(5-3))	653--
(1*(6+4))	164+*
(5+(8+3))	583++
((4*5)+5)	45*5+
(4/(9/4))	494//
((9+1)+7)	91+7+
(5+(4*7))	547*+
((9*1)-2)	91*2-
((0*9)+4)	09*4+
(5*(5/3))	553/*
(7/(5+7))	757+/
(1/(9+1))	191+/
(5-(0/7))	507/-
(0/(8-6))	086-/
(0/(2-0))	020-/
(8-(2/8))	828/-
(5/(6-2))	562-/
(9+(5*0))	950*+
(1/(4/4))	144//
((8/9)-1)	89/1-
(9-(8+2))	982+-
(4+(6/1))	461/+
((4+3)/1)	43+1/
(3*(8*7))	387**
(2-(3/6))	236/-
(6-(7*9))	679*-
(4/(9-5))	495-/
((1-1)+9)	11-9+
(2*(8/0))	280/*
(7-(0*4))	704*-
((0+2)/0)	02+0/
(2*(4+5))	245+*
((5+2)+8)	52+8+
((8/1)+1)	81/1+
((9/4)/8)	94/8/
((4/5)+0)	45/0+
((4-4)+0)	44-0+
(1-(2-9))	129--
((8+8)-6)	88+6-
(0+(7*4))	074*+
(6/(5/3))	653//
(1+(7*8))	178*+
((3+8)-0)	38+0-
(2-(0-4))	204--
((2+1)+7)	21+7+
((7*9)/3)	79*3/
(7/(0*1))	701*/
((2-5)+7)	25-7+
(7/(7*2))	772*/
(4/(6+3))	463+/
((5*5)-7)	55*7-
((2+7)+6)	27+6+
(0-(8+5))	085+-
(1-(8-0))	180--
(7*(1+0))	710+*
((3*5)*2)	35*2*
(9-(3+2))	932+-
((1-9)/5)	19-5/
((1*5)+9)	15*9+
(5-(4+4))	544+-
((4+7)/3)	47+3/
(0+(9+1))	091++
((1*2)-1)	12*1-
(9+(9/7))	997/+
((0+3)-2)	03+2-
(7*(9*6))	796**
((5*3)+0)	53*0+
((9*8)*3)	98*3*
(2-(5*2))	252*-
((5+2)+7)	52+7+
(8/(9*4))	894*/
(4+(7+6))	476++
(3*(2-4))	324-*
(7/(0+5))	705+/
(6/(6/6))	666//
(4*(8-5))	485-*
(1+(7+9))	179++
(3+(8-0))	380-+
((2/3)+3)	23/3+
(9/(5+6))	956+/
(7*(6*0))	760**
((9+0)/0)	90+0/
((6-1)*5)	61-5*
((4-6)/6)	46-6/
((0*3)-4)	03*4-
(6+(3-4))	634-+
(1-(2-8))	128--
((6*6)-4)	66*4-
((0*7)+8)	07*8+
((4/8)/3)	48/3/
