(((2+0)-(9*2))*(6*9))	20+92*-69**
((6/3)*((9+0)*(8*2)))	63/90+82***
((2-2)*((9*(1*8))-(3/7)))	22-918**37/-*
(((7-4)*5)+(8/(6*2)))	74-5*862*/+
((7/(3+7))*(7*(7-1)))	737+/771-**
(3*(8-((1-(7+4))/1)))	38174+-1/-*
((8-4)+((8*7)+(8+(0-4))))	84-87*804-+++
((4*(4-4))+(1/(5-6)))	444-*156-/+
(((8+4)/(7/9))*(6*(6-2)))	84+79//662-**
(((8/9)/(5+(9-4)))+3)	89/594-+/3+
((9/((6-4)*(3-9)))-(7-0))	964-39-*/70--
(2*(9+(4*(7*(8-1)))))	294781-**+*
((9-(0/0))+(8*(9+9)))	900/-899+*+
(((7*9)/6)*(5+(2*9)))	79*6/529*+*
((4/(9+8))/((9-8)*(9/5)))	498+/98-95/*/
((2*(1-(8*4)))-(5-4))	2184*-*54--
(((2/7)/6)-(3+(3+(3*1))))	27/6/3331*++-
((3/(7-(9-2)))+(4-(5*7)))	3792--/457*-+
((7/5)/(0/((0+4)+(3-6))))	75/004+36-+//
((((8+0)+0)*0)-(5*0))	80+0+0*50*-
(1-((7/(0*(5*3)))-(6/4)))	17053**/64/--
(((3-(6/5))*(8-8))*(0-5))	365/-88-*05-*
((9*(9/(6/1)))/(7/7))	9961//*77//
(((9+8)-3)*(0-(3/8)))	98+3-038/-*
(9*(6*((6-(5-(7+6)))+0)))	966576+--0+**
((7-(5*9))*(8/(2-1)))	759*-821-/*
((7+(0+(2*1)))/(4+(5-7)))	7021*++457-+/
((8*(7+(7*(5-6))))/(5-2))	87756-*+*52-/
((0/(2*(5+6)))*(6+9))	0256+*/69+*
(((5-(6+(3/4)))+3)+(7*1))	5634/+-3+71*+
(8/(((9+(0+8))*(3+4))*5))	8908++34+*5*/
(6/((0*(9/2))*(7/8)))	6092/*78/*/
(((1/9)+(8+2))+(9/0))	19/82++90/+
((0-0)/((3/9)*(4-0)))	00-39/40-*/
((6/0)+(0/(1/(7/8))))	60/0178///+
((2+1)+(((7+4)-5)+(4/5)))	21+74+5-45/++
(((((4-5)-(0+5))+1)-2)/2)	45-05+-1+2-2/
(4-((3/4)*(6-(7-7))))	434/677--*-
((3+9)/(0*(6*(2+0))))	39+0620+**/
(4-(((7/6)+(4-0))+(1+9)))	476/40-+19++-
(3-(5/((3+9)-(2-(5*3)))))	3539+253*--/-
((0/2)+(1+(1*(1-(8+0)))))	02/11180+-*++
(0-((5-3)/(5/(1/(4*2)))))	053-5142*///-
(((0/(1/7))*7)-(0/0))	017//7*00/-
((8/(2/(7-(9+5))))/3)	82795+-//3/
((9/(8+3))-(9+(4*9)))	983+/949*+-
((8+(6*0))+(0*(8*0)))	860*+080**+
((8+(1/7))+((6+3)-(3/0)))	817/+63+30/-+
((3*(1-(4*(2/6))))/2)	31426/*-*2/
(1+(((4+(8*5))-3)*7))	1485*+3-7*+
(1+((6*5)+(7-(7+(7*8)))))	165*7778*+-++
((6+(5*4))*(3-(8-3)))	654*+383--*
(5/((7-(2-0))*(8-4)))	5720--84-*/
(((0-5)/(4/(2/9)))/9)	05-429///9/
(4*(5*((9-(7*6))+7)))	45976*-7+**
((7-(3-0))-(7*(0-8)))	730--708-*-
(0/(6/((7/(3-4))-2)))	06734-/2-//
((3+(1+8))*(9/(2/(2-4))))	318++9224-//*
((0+(7*8))+(1+(3*2)))	078*+132*++
(((2/9)-(0-(7/8)))+(1-0))	29/078/--10-+
((1-(7-5))+(4*(0-4)))	175--404-*+
((5+4)/((3-(5*2))/(6-6)))	54+352*-66-//
((4/3)-(7/(8+(6*6))))	43/7866*+/-
((1*(5-2))+(3+(7+9)))	152-*379+++
((9+(3*(2*6)))*(5-(4+1)))	9326**+541+-*
(((6/(5+2))+6)/(7+4))	652+/6+74+/
(((0-0)-(4-3))/(3-(3*6)))	00-43--336*-/
(2*(6+(0-((8/(3+9))-9))))	260839+/9--+*
(9+((0-(6/0))+(1/(7*6))))	9060/-176*/++
((((1+4)/3)-(5/3))-(1-1))	14+3/53/-11--
(7/(7+(9/(6-(0+1)))))	779601+-/+/
(1-(((8+4)-1)+(5/1)))	184+1-51/+-
((4-(8/(3-7)))/(0/(8+6)))	4837-/-086+//
(((3-3)-(1*(1*(3*8))))+2)	33-1138***-2+
((1+(8+(0-7)))+(0-(2-0)))	1807-++020--+
(((3/(9/1))-0)-(7+8))	391//0-78+-
((1*((3-(2/4))+1))+(7-4))	1324/-1+*74-+
(((1/4)-(9-2))-(4-(0+7)))	14/92--407+--
((3+7)+(2/(7*(4-3))))	37+2743-*/+
((8+(7+1))/(7+(2/(7+7))))	871++7277+/+/
(((6+2)*(9/6))-(1*1))	62+96/*11*-
(((2-(5+9))*(4*0))*(5/8))	259+-40**58/*
(9-(7+(9/(5*(8/8)))))	979588/*/+-
((6*((5+7)/(0*2)))+(8+5))	657+02*/*85++
(((3/0)+1)*(4/(6-(9/3))))	30/1+4693/-/*
((8*(5/(9+3)))/(5+3))	8593+/*53+/
((4*(7-(6+0)))-(5-(0*0)))	4760+-*500*--
(((8+(3+3))+(9-1))*1)	833++91-+1*
((0*(2+4))-(7+(7/4)))	024+*774/+-
((8/(5/3))*(5-(4-3)))	853//543--*
((2+(4+7))/(9-(2+6)))	247++926+-/
((2+(5/0))+(7*(4*8)))	250/+748**+
((4+(2-(2+6)))+((2+9)+8))	4226+-+29+8++
((0+(2/(5*2)))+(8+8))	0252*/+88++
(9*((((1/6)/0)-0)+(2*1)))	916/0/0-21*+*
((3/5)+(8*(8/(5-0))))	35/8850-/*+
(((7-2)-(4-0))+(4+(8/4)))	72-40--484/++
(((1+(1-8))-(9-3))+(8+9))	118-+93--89++
(((1*7)-5)/((5*6)/6))	17*5-56*6//
((3+(3/3))*(6-(1+0)))	333/+610+-*
(((0-(4/6))*(5/8))/(6*9))	046/-58/*69*/
(6-((5-(8*(0/3)))*0))	65803/*-0*-
(((8+1)*4)*(7/(4-(3/0))))	81+4*7430/-/*
((6-4)+(6/(2-(0*4))))	64-6204*-/+
((8-6)/(7+(8+(2/9))))	86-7829/++/
(1-(8*((4+4)-(4-(8*8)))))	1844+488*--*-
(5-((3*(9*4))+(6-5)))	5394**65-+-
(((4/0)+1)/(1/(1*(0*8))))	40/1+1108**//
(((9*5)*(0+8))/(7/(5*3)))	95*08+*753*//
((4*(6-7))*(5/(9+(0+6))))	467-*5906++/*
((8*(9+6))+((4+(9+1))/6))	896+*491++6/+
(((0/2)+3)-(9*(6+8)))	02/3+968+*-
((6-(3*0))/(3*(6-8)))	630*-368-*/
((8/((7*6)*(7+(3*1))))+2)	876*731*+*/2+
((4*5)*((7*(1-7))*(8/7)))	45*717-*87/**
((7/(5*(7+4)))-(2*(5*8)))	7574+*/258**-
((0*(5/(5*3)))*(1/(4-3)))	0553*/*143-/*
(((8*5)/(5+(4+9)))*7)	85*549++/7*
(((3-7)*((8/3)*7))*(7+8))	37-83/7**78+*
((3+(9*(3+7)))*(8-2))	3937+*+82-*
(3/(((3+(5-7))+8)/(0-5)))	3357-+8+05-//
((1*0)/((8-(1/8))*(3+3)))	10*818/-33+*/
((3-1)/(5*(3-(4-7))))	31-5347--*/
((6-(2+(8*1)))+(1+(8+6)))	6281*+-186+++
((6/(5-7))/(2*(5/8)))	657-/258/*/
((5*(8*5))+(9/(8*0)))	585**980*/+
(4*((4/0)/(5*(8/(2-8)))))	440/5828-/*/*
((4+7)+((6-(3-8))*(3-9)))	47+638--39-*+
((0/(0/6))+(9-(2*9)))	006//929*-+
(7-((6/(0-5))-(0-(5+1))))	7605-/051+---
((1-2)+((1/9)*(5+7)))	12-19/57+*+
((1+(3/(3-6)))+(2/(3-3)))	1336-/+233-/+
((7*(7/7))/(9/(0-(6-9))))	777/*9069--//
(((6-4)*(7/7))*(8*(0+9)))	64-77/*809+**
((5+(4/(4/1)))-(9*0))	5441//+90*-
(((8+8)+4)/(5*(8/9)))	88+4+589/*/
((5-((3/4)+6))+(9*(3/9)))	534/6+-939/*+
((((2+(7*6))+8)-(8+4))*2)	276*+8+84+-2*
((8+5)/(7*(4-(9-7))))	85+7497--*/
((2+((5/3)-8))-(4-(7*3)))	253/8-+473*--
(((4/6)+8)/(2-(1/6)))	46/8+216/-/
(((5/5)+(7/6))*(8-8))	55/76/+88-*
(((3-(8/5))*2)+(9-6))	385/-2*96-+
((4*(0+2))+((8*5)+(9-3)))	402+*85*93-++
((9+(8+5))*(3+(8/0)))	985++380/+*
((((1/2)-8)+(7*8))-(0+2))	12/8-78*+02+-
((2/((6-7)*(9+7)))-(8-9))	267-97+*/89--
((1*((0-5)/0))*(7+(8*7)))	105-0/*787*+*
((8*7)-((0-2)*(8+(6-8))))	87*02-868-+*-
(3/((2*(6*(5+8)))+(0-8)))	32658+**08-+/
((6*(1-(7/6)))-(8+(3-3)))	6176/-*833-+-
(2*((9*1)/(9-(9-(1+5)))))	291*9915+--/*
(((4-(2*0))/2)+(4*8))	420*-2/48*+
((7-6)-((7+(3-9))+(5/8)))	76-739-+58/+-
((((0*8)+(6+6))*1)*(4-7))	08*66++1*47-*
((4/(8/0))+(1/(2-7)))	480//127-/+
(((0*9)+1)-(2-(7*9)))	09*1+279*--
((4+2)*((1/(7+6))+(9-2)))	42+176+/92-+*
((3+(6-4))-(9/(4-9)))	364-+949-/-
(((3*5)*(1*0))+(5/0))	35*10**50/+
((4-(8-5))*(4/(2*4)))	485--424*/*
((5-(3*(5/7)))-(8/(3*8)))	5357/*-838*/-
(((1/0)-5)+(0+(1+(8+7))))	10/5-0187++++
(((3/9)/(4+3))*(4/8))	39/43+/48/*
((3+(8*(8+(7+4))))+(2/4))	38874++*+24/+
((0/(9/3))-((1*1)-5))	093//11*5--
(9-((9*6)/(7/(7/2))))	996*772///-
(((4-7)+(6+1))/(9-9))	47-61++99-/
((0*(2*7))+(7/(5/(3/9))))	027**7539///+
(((9+(7*(4*4)))+(7+8))/5)	9744**+78++5/
(8/(1/(1*(9*(8*0)))))	811980***//
(((6/7)+7)/(8-(8*(0*9))))	67/7+8809**-/
(2/((1/9)*((5+(1/3))/2)))	219/513/+2/*/
((7-((1-(1-7))+(8/6)))+9)	7117--86/+-9+
((0-(8/3))/(1/((0+6)-5)))	083/-106+5-//
(7/((3-(3+9))+(0/1)))	7339+-01/+/
((3/(9*3))+(4-(9-2)))	393*/492--+
((4/(4*8))+(2-(7*(2*2))))	448*/2722**-+
((2*(4/(2/5)))*(4+(2*0)))	2425//*420*+*
(((7+5)+((6*4)*4))/1)	75+64*4*+1/
((5+(0-2))+(2/(3-4)))	502-+234-/+
((0/((9*(6+2))*0))-(8*4))	0962+*0*/84*-
((9/9)*((4-(9+3))*8))	99/493+-8**
((7/2)*(2/(3*(2*8))))	72/2328**/*
((0/5)+(6/(5+(1-9))))	05/6519-+/+
((5/(((2-0)*4)-(2/7)))/6)	520-4*27/-/6/
((((8*1)/5)+8)*(0+3))	81*5/8+03+*
(((5+8)+(5*0))/(7+(8/0)))	58+50*+780/+/
((((8/1)*1)*(7+1))*6)	81/1*71+*6*
((8+(2/5))+(7*(7/(9+1))))	825/+7791+/*+
(0+((7*4)*(8-(4+0))))	074*840+-*+
((3+6)+((9*0)+(8*(3-3))))	36+90*833-*++
((((6*(7/9))*4)*(7/5))-4)	679/*4*75/*4-
((5+(2/4))/(4+(5*6)))	524/+456*+/
(((0-6)*0)*(2*(3+(1+7))))	06-0*2317++**
(((7/(2/7))*(1+2))-(3/0))	727//12+*30/-
(5+((3/0)+(5+(4-6))))	530/546-+++
(((5-(1/8))+(7+6))/(8-3))	518/-76++83-/
((8*4)*(3+(6+(3+(8*6)))))	84*36386*+++*
(((4+9)-(0*9))*((3/5)-3))	49+09*-35/3-*
(((5+(5+6))/(7*7))/(2*4))	556++77*/24*/
(((7-2)/(6-9))/(3/9))	72-69-/39//
((1*(1*0))+(0+(1/0)))	110**010/++
((1-2)-((0+(3*5))*(7/4)))	12-035*+74/*-
((((1+3)*0)+(7-6))+(0*9))	13+0*76-+09*+
((((7/2)+6)*9)/(2/(8+3)))	72/6+9*283+//
((8+(5-8))/(2-(1*5)))	858-+215*-/
(((4+(8-9))/8)+(0+(7-0)))	489-+8/070-++
((3/((2+3)+(8/(1/3))))*1)	323+813//+/1*
(9*((4+(3*5))-(7/(9+0))))	9435*+790+/-*
(6/(9+(8*(1*(7+8)))))	698178+**+/
(((7+(9*8))+(1+8))+(7-1))	798*+18++71-+
(4*(8-(0+(5+(7/7)))))	480577/++-*
(((7*3)-3)-(4-(4-(9/6))))	73*3-4496/---
((9+(3+(4/1)))+(3/7))	9341/++37/+
((7-(4-5))*(3+(1/9)))	745--319/+*
(8/((6/(2+1))+(9/(3-3))))	8621+/933-/+/
(((1+0)+(3-7))*(1-5))	10+37-+15-*
((9/(9*8))*(8/(9-(7/7))))	998*/8977/-/*
(9+(6-(9+((5-(0-0))/7))))	969500--7/+-+
((1/(0*(0*(8*(6*5)))))*0)	100865****/0*
((2-(6*0))+(8/(4+7)))	260*-847+/+
((8+4)+(1+(5-(5/6))))	84+1556/-++
((9/(2*(4+3)))+(1/8))	9243+*/18/+
(1-((5*(0/5))-(8+1)))	1505/*81+--
((3-(8-(6/4)))+(6+3))	3864/--63++
(((2-1)+0)+(6*(9*(8*4))))	21-0+6984***+
(((9-4)+(2/0))-(1/(3+0)))	94-20/+130+/-
(4/(5/(7/(9/(8*(1/0))))))	4579810/*////
(2/(9/(5+(1*(4/9)))))	295149/*+//
((2-4)/(4+(2/(5+7))))	24-4257+/+/
((4-(0+0))-((5+1)/(2/8)))	400+-51+28//-
(((6/3)-(4+3))/(9/9))	63/43+-99//
(9-(8-((8+9)*(6+(0-1)))))	9889+601-+*--
(((0/(5-1))-(0/3))+3)	051-/03/-3+
((3+5)*(4*(4/(6+(3*1)))))	35+44631*+/**
((8+(6*(4*7)))*(6/5))	8647**+65/*
((9/(4/8))/(0+(5/8)))	948//058/+/
(5*(((3/(4/1))/5)-(7-7)))	5341//5/77--*
((1-(6-1))*((5-7)-6))	161--57-6-*
(((0/7)/(7+1))-((9+2)*4))	07/71+/92+4*-
((1+(0/((4*5)-0)))+(9*1))	1045*0-/+91*+
(((1+2)/(7+(8/9)))*(6/2))	12+789/+/62/*
(((0/4)/(0-(7-2)))*9)	04/072--/9*
(((6*6)+(1-(8+0)))+(1+7))	66*180+-+17++
((0/7)*(3+(5*(4*(7/4)))))	07/35474/**+*
(((1*(1-1))+8)/(9/(7-0)))	111-*8+970-//
((9-8)/(5+(3/(3+2))))	98-5332+/+/
((7+1)-(4/(9*(9+1))))	71+4991+*/-
((4*(6-8))+((5/4)/(5+1)))	468-*54/51+/+
(((1/3)+9)*((9+(2*1))-8))	13/9+921*+8-*
((6+8)*((8-3)-(4*(1/5))))	68+83-415/*-*
(((0+2)*9)-(1/(2/4)))	02+9*124//-
((0*4)+((0*(9*6))+4))	04*096**4++
((((3+2)-(2/2))+8)+9)	32+22/-8+9+
((2/(8/(6*7)))/(1-6))	2867*//16-/
(8/(6/(((8/0)-(4-4))-1)))	8680/44--1-//
((5/(2+(3/(5+(4-7)))))+9)	523547-+/+/9+
((4*(9/(8-3)))+(4/(9-4)))	4983-/*494-/+
((2+(4+(3*(3/0))))*(6*2))	24330/*++62**
(5/((1-(0*8))*(3/9)))	5108*-39/*/
(1+((8*0)*(0*(5*6))))	180*056***+
((4*(0+(6/6)))*(9/5))	4066/+*95/*
((2+(3*5))+(2-(4/3)))	235*+243/-+
((3-2)/(4*(3-(2/(7+0)))))	32-43270+/-*/
((((2*3)+3)-6)*(0*(5/0)))	23*3+6-050/**
((((6/6)/(9/1))/9)/4)	66/91//9/4/
(7/(4*(4/((6+3)+4))))	74463+4+/*/
(3-(0+(0/(3+(0/4)))))	300304/+/+-
(7-((7+(6+(2/7)))+9))	77627/++9+-
(((4/2)-(2+(4+6)))*(8/7))	42/246++-87/*
((9-(8/0))+(7+(4/8)))	980/-748/++
((9+(7/5))+(9-(7*5)))	975/+975*-+
((0+(9+(1-(7/4))))-(4-8))	09174/-++48--
(7+(3*(((8-2)*(5*6))*0)))	7382-56**0**+
((0/8)-(6+((9/7)/(8*3))))	08/697/83*/+-
((2-((7/1)*1))*(1*(8*4)))	271/1*-184***
((0/(3*8))*(8-(4*0)))	038*/840*-*
((1*(4/5))+(6/(6+0)))	145/*660+/+
(((3-3)-(3-(4/5)))/7)	33-345/--7/
(((7-5)*5)*(3+(1/6)))	75-5*316/+*
((((2/5)*(6*2))/(9+6))/4)	25/62**96+/4/
(((7+(2*0))/(4/4))-(6+9))	720*+44//69+-
((5/(0*(1-(8-3))))-2)	50183--*/2-
(1/((3/((3+1)-5))/(9+1)))	1331+5-/91+//
(8*((4/5)-((8+6)/(8/9))))	845/86+89//-*
((4-(9+3))*(2+(1+2)))	493+-212++*
(((4+(6/5))-(1/0))*(0/7))	465/+10/-07/*
((5-5)-(0-(9/(8/2))))	55-0982//--
(((1+8)+5)+(3-(2-(9/6))))	18+5+3296/--+
(3-(3-((9-(5-9))+8)))	33959--8+--
((7/(6*(1/(6*9))))/7)	76169*/*/7/
((9/(2-4))*(4/(2-(1-7))))	924-/4217--/*
(9*((8-(4/7))*(4/8)))	9847/-48/**
((((8*(3/6))+8)+(1+3))-5)	836/*8+13++5-
(((9+9)+1)/(0/(8-(5+5))))	99+1+0855+-//
(((2-4)*(8/(9-6)))-8)	24-896-/*8-
(3+((0*(1-6))-(1/8)))	3016-*18/-+
((((7/5)*5)/(1/3))/(1+4))	75/5*13//14+/
(((8-(4/2))*(0+0))-(7-1))	842/-00+*71--
((1*(9-2))-(0+(6+6)))	192-*066++-
((1+(1*2))-(7/(9-8)))	112*+798-/-
((6*(6+(3-6)))-(9-3))	6636-+*93--
((6/8)/(6+(7*(5/6))))	68/6756/*+/
((9/(0*9))+(8*(3/7)))	909*/837/*+
((4-(0+(7*9)))*(9-5))	4079*+-95-*
(3+((3+(3/0))/(6-(9-9))))	3330/+699--/+
(0-(5/(4*(3/(6*5)))))	054365*/*/-
(5+((((5*4)+6)/(1-6))*4))	554*6+16-/4*+
((9-(4+(7/5)))*(6+(2*0)))	9475/+-620*+*
(((6*(8*3))*(5+3))+7)	683**53+*7+
((9*(6/(0-(5+4))))/9)	96054+-/*9/
((5+((4*1)*(4+6)))+(2/5))	541*46+*+25/+
(((3*(6+8))+(8-1))*(1+2))	368+*81-+12+*
(9/(5*(0/(8+(2-1)))))	950821-+/*/
((0+(6/9))+(6*(0+6)))	069/+606+*+
(6/(1*(8/(9+(7*2)))))	618972*+/*/
((3*(9*((5+1)/4)))*(9-6))	3951+4/**96-*
(1/(((5/4)*(1/9))+(4*0)))	154/19/*40*+/
(7/((8+0)/(6*(2/5))))	780+625/*//
(((8/7)*(0-6))*(4*(1*0)))	87/06-*410***
(((9/6)/(5*(1/3)))+8)	96/513/*/8+
(((3+3)/5)+(3/(8/(5-7))))	33+5/3857-//+
((2+(1/5))*(5/(2-1)))	215/+521-/*
((8/8)-((0*6)/(7-8)))	88/06*78-/-
((3+4)/(9+(2+(9+(2*5)))))	34+92925*+++/
(7*(((8*8)+(8-(4*9)))+5))	788*849*-+5+*
((7+(9+6))+(3*(7+(7/8))))	796++3778/+*+
(6+(4-((9-9)+(1-(1*6)))))	6499-116*-+-+
((0/(8*(0-(5+5))))/(5*4))	08055+-*/54*/
(((1-1)*(4+(1/9)))+7)	11-419/+*7+
((1/(1-(7+5)))*(1+1))	1175+-/11+*
((4*(0+1))+(1*(0*(3*1))))	401+*1031***+
((7/(7+0))*(7+(6/(6*1))))	770+/7661*/+*
((2-3)*(0/(8+(1/0))))	23-0810/+/*
((2*(9*(4/3)))*(3-(3+7)))	2943/**337+-*
(((8+6)/(3-(5+2)))-(2/2))	86+352+-/22/-
(((4*2)*(8/(3-8)))/8)	42*838-/*8/
((((6*0)-3)*(2-(0-4)))*0)	60*3-204--*0*
((((1+(2-7))+8)+(3+6))-0)	127-+8+36++0-
(((0*(4/2))/(6+2))-9)	042/*62+/9-
((9*(2/8))+(8-(2*(9+5))))	928/*8295+*-+
(((7*(7+4))+(7/1))/3)	774+*71/+3/
(((3/(1/3))/1)/((2/3)+0))	313//1/23/0+/
((7+(3*(8-0)))+(7*(8+6)))	7380-*+786+*+
((6-(7/(5-0)))+(6*6))	6750-/-66*+
((9*(3*6))-(3*(9*(3*8))))	936**3938***-
((7-1)/((8+4)/(5-8)))	71-84+58-//
(1/((4/(3/(2-(5+1))))+7))	143251+-//7+/
(((2*(5/5))/(2+4))/8)	255/*24+/8/
((6+(6/(0*(7/4))))+(4-2))	66074/*/+42-+
((5*8)+(8*((5/(0+7))-1)))	58*8507+/1-*+
((5/2)*((5+4)*(0-5)))	52/54+05-**
(((7+4)-(1+9))*(9-(0*9)))	74+19+-909*-*
((0*(0/5))/(6+(2+(9+6))))	005/*6296+++/
((5-(0+3))+(0-(0-0)))	503+-000--+
((1/(5-(8-1)))/(4*2))	1581--/42*/
((0-(3-8))*(9+(9/4)))	038--994/+*
(((3*7)+2)+(8-(3*3)))	37*2+833*-+
(((8-4)/(0/8))/(4/9))	84-08//49//
(((6+9)/((5/8)/5))/(2+8))	69+58/5//28+/
(((4*8)+((4/(2*8))+0))/5)	48*428*/0++5/
((((8*0)*(7*8))-2)-(3*7))	80*78**2-37*-
((1+4)+(9-(5+(5*5))))	14+9555*+-+
((3-(4*6))-(7-(7+(1+2))))	346*-7712++--
((4/3)/((8-(2-1))+(0*0)))	43/821--00*+/
(((4-2)+(9-5))+(2+(6-3)))	42-95-+263-++
((1+5)-((6-(1/(9-4)))/0))	15+6194-/-0/-
(((1/6)*(3*9))-(4-(8-9)))	16/39**489---
((((6*4)*(8/2))-3)+5)	64*82/*3-5+
((((5*6)*7)-(7/1))/(7*4))	56*7*71/-74*/
((((7+7)/5)/(7+9))-(6-4))	77+5/79+/64--
((2*9)*((8/(0/1))/(6*8)))	29*801//68*/*
(((5/1)*3)+(0-(3-5)))	51/3*035--+
((0/(4*0))-(1/(1+4)))	040*/114+/-
((((5-9)-(5*(7/7)))+0)-9)	59-577/*-0+9-
(((9/7)-(2*(4-2)))-(0/8))	97/242-*-08/-
(((5+(5+9))/(1*(2+6)))/0)	559++126+*/0/
(((4/8)+0)+(7/(1/7)))	48/0+717//+
((1+(6+2))*(7/(3+(0/4))))	162++7304/+/*
(4/((8+(9*(1+5)))-3))	48915+*+3-/
(9*((2-0)/(1/(6/(2/8)))))	920-1628////*
((6/((2-2)*(5*8)))-(8+9))	622-58**/89+-
((7/(8*(7/7)))*(9-8))	7877/*/98-*
(((4-4)+((5*(5-5))/9))-7)	44-555-*9/+7-
(1+((4*(8*(2-8)))*(2-9)))	14828-**29-*+
((4-(0-(3/0)))/(4*(0+2)))	4030/--402+*/
(5*(5/(8+(4/(6/2)))))	558462//+/*
((0+(1/7))-(0/(1/0)))	017/+010//-
((0+1)+(6-(4+(4/(5-8)))))	01+64458-/+-+
((4-4)+(9-(5*(5*1))))	44-9551**-+
((7-(1+8))-(8+(6+1)))	718+-861++-
(((4/((4-2)+7))+1)*(1-8))	442-7+/1+18-*
(((8/4)-(7/2))-(8+(2*2)))	84/72/-822*+-
((((1+9)+7)+(5-9))+(4-6))	19+7+59-+46-+
((7-(1+2))/(0/(2+(6-6))))	712+-0266-+//
((9+(8-(4*2)))+(5*(0-1)))	9842*-+501-*+
((1-(6-9))*(1/(9+7)))	169--197+/*
((5-((3*0)*(6*2)))+(2/0))	530*62**-20/+
((0*(9/(5+6)))*(8/(7*6)))	0956+/*876*/*
(((0/0)+(1+4))/(3-9))	00/14++39-/
((2+(2-5))-(9/(0*7)))	225-+907*/-
(6+(0+(1*(0/(7*(6+2))))))	6010762+*/*++
(((5/7)-(5/5))/(0/(6*6)))	57/55/-066*//
((5+0)-(6-((3+0)-1)))	50+630+1---
(0-(((5*9)-(8-(0-1)))/7))	059*801---7/-
((7-(8+(6*5)))+(2-3))	7865*+-23-+
((5+(8*(0/2)))/(4-(4+9)))	5802/*+449+-/
(2*((0+(0+(0/7)))+(5/1)))	20007/++51/+*
((7+(7-5))*(6-(7+(6-6))))	775-+6766-+-*
((6+(7*4))*(1/(8-(5-8))))	674*+1858--/*
((9*(0/4))+(0/((9/7)+3)))	904/*097/3+/+
(3*(((2*6)/3)/(9*(3/2))))	326*3/932/*/*
((7+(1/9))*(7+(6*(7/3))))	719/+7673/*+*
(3/(1/(0-(6+(9/8)))))	310698/+-//
((4+((9*7)*4))-(2*(1+8)))	497*4*+218+*-
((0-0)*(7+(2*(9+(8/2)))))	00-72982/+*+*
((8/(9/5))+(5-(4-5)))	895//545--+
((9+(2*0))/(8/(9/1)))	920*+891///
(((5*(8/8))-(6+8))-(2/5))	588/*68+-25/-
(7+(1/(4-(7-(0-9)))))	714709---/+
(2-((7-(1+4))/(3+(5+0))))	2714+-350++/-
((5/(6-8))/(0-(6-2)))	568-/062--/
(((7-(2-5))-0)/(1-(3+0)))	725--0-130+-/
(((1+(1-4))-(0/8))-(1-8))	114-+08/-18--
(((8+(0-3))+(8/(6-8)))-2)	803-+868-/+2-
(2*(2/(6*(7+(3+8)))))	226738++*/*
((4+7)/(7/(1-(5-(0+9)))))	47+71509+--//
((5*(0*((1/2)-5)))+(1+2))	5012/5-**12++
((2/(2*(5+2)))-(1/4))	2252+*/14/-
(3-((6-2)-(4+(2+0))))	362-420++--
((9/(7+(3-9)))-(2-(1/7)))	9739-+/217/--
((6*6)*(9+(9-(1*1))))	66*9911*-+*
(8+(((9-(2-1))-4)+(6+9)))	8921--4-69+++
(2-(5-(6-(9-(8/6)))))	256986/----
(8+((9+9)*(0/(9/(2-5)))))	899+0925-//*+
(((9*4)+4)/(1-(9/8)))	94*4+198/-/
(((8+(0+0))/6)/(1*8))	800++6/18*/
((6+(7-(9+8)))/(8+(3+0)))	6798+-+830++/
((2+(1*2))-(0/(5/(1-9))))	212*+0519-//-
(((2*8)/(5-6))+(2*1))	28*56-/21*+
((9/(3*5))/(9*(8+1)))	935*/981+*/
((2-(7/8))/(4/(6+9)))	278/-469+//
(((6*8)+(5-(6+9)))*(5*7))	68*569+-+57**
(((6*0)+(0-9))/(9-2))	60*09-+92-/
(((8*7)/5)+(4+(5+(5*9))))	87*5/4559*+++
((0/5)-(7+(7*(8+(4/5)))))	05/77845/+*+-
((3*(7/6))+(7-(9/9)))	376/*799/-+
((8*1)+(3+((0/2)+(0*4))))	81*302/04*+++
(2-((6+(4/2))*(2*(7+8))))	2642/+278+**-
(((9/(2+1))+(6/7))-9)	921+/67/+9-
(((8+(1*0))+(7+6))/(4-1))	810*+76++41-/
((6*9)/((5-4)+(6/1)))	69*54-61/+/
(((0+5)/(9*0))-((4/9)/6))	05+90*/49/6/-
(4/((7+((7/7)/0))*2))	4777/0/+2*/
((5-(1/(3*2)))*(5-8))	5132*/-58-*
(((4+2)*4)/(0/(3*7)))	42+4*037*//
((1-8)+((9-6)*(4-6)))	18-96-46-*+
(((3-((9+0)/4))/0)*7)	390+4/-0/7*
(((0/(9*9))*(8-0))-9)	099*/80-*9-
(((4+5)*(2+4))/(7+5))	45+24+*75+/
(1/((8/5)+(0/(7*6))))	185/076*/+/
((5/(0/8))/(3-(9*(7-9))))	508//3979-*-/
(4*(9*(4/(3+(9*(0-1))))))	4943901-*+/**
(((8-7)*(4-6))+(3/7))	87-46-*37/+
(3/(0+((0+9)*(5-(3/2)))))	3009+532/-*+/
(7/(5+((9*((1+8)/6))/9)))	75918+6/*9/+/
((4/(0+9))-(2/(5*(1*8))))	409+/2518**/-
(4-((0+(0*1))+(6/(3*3))))	4001*+633*/+-
(((2-(5/4))*6)+(5-7))	254/-6*57-+
(((9-2)+2)+((6+8)+8))	92-2+68+8++
